SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
48001,PAHELU SUKH TE JATE NARYA,GUJGUJ/2016/70202,27-01-2017,Gujarati,Quarterly,DR. BAKUL C. BUCH,ASHADEEP CHERITABLE FOUNDATION,Gujarat,Junagadh,View  registration details for PAHELU SUKH TE JATE NARYA (GUJGUJ/2016/70202)
48002,PAHLE PAHAL,JHURD/26/A4381,29-05-2026,Urdu,Daily,RANJANA SHUKLA,RANJANA SHUKLA,Jharkhand,Palamu,View  registration details for PAHLE PAHAL (JHURD/26/A4381)
48003,PAHLE PAHAL,JHAURD/2021/83428,10-02-2023,Urdu,Daily,RANJANA SHUKLA,RANJANA SHUKLA,Jharkhand,Ranchi,View  registration details for PAHLE PAHAL (JHAURD/2021/83428)
48004,PAHLE PAHAL,38456,24-10-1991,Hindi,Fortnightly,MAHENDRA GAGAN,MAHENDRA GAGAN,Madhya Pradesh,Bhopal,View  registration details for PAHLE PAHAL (38456)
48005,PAHLI KHABAR,MAHURD/2010/37352,23-10-2012,Urdu,Weekly,S.M. MUSHARRAF SHAMSI,S.M. MUSHARRAF SHAMSI,Maharashtra,Thane,View  registration details for PAHLI KHABAR (MAHURD/2010/37352)
48006,PAHLI KHABAR,MAHURD/2017/72085,06-06-2017,Urdu,Weekly,S.M. MUSHARRAF SHAMSI,S.M. MUSHARRAF SHAMSI,Maharashtra,Mumbai,View  registration details for PAHLI KHABAR (MAHURD/2017/72085)
48007,PAHLI VARTA,UPHIN/2021/83047,11-01-2023,Hindi,Weekly,HEENA RASTOGI,HEENA RASTOGI,Uttar Pradesh,Meerut,View  registration details for PAHLI VARTA (UPHIN/2021/83047)
48008,PAHLI VIRANGNA,MPHIN/2023/87831,11-07-2024,HINDI,Quarterly,MO. MUSHTAK,MO. MUSHTAK,Madhya Pradesh,Bhopal,View  registration details for PAHLI VIRANGNA (MPHIN/2023/87831)
48009,PAHREDAR,57429,28-10-1991,Punjabi,Weekly,,,,,View  registration details for PAHREDAR (57429)
48010,PAHRI DUNIYA,UTTHIN/2023/86524,21-02-2024,Hindi,Weekly,ASHOK RANA,ASHOK RANA,Uttarakhand,Dehradun,View  registration details for PAHRI DUNIYA (UTTHIN/2023/86524)
48011,PAHUL KHANDEDAR,42486,17-03-1987,Punjabi,Weekly,JATINDER PAL SINGH,GURNAM SINGH & JATINDER PAL SINGH,Punjab,Patiala,View  registration details for PAHUL KHANDEDAR (42486)
48012,PAHUNA,CHHHIN/2016/72425,29-06-2017,Hindi,Daily,LOKESHWAR SAHU,PAHUNA MEDIA GROUP,Chhattisgarh,Raipur,View  registration details for PAHUNA (CHHHIN/2016/72425)
48013,PAHUNA,CHHHIN/2011/41391,04-04-2012,Hindi,Daily,LOKESHWAR SAHU,PAHUNA MEDIA GROUP,Chhattisgarh,Rajnandgaon,View  registration details for PAHUNA (CHHHIN/2011/41391)
48014,PAHUNA,CHHHIN/2010/35123,06-01-2011,Hindi,Monthly,LOKESHWAR SAHU,PAHUNA MEDIA GROUP,Chhattisgarh,Rajnandgaon,View  registration details for PAHUNA (CHHHIN/2010/35123)
48015,PAHUTHARIVU,8076,22-02-1963,Tamil,Weekly,T. M. SHANMUGHAM,T N SHANMUGHAM,Tamil Nadu,Chennai,View  registration details for PAHUTHARIVU (8076)
48016,PAIDAWAR,UPHIN/2015/60995,27-03-2015,Hindi,Fortnightly,YADUNATH SINGH MURARI,YADUNATH SINGH MURARI,Uttar Pradesh,Lucknow,View  registration details for PAIDAWAR (UPHIN/2015/60995)
48017,PAIDAWAR,UPHIN/2008/25985,24-12-2013,Hindi,Monthly,YADUNATH SINGH MURARI,YADUNATH SINGH MURARI,Uttar Pradesh,Lucknow,View  registration details for PAIDAWAR (UPHIN/2008/25985)
48018,PAIGAM A DIL,UPHIN/2023/90551,20-03-2025,Hindi,Daily,AHAMAD NASEER ANSARI,AHAMAD NASEER ANSARI,Uttar Pradesh,Lucknow,View  registration details for PAIGAM A DIL (UPHIN/2023/90551)
48019,PAIGAM A DIL,UPHIN/2012/48478,07-03-2013,Hindi,Weekly,AHAMAD NASEER ANSARI,AHAMAD NASEER ANSARI,Uttar Pradesh,Lucknow,View  registration details for PAIGAM A DIL (UPHIN/2012/48478)
48020,PAIGAM CHHATTISGARH,CHHHIN/2013/54462,06-02-2014,Hindi,Weekly,ABDUL KADIR,ABDUL KADIR,Chhattisgarh,Raipur,View  registration details for PAIGAM CHHATTISGARH (CHHHIN/2013/54462)
48021,PAIGAM E AZIZ,UPENG/2015/61755,05-05-2015,English,Daily,JAMILA BEGUM,JAMILA BEGUM,Uttar Pradesh,Etawah,View  registration details for PAIGAM E AZIZ (UPENG/2015/61755)
48022,PAIGAM E AZIZ,UPURD/2011/43455,27-06-2012,Urdu,Daily,JAMILA BEGUM,JAMILA BEGUM,Uttar Pradesh,Etawah,View  registration details for PAIGAM E AZIZ (UPURD/2011/43455)
48023,PAIGAM E BAREILLY,UPURD/2014/69228,09-11-2016,Urdu,Daily,SUPRIYA VISHAL AWASTHI,SUPRIYA VISHAL AWASTHI,Uttar Pradesh,Bareilly,View  registration details for PAIGAM E BAREILLY (UPURD/2014/69228)
48024,PAIGAM E CHHIPA,RAJHIN/2014/61162,09-04-2015,Hindi,Fortnightly,SAYEEDA,SAYEEDA,Rajasthan,Jodhpur,View  registration details for PAIGAM E CHHIPA (RAJHIN/2014/61162)
48025,PAIGAM E ELM,MAHURD/2018/76875,20-02-2019,Urdu,Fortnightly,JAVEED AHMED MOHHMED USMAN,JAVEED AHMED MOHHMED USMAN,Maharashtra,Nashik,View  registration details for PAIGAM E ELM (MAHURD/2018/76875)
48026,PAIGAM E HAQIQAT,22385,27-10-1971,Hindi,Weekly,AZMATULLAHA KHAN,AZMATULLAHA KHAN,Rajasthan,Jodhpur,View  registration details for PAIGAM E HAQIQAT (22385)
48027,PAIGAM E IQBAL,MPHIN/2007/19158,12-06-2012,Hindi,Quarterly,IKRAR SHAIKH,IQRAR SHEIKH,Madhya Pradesh,Ujjain,View  registration details for PAIGAM E IQBAL (MPHIN/2007/19158)
48028,PAIGAM E ITTEHAD,KARHIN/2013/53674,26-12-2013,Hindi,Weekly,IQBAL AHMED JAKATI,IQBALAHMED S. JAKATI,Karnataka,Belagavi,View  registration details for PAIGAM E ITTEHAD (KARHIN/2013/53674)
