SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
72001,THE AWARE CONSUMER,DELENG/2015/67140,27-05-2016,English,Monthly,BEJON KUMAR MISRA,BEJON KUMAR MISRA,Telangana,Hyderabad,View  registration details for THE AWARE CONSUMER (DELENG/2015/67140)
72002,THE AXIS POINT,JKENG/2019/90152,13-11-2024,ENGLISH,Monthly,ABDUL RASHID,DR ABDUL RASHID,Jammu and Kashmir,Jammu,View  registration details for THE AXIS POINT (JKENG/2019/90152)
72003,THE BABIYAN,DELHIN/2010/30664,26-08-2011,Hindi,Daily,Babita,Babita,Delhi,New Delhi,View  registration details for THE BABIYAN (DELHIN/2010/30664)
72004,THE BALWAS TIMES,MPHIN/2011/43026,18-09-2013,Hindi,Monthly,SMT. RANA ALI,M/S. BALWAS TIMES AND PRINT MEDIA PVT. LTD.,Madhya Pradesh,Indore,View  registration details for THE BALWAS TIMES (MPHIN/2011/43026)
72005,THE BANGALOREAN,KARENG/2014/57197,12-09-2014,English,Daily,MAHESH G.,MAHESH .G,Karnataka,Bengaluru,View  registration details for THE BANGALOREAN (KARENG/2014/57197)
72006,THE BANKING AND FINANCE POST,UPENG/2018/75963,31-08-2018,English,Bimonthly (Once in two months),RAVI GUPTA,ELETS TECHNOMEDIA PVT LTD,Uttar Pradesh,Gautam Buddha Nagar,View  registration details for THE BANKING AND FINANCE POST (UPENG/2018/75963)
72007,THE BANNER,UPHIN/2008/26541,19-12-2008,Hindi,Daily,ANUJ KUMAR TIWARI,ANUJ KUMAR TIWARI,Uttar Pradesh,Lucknow,View  registration details for THE BANNER (UPHIN/2008/26541)
72008,THE BANNER,UPHIN/26/A1740,20-03-2026,Hindi,Monthly,ANUJ KUMAR TIWARI,ANUJ KUMAR TIWARI,Uttar Pradesh,Lucknow,View  registration details for THE BANNER (UPHIN/26/A1740)
72009,THE BAPS SWAMINARAYAN RESEARCH JOURNAL,DELMUL/2021/80230,24-08-2021,"English, Santhali, Hindi",Bi-Annual,DR. JYOTINDRA DAVE,"BAPS SWAMINARAYAN RESEARCH INSTITUTE, A UNIT OF AKSHARDHAM CENTER FOR APPLIED RESEARCH IN SOCIAL HARMONY - AARSH",Delhi,New Delhi,View  registration details for THE BAPS SWAMINARAYAN RESEARCH JOURNAL (DELMUL/2021/80230)
72010,THE BE ALERT,GJGUJ/25/A0898,03-06-2025,Gujarati,Weekly,PATEL RAKESH RAJESHBHAI,PATEL RAKESH RAJESHBHAI,Gujarat,Vadodara,View  registration details for THE BE ALERT (GJGUJ/25/A0898)
72011,THE BEAUTIFUL WORLD,KARENG/2017/72388,23-06-2017,English,Monthly,ASIF KHAN,ASIF KHAN,Karnataka,Bengaluru,View  registration details for THE BEAUTIFUL WORLD (KARENG/2017/72388)
72012,THE BEAUTY OF ISLAM,MPBIL/2013/53593,17-12-2013,"Hindi, Urdu",Monthly,MD. SIKANDAR KHAN,MD. SIKANDAR KHAN,Madhya Pradesh,Indore,View  registration details for THE BEAUTY OF ISLAM (MPBIL/2013/53593)
72013,THE BEGINNING WE WILL MAKE THE PATH,UTTHIN/2015/66775,22-04-2016,Hindi,Weekly,DEEPA KATHAYAT,DEEPA KATHAYAT,Uttarakhand,Dehradun,View  registration details for THE BEGINNING WE WILL MAKE THE PATH (UTTHIN/2015/66775)
72014,THE BENCH OF TRUTH,MPHIN/2017/72359,23-06-2017,Hindi,Monthly,NEHA BARUA,NEHA BARUA,Madhya Pradesh,Bhopal,View  registration details for THE BENCH OF TRUTH (MPHIN/2017/72359)
72015,THE BENGAL CHRONICLE,WBENG/2015/64787,18-11-2015,English,Monthly,SANJOY KUMAR BANERJEE,SANJOY KUMAR BANERJEE,West Bengal,North 24 Parganas,View  registration details for THE BENGAL CHRONICLE (WBENG/2015/64787)
72016,THE BEST NEWS,MPHIN/2022/82377,17-10-2022,Hindi,Monthly,SUNNY KUMAR YADAV,SUNY KUMAR YADAV,Madhya Pradesh,Bhopal,View  registration details for THE BEST NEWS (MPHIN/2022/82377)
72017,THE BEST NEWS,MPHIN/26/A1277,19-02-2026,Hindi,Quarterly,Suny Kumar Yadav,Suny Kumar Yadav,Madhya Pradesh,Bhopal,View  registration details for THE BEST NEWS (MPHIN/26/A1277)
72018,THE BEST OF INDIA,APENG/2013/54324,30-01-2014,English,Annual,FRANCIS FARIAS,FRANCIS FARIAS,Andhra Pradesh,Hyderabad,View  registration details for THE BEST OF INDIA (APENG/2013/54324)
72019,THE BEST OF INDIA,TELENG/2014/59029,16-12-2014,English,Quarterly,FRANCIS FARIAS,FRANCIS FARIAS,Telangana,Hyderabad,View  registration details for THE BEST OF INDIA (TELENG/2014/59029)
72020,The Better Uttarakhand,UAENG/25/A4107,19-11-2025,English,Weekly,Uditanshu Kandpal,Uditanshu Kandpal,Uttarakhand,Nainital,View  registration details for The Better Uttarakhand (UAENG/25/A4107)
72021,THE BETTER WORLD,HARENG/2012/56876,02-09-2014,English,Fortnightly,SHYAM SUNDER GOEL,SHYAM SUNDER GOEL,Haryana,Ambala,View  registration details for THE BETTER WORLD (HARENG/2012/56876)
72022,The Better You,KLENG/26/A3186,06-05-2026,English,Bimonthly (Once in two months),Ranjith A R,Ranjith A R,Kerala,Ernakulam,View  registration details for The Better You (KLENG/26/A3186)
72023,THE BETWA LAHARI,MPHIN/2008/25136,13-08-2008,Hindi,Weekly,RAMESH KUMAR SHARMA,RAMESH KUMAR SHARMA,Madhya Pradesh,Vidisha,View  registration details for THE BETWA LAHARI (MPHIN/2008/25136)
72024,THE BEYOND STORY EXPRESS,JHENG/25/A1318,19-06-2025,English,Daily,MOHAMMAD EJAZ,MOHAMMAD EJAZ,Jharkhand,Ranchi,View  registration details for THE BEYOND STORY EXPRESS (JHENG/25/A1318)
72025,THE BHARAT NOW,JKENG/2023/86248,02-02-2024,English,Monthly,MOHD SHAHID,MOHD SHAHID,Jammu and Kashmir,Kathua,View  registration details for THE BHARAT NOW (JKENG/2023/86248)
72026,The bharat perspective,DLBIL/26/A5674,02-07-2026,"English, Hindi",Quarterly,DILIP KUMAR,MAHABODHI GLOBAL FOUNDATION,Delhi,New Delhi,View  registration details for The bharat perspective (DLBIL/26/A5674)
72027,THE BHARAT PRESSKING,GJGUJ/26/A2498,13-04-2026,Gujarati,Weekly,VIJAY BALKRISHNA BHATT,MEET VIJAYBHAI BHATT HUF,Gujarat,Bhavnagar,View  registration details for THE BHARAT PRESSKING (GJGUJ/26/A2498)
72028,THE BHARAT SCOUT AND GUIDE,14418,12-12-2005,"English, HINDI",Monthly,RAJ KUMAR KAUSHIK,THE BHARAT SCOUTS AND GUIDES,Delhi,New Delhi,View  registration details for THE BHARAT SCOUT AND GUIDE (14418)
72029,THE BHASWAR TIMES,RAJHIN/2011/49892,24-05-2013,Hindi,Weekly,OM PRAKASH (SAGAR),OM PRAKASH (SAGAR),Rajasthan,Pali,View  registration details for THE BHASWAR TIMES (RAJHIN/2011/49892)
72030,THE BHOPAL ASHA,MPHIN/2016/68832,27-09-2016,Hindi,Weekly,ANIRUDH SHARMA,ANIRUDH SHARMA,Madhya Pradesh,Bhopal,View  registration details for THE BHOPAL ASHA (MPHIN/2016/68832)
72031,THE BHOPAL EDGE,MPBIL/2018/78511,20-02-2020,"English, HINDI",Weekly,NARENDRA SHARMA,NARENDRA SHARMA,Madhya Pradesh,Bhopal,View  registration details for THE BHOPAL EDGE (MPBIL/2018/78511)
72032,THE BHOPAL EXPRESS TIMES,MPHIN/2008/25528,09-09-2008,Hindi,Daily,NIKHIL SHUKLA,NIKHIL SHUKLA,Madhya Pradesh,Bhopal,View  registration details for THE BHOPAL EXPRESS TIMES (MPHIN/2008/25528)
