SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
53001,PRIME PATRIKA,DELHIN/2015/64308,15-10-2015,Hindi,Monthly,SADULLAH JAUHAR,SADULLAH JAUHAR,Delhi,New Delhi,View  registration details for PRIME PATRIKA (DELHIN/2015/64308)
53002,PRIME POST,UPHIN/2022/84061,01-05-2023,Hindi,Weekly,HINA,HINA,Uttar Pradesh,Lucknow,View  registration details for PRIME POST (UPHIN/2022/84061)
53003,PRIME POST,JKENG/2018/77291,02-05-2019,English,Fortnightly,MOHD. AKBAR RESHI,MOHD AKBAR RESHI,Jammu and Kashmir,Anantnag,View  registration details for PRIME POST (JKENG/2018/77291)
53004,PRIME POST,UPHIN/26/A1838,23-03-2026,Hindi,Monthly,HINA,HINA,Uttar Pradesh,Lucknow,View  registration details for PRIME POST (UPHIN/26/A1838)
53005,PRIME POWER MEDIA,CHHHIN/2021/80912,30-12-2021,Hindi,Monthly,POONAM MISHRA,POONAM MISHRA,Chhattisgarh,Raipur,View  registration details for PRIME POWER MEDIA (CHHHIN/2021/80912)
53006,PRIME PULSE,TNENG/25/A3194,14-10-2025,English,Half Yearly,S.Suresh,S.Suresh,Tamil Nadu,Chennai,View  registration details for PRIME PULSE (TNENG/25/A3194)
53007,PRIME REPORTER,UPHIN/2014/60088,06-02-2015,Hindi,Daily,R. K. VISHWAS,R. K. VISHWAS,Uttar Pradesh,Lucknow,View  registration details for PRIME REPORTER (UPHIN/2014/60088)
53008,PRIME REPORTER,UPHIN/2014/58251,14-11-2014,Hindi,Daily,R. K. VISHWAS,R. K. VISHWAS,Uttar Pradesh,Lucknow,View  registration details for PRIME REPORTER (UPHIN/2014/58251)
53009,PRIME REVIEW,CHHENG/2020/79829,09-06-2021,English,Monthly,KUMAR BAHUKHANDI,KUMAR BAHUKHANDI,Chhattisgarh,Raipur,View  registration details for PRIME REVIEW (CHHENG/2020/79829)
53010,PRIME SADHNA,MPHIN/25/A3851,12-11-2025,Hindi,Monthly,SHUMEZA KHAN,naziya khan,Madhya Pradesh,Bhopal,View  registration details for PRIME SADHNA (MPHIN/25/A3851)
53011,PRIME SADHNA,MPHIN/2019/77688,03-07-2019,Hindi,Daily,NAZIA KHAN,NAZIA KHAN,Madhya Pradesh,Bhopal,View  registration details for PRIME SADHNA (MPHIN/2019/77688)
53012,PRIME SAMACHAR,UPHIN/2004/12326,21-08-2009,Hindi,Daily,SHARAF JAIDI,SHARAF ZAIDI,Uttar Pradesh,Lucknow,View  registration details for PRIME SAMACHAR (UPHIN/2004/12326)
53013,PRIME SANDESH,MPHIN/2013/60285,17-02-2015,Hindi,Monthly,MANISH KUMAR RATHORE,MANISH KUMAR RATHORE,Madhya Pradesh,Bhopal,View  registration details for PRIME SANDESH (MPHIN/2013/60285)
53014,PRIME SPECTATOR,DELHIN/2011/41355,02-04-2012,Hindi,Monthly,NASIR KHAN,NASIR KHAN,Delhi,New Delhi,View  registration details for PRIME SPECTATOR (DELHIN/2011/41355)
53015,PRIME SPORTS,RAJHIN/2018/76210,11-10-2018,Hindi,Half Yearly,OM SHARMA,OM SHARMA,Rajasthan,Jaipur,View  registration details for PRIME SPORTS (RAJHIN/2018/76210)
53016,PRIME SUCCESS,DELENG/2023/90580,28-03-2025,ENGLISH,Fortnightly,BRIJESH KUMAR,BRIJESH KUMAR,Delhi,North Delhi,View  registration details for PRIME SUCCESS (DELENG/2023/90580)
53017,PRIME TIME,GUJGUJ/2023/87745,03-07-2024,GUJARATI,Weekly,BHARADWAJ PRATIK BABUBHAI,BHARADWAJ PRATIK BABUBHAI,Gujarat,Ahmedabad,View  registration details for PRIME TIME (GUJGUJ/2023/87745)
53018,PRIME TIMES,UPHIN/2012/42984,18-06-2012,Hindi,Monthly,AYURVENDRA SINGH LAU,AYURVENDRA SINGH LAU,Uttar Pradesh,Lucknow,View  registration details for PRIME TIMES (UPHIN/2012/42984)
53019,PRIME TIMES,UPHIN/2014/57466,23-09-2014,Hindi,Daily,AYURVENDRA SINGH LAU,AYURVENDRA SINGH LAU,Uttar Pradesh,Lucknow,View  registration details for PRIME TIMES (UPHIN/2014/57466)
53020,PRIME TIMES,UPHIN/2007/25886,15-10-2008,Hindi,Weekly,AYURVENDRA SINGH LAU,AYURVENDRA SINGH LAU,Uttar Pradesh,Lucknow,View  registration details for PRIME TIMES (UPHIN/2007/25886)
53021,PRIME UDAY,PUNPUN/2019/78306,26-12-2019,Punjabi,Daily,BALVINDER SINGH,BALVINDER SINGH,Punjab,Ludhiana,View  registration details for PRIME UDAY (PUNPUN/2019/78306)
53022,PRIME VISION,MPHIN/2016/68593,06-09-2016,Hindi,Weekly,RADHESHYAM,RADHESHYAM,Madhya Pradesh,Bhopal,View  registration details for PRIME VISION (MPHIN/2016/68593)
53023,PRIME VISION,MPHIN/2022/86966,24-04-2024,Hindi,Quarterly,RADHESHYAM,RADHESHYAM,Madhya Pradesh,Bhopal,View  registration details for PRIME VISION (MPHIN/2022/86966)
53024,PRIME VOICE,UPHIN/2018/75920,23-08-2018,Hindi,Daily,MOHD. ADIL,MOHD. ADIL,Uttar Pradesh,Bijnor,View  registration details for PRIME VOICE (UPHIN/2018/75920)
53025,PRIMELINE,UPHIN/2017/74445,18-01-2018,Hindi,Monthly,SUSHIL KUMAR AWASTHI,ABHYUDAYA PRAKASHAN PRIVATE LIMITED,Uttar Pradesh,Lucknow,View  registration details for PRIMELINE (UPHIN/2017/74445)
53026,PRIMELINE,UPHIN/2018/76207,11-10-2018,Hindi,Weekly,SUSHIL KUMAR AWASTHI,ABHYUDAYA PRAKASHAN PRIVATE LIMITED,Uttar Pradesh,Lucknow,View  registration details for PRIMELINE (UPHIN/2018/76207)
53027,PRIMELINE,UPHIN/2018/76206,11-10-2018,Hindi,Daily,SUSHIL KUMAR AWASTHI,ABHYUDAYA PRAKASHAN PRIVATE LIMITED,Uttar Pradesh,Lucknow,View  registration details for PRIMELINE (UPHIN/2018/76206)
53028,PRIMEPOWER,KARKAN/2022/83184,23-01-2023,Kannada,Monthly,RAMANAGOUDA RAMANAGOUDRA,RAMANAGOUDA RAMANAGOUDRA,Karnataka,Haveri,View  registration details for PRIMEPOWER (KARKAN/2022/83184)
53029,Primetime Post,MHMAR/25/A0301,20-05-2025,Marathi,Weekly,Pratyush Bandopadhaya,Pratyush Bandopadhaya,Maharashtra,Mumbai Suburban,View  registration details for Primetime Post (MHMAR/25/A0301)
53030,PRINCE,43795,01-07-1986,Urdu,Weekly,KADRI ZAFAR SADIQUE,KADRI ZAFAR SADIQUE,Maharashtra,Nashik,View  registration details for PRINCE (43795)
53031,PRINCE INDIA,MPHIN/2009/28461,23-07-2009,Hindi,Monthly,R.K. RAIKWAR,R.K. RAIKWAR,Madhya Pradesh,Jabalpur,View  registration details for PRINCE INDIA (MPHIN/2009/28461)
53032,PRINCE NEWS,UPURD/2008/24122,30-05-2008,Urdu,Daily,SHAILENDRA SINGH,SHAILENDRA SINGH,Uttar Pradesh,Lucknow,View  registration details for PRINCE NEWS (UPURD/2008/24122)
53033,PRINCE NIVIDA NEWS,DELHIN/2011/39422,03-11-2011,Hindi,Weekly,VISHNU DAYAL,VISHNU DAYAL,Delhi,New Delhi,View  registration details for PRINCE NIVIDA NEWS (DELHIN/2011/39422)
53034,PRINCE PRAKASH,MPHIN/2023/88889,13-09-2024,HINDI,Quarterly,GOVIND NARAYAN URMALIYA,GOVIND NARAYAN URMALIYA,Madhya Pradesh,Bhopal,View  registration details for PRINCE PRAKASH (MPHIN/2023/88889)
53035,PRINCE PRAKASH,MPHIN/2016/70947,25-04-2017,Hindi,Monthly,GOVIND NARAYAN URMALIYA,GOVIND NARAYAN URMALIYA,Madhya Pradesh,Rewa,View  registration details for PRINCE PRAKASH (MPHIN/2016/70947)
53036,PRINCE PRAKASH,MPHIN/2022/90006,04-11-2024,HINDI,Monthly,GOVIND NARAYAN URMALIYA,GOVIND NARAYAN URMALIYA,Madhya Pradesh,Bhopal,View  registration details for PRINCE PRAKASH (MPHIN/2022/90006)
53037,PRINCE WARTA,MPHIN/2022/86490,22-02-2024,Hindi,Monthly,BHAVANGIRI GOSWAMI,BHAVANGIRI GOSWAMI,Madhya Pradesh,Balaghat,View  registration details for PRINCE WARTA (MPHIN/2022/86490)
