SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
79001,VIJAYANTA,16788,18-06-1968,Marathi,Weekly,PRAMOD PRABHAKAR GOSAVI,RASTRIYA SAHAKARI PRAKASHAN MARYADIL,Maharashtra,Sangli,View  registration details for VIJAYANTA (16788)
79002,VIJAYAPATHAM,APTEL/2007/21623,30-10-2007,Telugu,Monthly,B. MURALI,BODDEPALLI MURALI,Andhra Pradesh,Visakhapatnam,View  registration details for VIJAYAPATHAM (APTEL/2007/21623)
79003,VIJAYAPRABHA,TELTEL/2020/81808,03-08-2022,Telugu,Daily,TONDEPU MARUTHIRAO,TONDEPU MARUTHIRAO,Telangana,Hyderabad,View  registration details for VIJAYAPRABHA (TELTEL/2020/81808)
79004,VIJAYAPURADHUTHU,KERMAL/2008/24745,09-07-2008,Malayalam,Monthly,FRANCIS NEDUMPARAMBIL,DIOCESE OF VIJAYAPURAM,Kerala,Kottayam,View  registration details for VIJAYAPURADHUTHU (KERMAL/2008/24745)
79005,VIJAYASHALI,KARKAN/2020/80655,28-12-2021,Kannada,Weekly,SADANAND GANAPATI DESHBHANDARI,SADANAND GANAPATI DESHBHANDARI,Karnataka,Uttara Kannada,View  registration details for VIJAYASHALI (KARKAN/2020/80655)
79006,VIJAYASIKHARAM,APTEL/2019/78055,15-10-2019,Telugu,Fortnightly,V. RAMESH,V. RAMESH,Andhra Pradesh,Chittoor,View  registration details for VIJAYASIKHARAM (APTEL/2019/78055)
79007,VIJAYASOPANAM,TELTEL/2014/59317,30-12-2014,Telugu,Monthly,K. RAMAKRISHNA,K. RAMAKRISHNA,Telangana,Hyderabad,View  registration details for VIJAYASOPANAM (TELTEL/2014/59317)
79008,VIJAYASPURTHI,APTEL/2011/39495,11-11-2011,Telugu,Monthly,B.BHASKAR REDDY,B. BHASKAR REDDY,Andhra Pradesh,Anantapur,View  registration details for VIJAYASPURTHI (APTEL/2011/39495)
79009,VIJAYATE,DELSAN/2009/30291,05-01-2010,Sanskrit,Daily,R.K. RATHEE,SARTI DEVI CHARITABLE TRUST,Delhi,New Delhi,View  registration details for VIJAYATE (DELSAN/2009/30291)
79010,VIJAYAVANI,KARKAN/2012/44060,13-07-2012,KANNADA,Daily,CHANNEGOWDA K N,VRL MEDIA PRIVATE LIMITED,Karnataka,Dharwad,View  registration details for VIJAYAVANI (KARKAN/2012/44060)
79011,VIJAYAVANI,KARKAN/2012/44061,13-07-2012,KANNADA,Daily,CHANNEGOWDA K N,VRL MEDIA PRIVATE LIMITED,Karnataka,Dakshina Kannada,View  registration details for VIJAYAVANI (KARKAN/2012/44061)
79012,VIJAYAVANI,KARKAN/2012/44059,13-07-2012,KANNADA,Daily,CHANNEGOWDA K N,VRL MEDIA PRIVATE LIMITED,Karnataka,Mysore,View  registration details for VIJAYAVANI (KARKAN/2012/44059)
79013,VIJAYAVANI,KARKAN/2012/44062,13-07-2012,KANNADA,Daily,CHANNEGOWDA K.N.,VRL MEDIA PRIVATE LIMITED,Karnataka,Bijapur,View  registration details for VIJAYAVANI (KARKAN/2012/44062)
79014,VIJAYAVANI,MAHMAR/2004/21233,25-09-2007,Marathi,Weekly,MRS. SIMA VIJAY NAIK,SIMA VIJAY NAIK,Maharashtra,Sangli,View  registration details for VIJAYAVANI (MAHMAR/2004/21233)
79015,VIJAYAVANI,KARKAN/2012/44058,13-07-2012,KANNADA,Daily,CHANNEGOWDA K.N.,VRL MEDIA PRIVATE LIMITED,Karnataka,Koppal,View  registration details for VIJAYAVANI (KARKAN/2012/44058)
