SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
30501,JUST JODHPUR,RAJBIL/2014/54623,13-02-2014,"English, HINDI",Fortnightly,ASHOK KUMAR GOLECHA,ASHOK KUMAR GOLECHA,Rajasthan,Jodhpur,View  registration details for JUST JODHPUR (RAJBIL/2014/54623)
30502,JUST JODHPUR,RAJBIL/2014/57202,12-09-2014,"English, HINDI",Daily,ASHOK KUMAR GOLECHA,ASHOK KUMAR GOLECHA,Rajasthan,Jodhpur,View  registration details for JUST JODHPUR (RAJBIL/2014/57202)
30503,Just Know Links,JKENG/26/A2232,06-04-2026,English,Half Yearly,Divyanshu Kapoor,Divyanshu Kapoor,Jammu and Kashmir,Rajouri,View  registration details for Just Know Links (JKENG/26/A2232)
30504,JUST LINE,RAJHIN/2014/57718,15-10-2014,Hindi,Weekly,Sunita Jangir,SUNITA JANGIR,Rajasthan,Jaipur,View  registration details for JUST LINE (RAJHIN/2014/57718)
30505,JUST ON TIME,MPENG/2017/73439,,English,Monthly,IRSHAD HUSSAIN KHAN,IRSHAD HUSSAIN KHAN,Madhya Pradesh,Bhopal,View  registration details for JUST ON TIME (MPENG/2017/73439)
30506,JUST ON TIME,MPENG/2016/72099,06-06-2017,English,Daily,IRSHAD HUSSAIN KHAN,IRSHAD HUSSAIN KHAN,Madhya Pradesh,Bhopal,View  registration details for JUST ON TIME (MPENG/2016/72099)
30507,JUST RAJASTHAN,RAJHIN/2013/55357,17-04-2014,Hindi,Daily,SANJAY JOSHI,SANJAY JOSHI,Rajasthan,Bikaner,View  registration details for JUST RAJASTHAN (RAJHIN/2013/55357)
30508,JUST RAJSAMAND,RAJHIN/2009/28218,06-07-2009,Hindi,Weekly,RAMESH ACHARYA,RAMESH ACHARYA,Rajasthan,Rajsamand,View  registration details for JUST RAJSAMAND (RAJHIN/2009/28218)
30509,JUST TODAY,RAJHIN/2014/56426,05-08-2014,Hindi,Fortnightly,DEEPAK SAINI,DEEPAK SAINI,Rajasthan,Jaipur,View  registration details for JUST TODAY (RAJHIN/2014/56426)
30510,JUST URBANE,MAHENG/2017/75201,11-05-2018,English,Monthly,ABHISHEK BHIMSEN KULKARNI,ABHISHEK BHIMSEN KULKARNI,Maharashtra,Pune,View  registration details for JUST URBANE (MAHENG/2017/75201)
30511,JUSTACRE REALTY UPDATES,MAHENG/2016/71880,24-05-2017,English,Fortnightly,FARHAN MUNAWARAHMED SHAIKH,FARHAN M SHAIKH,Maharashtra,Mumbai,View  registration details for JUSTACRE REALTY UPDATES (MAHENG/2016/71880)
30512,Justice Ambit,RJBIL/26/A2945,29-04-2026,"Hindi, English",Monthly,Mahaveer Prasad Pareek,Mahaveer Prasad Pareek,Rajasthan,Nagaur,View  registration details for Justice Ambit (RJBIL/26/A2945)
30513,Justice and Administration Magazine,UPHIN/25/A2515,15-09-2025,Hindi,Monthly,SUNITA DEVI,SUNITA DEVI,Uttar Pradesh,Jhansi,View  registration details for Justice and Administration Magazine (UPHIN/25/A2515)
30514,Justice Chronicle,KNKAN/26/A5418,22-06-2026,Kannada,Daily,Anbu Kumar R,Anbu Kumar R,Karnataka,Bengaluru,View  registration details for Justice Chronicle (KNKAN/26/A5418)
