SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
12001,CAPITAL STAR,MPHIN/2014/57009,06-09-2014,Hindi,Weekly,HRIDESH PANDEY,HRIDESH PANDEY,Madhya Pradesh,Bhopal,View  registration details for CAPITAL STAR (MPHIN/2014/57009)
12002,CAPITAL TIMES,GUJGUJ/2015/62823,22-06-2015,Gujarati,Weekly,VIMAL KUMAR V. PATEL,VIMAL KUMAR V. PATEL,Gujarat,Gandhinagar,View  registration details for CAPITAL TIMES (GUJGUJ/2015/62823)
12003,CAPITAL TIMES,GUJGUJ/2015/66183,17-02-2016,Gujarati,Daily,VIMALKUMAR V. PATEL,VIMAL KUMAR V. PATEL,Gujarat,Gandhinagar,View  registration details for CAPITAL TIMES (GUJGUJ/2015/66183)
12004,CAPITAL TIMES,GUJGUJ/2015/66186,17-02-2016,Gujarati,Fortnightly,VIMALKUMAR V. PATEL,VIMAL KUMAR V. PATEL,Gujarat,Gandhinagar,View  registration details for CAPITAL TIMES (GUJGUJ/2015/66186)
12005,CAPITAL TRIBUNE,MPHIN/26/A2659,17-04-2026,Hindi,Monthly,SANTOSH SAHU,SANTOSH SAHU,Madhya Pradesh,Morena,View  registration details for CAPITAL TRIBUNE (MPHIN/26/A2659)
12006,CAPITAL TRIBUNE,MPHIN/2021/85100,23-06-2023,Hindi,Weekly,SANTOSH SAHU,SANTOSH SAHU,Madhya Pradesh,Bhopal,View  registration details for CAPITAL TRIBUNE (MPHIN/2021/85100)
12007,CAPITAL TRIBUNE,MPHIN/2023/90930,18-06-2025,Hindi,Weekly,SANTOSH SAHU,SANTOSH SAHU,Madhya Pradesh,Morena,View  registration details for CAPITAL TRIBUNE (MPHIN/2023/90930)
12008,CAPITAL VARTMAN,GUJGUJ/2010/38616,23-08-2011,Gujarati,Daily,RAMESHBHAI G. PATEL,RAMESHBHAI G. PATEL,Gujarat,Gandhinagar,View  registration details for CAPITAL VARTMAN (GUJGUJ/2010/38616)
12009,CAPITAL VOICE,APTEL/2015/65959,02-02-2016,TELUGU,Daily,PANGULURI BUTCHI BABU,PANGULURI BUTCHI BABU,Andhra Pradesh,Guntur,View  registration details for CAPITAL VOICE (APTEL/2015/65959)
12010,CAPITAL WARTA,MPHIN/26/A6691,12-08-2026,Hindi,Monthly,lokesh barange,lokesh barange,Madhya Pradesh,Bhopal,View  registration details for CAPITAL WARTA (MPHIN/26/A6691)
12011,CAPITAL WORLD,GUJGUJ/2021/83440,27-02-2023,Gujarati,Monthly,Raghuvir Kantilal Vyas,MAYUR DHIRAJLAL MEHTA,Gujarat,Ahmedabad,View  registration details for CAPITAL WORLD (GUJGUJ/2021/83440)
12012,CAPITAL WORLD,MAHENG/2021/84304,16-05-2023,English,Weekly,TAHESIN DILAWAR PATHAN,TAHESIN DILAWAR PATHAN,Maharashtra,Palghar,View  registration details for CAPITAL WORLD (MAHENG/2021/84304)
12013,CAPSULE,9073,21-09-1965,English,Monthly,J.B. SAXENA,THE HIMALAYA DRUG COMPANY,Maharashtra,Mumbai,View  registration details for CAPSULE (9073)
12014,CAPTAIN INDIA,UPHIN/2018/75355,22-06-2018,Hindi,Daily,RAJAN TYAGI,RAJAN TYAGI,Uttar Pradesh,Meerut,View  registration details for CAPTAIN INDIA (UPHIN/2018/75355)
12015,CAPTAIN TIMES,58360,17-02-1994,Hindi,Weekly,CAPTAIN ALI,ANISA,Uttar Pradesh,Gautam Buddha Nagar,View  registration details for CAPTAIN TIMES (58360)
12016,CAPTURE TIMES,UPHIN/2015/74860,13-03-2018,Hindi,Weekly,MOHD.ASHIF,MOHD.ASHIF,Uttar Pradesh,Hardoi,View  registration details for CAPTURE TIMES (UPHIN/2015/74860)
12017,CAR INDIA,MAHENG/2005/16216,11-07-2011,English,Monthly,MARZBAN JASOOMANI,NEXT GEN PUBLISHING PVT. LTD.,Maharashtra,Mumbai,View  registration details for CAR INDIA (MAHENG/2005/16216)
12018,CARAIVETI BHU,UPBIL/2017/73008,18-08-2017,English,Half Yearly,DR. GITANJALI SINGH,"DEPARTMENT OF FRENCH STUDIES, BANARAS HINDU UNIVERSITY",Uttar Pradesh,Varanasi,View  registration details for CARAIVETI BHU (UPBIL/2017/73008)
12019,CARAVAN,DELENG/2008/27062,18-06-2010,English,Monthly,PARESH NATH,DELHI PRESS PATRA PRAKASHAN PVT. LTD.,Delhi,New Delhi,View  registration details for CARAVAN (DELENG/2008/27062)
12020,CARAVAN HINDI,DLHIN/25/A0864,03-06-2025,Hindi,Monthly,PARESH NATH,DELHI PRESS PATRA PRAKASHAN PRIVATE LIMITED,Delhi,New Delhi,View  registration details for CARAVAN HINDI (DLHIN/25/A0864)
12021,CARBON NEWS,MPHIN/2023/89037,24-09-2024,HINDI,Fortnightly,DHARMENDRA KUMAR JAIN,DHARMENDRA KUMAR JAIN,Madhya Pradesh,Bhopal,View  registration details for CARBON NEWS (MPHIN/2023/89037)
12022,CARDAMOM NEWS,27298,03-07-1974,Kannada,Monthly,R VISWANATHAN,CARDAMOM BOARD,Kerala,Ernakulam,View  registration details for CARDAMOM NEWS (27298)
12023,CARDBOARD PACKAGING MIRROR,MPENG/25/A0949,04-06-2025,English,Bimonthly (Once in two months),Preeti Agrawal,Preeti Agrawal,Madhya Pradesh,Indore,View  registration details for CARDBOARD PACKAGING MIRROR (MPENG/25/A0949)
12024,CARE & FAIR,TNBIL/2015/65669,21-01-2016,"English, Tamil",Fortnightly,M. VELAVAN,M.VELAVAN,Tamil Nadu,Chennai,View  registration details for CARE & FAIR (TNBIL/2015/65669)
12025,CARE HIMALAYA,HPBIL/2017/73403,06-10-2017,"English, HINDI",Annual,SANTOSH SHARMA,SANTOSH SHARMA,Himachal Pradesh,Kullu,View  registration details for CARE HIMALAYA (HPBIL/2017/73403)
12026,CARE OF DARJEELING,WBBIL/2021/89723,17-10-2024,BILINGUAL,Bi-Annual,SULEKHA ROY,SULEKHA ROY,West Bengal,Kolkata,View  registration details for CARE OF DARJEELING (WBBIL/2021/89723)
12027,CARE PROJECTOR,JKENG/2015/65899,02-02-2016,English,Monthly,MUDDASAR IQBAL KHAN,MUDDASAR IQBAL KHAN,Jammu and Kashmir,Srinagar,View  registration details for CARE PROJECTOR (JKENG/2015/65899)
12028,CARE TIMES,UPHIN/2017/75113,09-05-2018,Hindi,Monthly,VINOD KUMAR YADAV,VINOD KUMAR YADAV,Uttar Pradesh,Lucknow,View  registration details for CARE TIMES (UPHIN/2017/75113)
12029,CARE TIMES,UPHIN/2016/67184,01-06-2016,Hindi,Daily,VINOD KUMAR YADAV,VINOD KUMAR YADAV,Uttar Pradesh,Lucknow,View  registration details for CARE TIMES (UPHIN/2016/67184)
12030,CAREER 108,GUJGUJ/2014/58472,26-11-2014,Gujarati,Monthly,PRATIK PRAKASHBHAI JOSHI,PRATIK PRAKASHBHAI JOSHI,Gujarat,Rajkot,View  registration details for CAREER 108 (GUJGUJ/2014/58472)
12031,CAREER AHEAD,DELBIL/2006/18530,05-02-2007,"English, HINDI",Monthly,AKHIL BACKLIWAL,AKHIL BACKLIWAL,Delhi,New Delhi,View  registration details for CAREER AHEAD (DELBIL/2006/18530)
12032,CAREER CHALLENGE,GUJGUJ/2000/01806,27-07-2009,Gujarati,Fortnightly,NIRAJ HARGOVINDBHAI VYAS,N.H.VYAS & CO.,Gujarat,Rajkot,View  registration details for CAREER CHALLENGE (GUJGUJ/2000/01806)
12033,CAREER DOT COM,ODIODI/2009/32400,26-05-2010,Oriya,Monthly,SUSANTA KUMAR SAHOO,SUSANTA KUMAR SAHOO,Odisha,Khordha,View  registration details for CAREER DOT COM (ODIODI/2009/32400)
12034,CAREER DREAM,UTTHIN/2013/48439,06-03-2013,Hindi,Annual,RAJENDRA SINGH NEGI,RAJENDRA SINGH NEGI,Uttarakhand,Dehradun,View  registration details for CAREER DREAM (UTTHIN/2013/48439)
12035,CAREER FAST,RAJHIN/2011/43871,09-07-2012,Hindi,Fortnightly,MAHIPAL SINGH,MAHIPAL SINGH,Rajasthan,Sikar,View  registration details for CAREER FAST (RAJHIN/2011/43871)
12036,CAREER KI RAHA,MPHIN/2011/46394,16-11-2012,Hindi,Monthly,Madhukar Pawar,Madhukar Pawar,Madhya Pradesh,Indore,View  registration details for CAREER KI RAHA (MPHIN/2011/46394)
12037,CAREER LAUNCHER,UPHIN/2007/21231,25-09-2007,Hindi,Weekly,SANJEEV TRIPATHI,SANJEEV TRIPATHI,Uttar Pradesh,Lucknow,View  registration details for CAREER LAUNCHER (UPHIN/2007/21231)
12038,CAREER LIGHT,APBIL/2012/50361,19-06-2013,"English, Urdu",Monthly,MOHAMMED NOORULLAH HUSSAINI,MOHAMMED NOORULLAH HUSSAINI,Andhra Pradesh,Hyderabad,View  registration details for CAREER LIGHT (APBIL/2012/50361)
12039,CAREER MARG DARSHAK,UPHIN/2013/52583,14-10-2013,Hindi,Fortnightly,VIVEK KUMAR SRIVASTAVA,VIVEK KUMAR SRIVASTAVA,Uttar Pradesh,Bahraich,View  registration details for CAREER MARG DARSHAK (UPHIN/2013/52583)
12040,CAREER MIND,DELBIL/2016/66671,26-05-2016,"English, HINDI",Monthly,VARUN TIWARI,VARUN TIWARI,Delhi,New Delhi,View  registration details for CAREER MIND (DELBIL/2016/66671)
12041,CAREER PATH,HARBIL/2016/72776,28-07-2017,"English, HINDI",Monthly,RAJESH KUMAR,RAJESH KUMAR,Haryana,Rohtak,View  registration details for CAREER PATH (HARBIL/2016/72776)
12042,CAREER PLUS,DELENG/2015/66824,04-05-2016,English,Monthly,ANUJ GOYAL,ANUJ GOYAL,Delhi,New Delhi,View  registration details for CAREER PLUS (DELENG/2015/66824)
12043,CAREER POINT,UPHIN/2011/37116,10-05-2011,Hindi,Weekly,DEVVRAT SHARMA,DEVVRAT SHARMA,Uttar Pradesh,Bara Banki,View  registration details for CAREER POINT (UPHIN/2011/37116)
12044,CAREER PRAGATHI,TELBIL/2015/62876,25-06-2015,"English, Telugu",Monthly,B. VENKATA SURESHBABA,B. VENKATA SURESH BABA,Telangana,Hyderabad,View  registration details for CAREER PRAGATHI (TELBIL/2015/62876)
12045,CAREER PSYCHOLOGY,APTEL/2007/21800,26-11-2007,Telugu,Monthly,HYPNO KAMALAKAR,HYPNO KAMALAKAR,Andhra Pradesh,East Godavari,View  registration details for CAREER PSYCHOLOGY (APTEL/2007/21800)
12046,CAREER SOLUTIONS,MPBIL/2006/18285,05-01-2007,"English, HINDI",Monthly,SMT.KUMUDINI CHOUDHARY,KUMUDINI CHAUDHARY,Madhya Pradesh,Indore,View  registration details for CAREER SOLUTIONS (MPBIL/2006/18285)
12047,CAREER TARGET,MPBIL/2010/35185,12-01-2011,"English, HINDI",Monthly,SHASHIKANT TRIVEDI,SHASHIKANT TRIVEDI,Madhya Pradesh,Rewa,View  registration details for CAREER TARGET (MPBIL/2010/35185)
12048,CAREER UNNATI,MAHMAR/2011/40117,26-12-2011,Marathi,Weekly,RAHUL TULSHIRAM INGLE,RAHUL TULSHIRAM INGLE,Maharashtra,Akola,View  registration details for CAREER UNNATI (MAHMAR/2011/40117)
12049,CAREER UPDATE,UPHIN/2014/55221,04-04-2014,Hindi,Monthly,AMIT KUMAR SHARMA,AMIT KUMAR SHARMA,Uttar Pradesh,Lucknow,View  registration details for CAREER UPDATE (UPHIN/2014/55221)
12050,Career Varta,MHBIL/25/A0182,09-05-2025,"Marathi, English",Annual,Nilesh Sharadrao Deshmukh,Nilesh Sharadrao Deshmukh,Maharashtra,Amravati,View  registration details for Career Varta (MHBIL/25/A0182)
12051,CAREER VK,KARBIL/2013/51563,22-08-2013,"English, Kannada",Weekly,R J PRAKASHAN,TIMES VPL LTD,Karnataka,Bengaluru,View  registration details for CAREER VK (KARBIL/2013/51563)
12052,CAREER WATCH,UPBIL/2014/67218,03-06-2016,"English, HINDI",Weekly,GOPAL SINGH,GOPAL SINGH,Uttar Pradesh,Lucknow,View  registration details for CAREER WATCH (UPBIL/2014/67218)
12053,CAREER WORLD,APENG/2009/31244,05-03-2010,English,Weekly,P. V. L. NARASIMHA RAO,P.V.L. NARASIMHA RAO,Telangana,Rangareddy,View  registration details for CAREER WORLD (APENG/2009/31244)
12054,CAREERS 360,DELENG/2009/27635,01-05-2009,English,Monthly,MAHESHWER PERI,PATHFINDER PUBLISHING PVT LTD.,Delhi,New Delhi,View  registration details for CAREERS 360 (DELENG/2009/27635)
12055,CARGO CONNECT,DELENG/2009/31040,02-03-2010,English,Monthly,SMITI SURI,SMITI SURI,Delhi,New Delhi,View  registration details for CARGO CONNECT (DELENG/2009/31040)
12056,CARGO INSIGHTS,DLENG/25/A1012,04-06-2025,English,Monthly,Jatin Sahni,Jatin Sahni,Delhi,New Delhi,View  registration details for CARGO INSIGHTS (DLENG/25/A1012)
12057,CARGO NEWSWIRE,DELENG/2011/38982,23-09-2011,English,Monthly,DEVENDER GROVER,DEVENDER GROVER,Delhi,New Delhi,View  registration details for CARGO NEWSWIRE (DELENG/2011/38982)
12058,CARGO TALK,DELENG/2003/10642,30-08-2013,English,Fortnightly,SANJEET,DDP PUBLICATIONS PVT. LTD.,Delhi,New Delhi,View  registration details for CARGO TALK (DELENG/2003/10642)
12059,CARING CHARITABLE TRUST NEWS,TNENG/2017/73412,20-09-2017,English,Monthly,D.I. NATHAN,CARING CHARITABLE TRUST,Tamil Nadu,Chennai,View  registration details for CARING CHARITABLE TRUST NEWS (TNENG/2017/73412)
12060,CARITAS,3358,06-06-1951,English,Annual,C F JOSEPH,ST JOSEPHS APOSTOLIC SEMINARY,Kerala,Ernakulam,View  registration details for CARITAS (3358)
12061,CARMEL GRAPHICS,KERENG/2013/48938,02-04-2013,English,Annual,PUSHPA MARIAN,MOUNT CARMEL COLLEGE OF TEACHER EDUCATION FOR WOMEN,Kerala,Kottayam,View  registration details for CARMEL GRAPHICS (KERENG/2013/48938)
12062,CARMEL SATHYTHINTE KANNADI,KLMAL/26/A5201,17-06-2026,Malayalam,Monthly,ZACHARIAS VARIKAMAKAL CHACKO,ST.JOSEPH'S PRESS,Kerala,Thiruvananthapuram,View  registration details for CARMEL SATHYTHINTE KANNADI (KLMAL/26/A5201)
12063,CARPENTERS NEWS,MAHHIN/2005/16460,20-04-2006,Hindi,Monthly,GANGARAM SHRIRAM VISHWAKARMA,GANGARAM SHRIRAM VISHWAKARMA,Maharashtra,Mumbai,View  registration details for CARPENTERS NEWS (MAHHIN/2005/16460)
12064,CARRIER FOR YOU,50322,01-01-1990,"English, HINDI",Fortnightly,,,,,View  registration details for CARRIER FOR YOU (50322)
12065,CARRIYAR MASTER,69017,07-09-1998,Hindi,Monthly,UPENDRA TIWARI,UPENDRA TIWARI,Madhya Pradesh,Bhopal,View  registration details for CARRIYAR MASTER (69017)
12066,CARTOON POST,MPHIN/2016/72215,21-06-2017,Hindi,Monthly,AVINASH KUDESIA,AVINASH KUDESIA,Madhya Pradesh,Bhopal,View  registration details for CARTOON POST (MPHIN/2016/72215)
12067,CARTOON SELFIE,GUJGUJ/2018/77118,03-04-2019,Gujarati,Monthly,ASHOK RANOMAL ADEPAL,21ST CENTURY STUDIO PUBLICATION LLP,Gujarat,Ahmedabad,View  registration details for CARTOON SELFIE (GUJGUJ/2018/77118)
