SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
70501,TALASHE VATAN,UPHIN/2004/16046,25-01-2006,Hindi,Weekly,I.A LARI,Z.A.LARI,Uttar Pradesh,Kushinagar,View  registration details for TALASHE VATAN (UPHIN/2004/16046)
70502,TALAT KI AWAZ,55806,26-06-1992,HINDI,Weekly,KASHIF,KASHIF,Uttar Pradesh,Muzaffarnagar,View  registration details for TALAT KI AWAZ (55806)
70503,TALCHER KHABAR,ODIHIN/2016/69557,07-12-2016,Hindi,Weekly,CHATURBHUJA NANDA,CHATURBHUJA NANDA,Odisha,Anugul,View  registration details for TALCHER KHABAR (ODIHIN/2016/69557)
70504,TALEEM MALUMAT,UPURD/2013/48335,28-02-2013,Urdu,Daily,ANITA CHATURVEDI,ANITA CHATURVEDI,Uttar Pradesh,Lucknow,View  registration details for TALEEM MALUMAT (UPURD/2013/48335)
70505,TALEEM ROZGAR AUR SEHAT,MAHURD/2016/74190,18-12-2017,Urdu,Monthly,ANSARI MOHD. RIYAZUR RAHEMAN,ANSARI MOHD. RIYAZUR RAHEMAN,Maharashtra,Chhatrapati Sambhaji Nagar,View  registration details for TALEEM ROZGAR AUR SEHAT (MAHURD/2016/74190)
70506,TALENT EXPRESS,APTEL/2015/65635,13-01-2016,Telugu,Monthly,KANAPARTHI RATNAKAR,KANAPARTHI RATNAKAR,Andhra Pradesh,Guntur,View  registration details for TALENT EXPRESS (APTEL/2015/65635)
70507,Talent Hunt Express,GAMUL/25/A5079,11-12-2025,"English, Hindi, Marathi",Weekly,JAYA VIJAYKUMAR TULSIANI,JAYA VIJAYKUMAR TULSIANI,Goa,North Goa,View  registration details for Talent Hunt Express (GAMUL/25/A5079)
70508,TALENT MANAGEMENT TODAY,MAHENG/2020/79540,25-02-2021,English,Monthly,MEHUL KANTILAL KUWADIA,GREY CELLS,Maharashtra,Mumbai,View  registration details for TALENT MANAGEMENT TODAY (MAHENG/2020/79540)
70509,TALENT MANTRA,DELENG/2017/72264,12-06-2017,English,Monthly,MAROOF RAZA,MAROOF RAZA,Delhi,New Delhi,View  registration details for TALENT MANTRA (DELENG/2017/72264)
70510,TALENT OF INDIA MAGAZINE,DELHIN/2011/39130,05-10-2011,Hindi,Monthly,BHANU YOGI,BHANU YOGI,Delhi,New Delhi,View  registration details for TALENT OF INDIA MAGAZINE (DELHIN/2011/39130)
70511,talent samaachaar,MHHIN/25/A3629,30-10-2025,Hindi,Weekly,Nagma Asad Khan,Nagma Asad Khan,Maharashtra,Thane,View  registration details for talent samaachaar (MHHIN/25/A3629)
70512,TALENT ZONE,DELENG/2012/44287,26-07-2012,English,Monthly,POONAM KAKKAR,POONAM KAKKAR,Delhi,New Delhi,View  registration details for TALENT ZONE (DELENG/2012/44287)
70513,Talikoti Express,KNKAN/26/A4949,11-06-2026,Kannada,Daily,SUNIL TALAWAR,SUNIL TALAWAR,Karnataka,Bijapur,View  registration details for Talikoti Express (KNKAN/26/A4949)
70514,TALIKOTI SANJE,KARKAN/2023/87513,14-06-2024,KANNADA,Daily Evening,AMBAJI GANGARAM GHORPADE,AMBAJI GANGARAM GHORPADE,Chhattisgarh,Bijapur,View  registration details for TALIKOTI SANJE (KARKAN/2023/87513)
70515,TALIMGAH,UPURD/2014/57418,24-09-2014,Urdu,Daily,MOHD. RAHIM,MOHD. RAHIM,Uttar Pradesh,Lucknow,View  registration details for TALIMGAH (UPURD/2014/57418)
70516,TALIMGAH,UPHIN/2024/90538,19-03-2025,Hindi,Monthly,MOHAMMAD RAHIM,MOHAMMAD RAHIM,Uttar Pradesh,Lucknow,View  registration details for TALIMGAH (UPHIN/2024/90538)
70517,TALIMGAH,UPHIN/2022/84147,04-05-2023,Hindi,Daily,MOHAMMAD RAHIM,MOHAMMAD RAHIM,Uttar Pradesh,Lucknow,View  registration details for TALIMGAH (UPHIN/2022/84147)
70518,TALIMI SAFAR LATUR,MAHURD/2021/79628,12-03-2021,Urdu,Monthly,MD KHALEELUDDIN SIDDIQUI,MD KHALEELUDDIN SIDDIQUI,Maharashtra,Latur,View  registration details for TALIMI SAFAR LATUR (MAHURD/2021/79628)
70519,TALIMI ZINDGI,MAHURD/2012/47210,31-12-2012,Urdu,Monthly,ZIYAUL ISLAM KHALIL AHEMAD,ZIYAUL ISLAM KHALIL AHEMAD,Maharashtra,Jalgaon,View  registration details for TALIMI ZINDGI (MAHURD/2012/47210)
70520,TALK OF AMDAVAD,GJGUJ/26/A3826,18-05-2026,Gujarati,Weekly,Ghughal Rohit,Ghughal Rohit,Gujarat,Ahmedabad,View  registration details for TALK OF AMDAVAD (GJGUJ/26/A3826)
70521,TALK OF CITY,TNENG/2021/79956,15-07-2021,English,Daily,R.STEPHEN RAJ,STEPHEN RAJ R,Tamil Nadu,Chennai,View  registration details for TALK OF CITY (TNENG/2021/79956)
70522,TALK OF THE TOWN,APTEL/2023/89150,24-09-2024,TELUGU,Fortnightly,M. MUNIRAMI REDDY,M MUNIRAMI REDDY,Andhra Pradesh,Chittoor,View  registration details for TALK OF THE TOWN (APTEL/2023/89150)
