SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
69501,SUVASINI SUDHA,71998,27-10-1999,Gujarati,Monthly,SARLA BEN BAXI,SARLA BEN BAXI,Gujarat,Ahmedabad,View  registration details for SUVASINI SUDHA (71998)
69502,SUVBHARAT TIMES,ODIODI/2017/74032,05-12-2017,Oriya,Fortnightly,MANORANJAN PATTANAIK,MANORANJAN PATTANAIK,Odisha,Jajapur,View  registration details for SUVBHARAT TIMES (ODIODI/2017/74032)
69503,SUVICHAR,11067,01-03-2012,Gujarati,Monthly,PRAVINBHAI K. LAHERI,SADVICHAR PARIVAR,Gujarat,Ahmedabad,View  registration details for SUVICHAR (11067)
69504,SUVIRTHA SATYAM,5703,15-05-1961,Telugu,Monthly,M JOSEPH,M. JOSEPH,Andhra Pradesh,Prakasam,View  registration details for SUVIRTHA SATYAM (5703)
69505,SUVISESHA DOOTHAN,KERMAL/2012/45892,19-10-2012,Malayalam,Monthly,REV. SAM. T. MATHEW,MARTHOMA EVANGELISTIC ASSOCIATION,Kerala,Pathanamthitta,View  registration details for SUVISESHA DOOTHAN (KERMAL/2012/45892)
69506,SUVISESHA NADAM,36077,29-05-2009,Malayalam,Monthly,BLESSIN JOHN,GOSPEL VOICE PUBLISHERS,Kerala,Alappuzha,View  registration details for SUVISESHA NADAM (36077)
69507,SUVISESHA PRAKASINI,KERBIL/2000/03133,23-03-2001,"English, Malayalam",Monthly,DR. MATHEWS M GEORGE,SUVISESHA PRAKASINI PUBLICATIONS,Kerala,Pathanamthitta,View  registration details for SUVISESHA PRAKASINI (KERBIL/2000/03133)
69508,SUVISESHADHWANI,29475,14-12-2012,Malayalam,Fortnightly,SAM ZACHARIA,YOUNG MENS EVANGELICAL FELLOWSHIP GENERAL,Kerala,Ernakulam,View  registration details for SUVISESHADHWANI (29475)
69509,SUVISHASA MALAR,TNTAM/2013/50528,26-06-2013,Tamil,Monthly,DR.B.W JESUBALAN,REV. DR. B.W. JESUBALAN,Tamil Nadu,Tirunelveli,View  registration details for SUVISHASA MALAR (TNTAM/2013/50528)
69510,Suwarn Janmbandh,MHBIL/25/A0748,30-05-2025,"Marathi, English",Other,Pankaj Hemraj Bhamre,Pankaj Hemraj Bhamre,Maharashtra,Nashik,View  registration details for Suwarn Janmbandh (MHBIL/25/A0748)
69511,SUWARN VICHAR,MAHMAR/2013/49495,06-05-2013,Marathi,Weekly,SUNIL BALU KAPALE,SUNIL BALU KAPALE,Maharashtra,Jalna,View  registration details for SUWARN VICHAR (MAHMAR/2013/49495)
69512,SUWARNKAR PRABHAT,MAHMAR/2002/23846,17-09-2013,Marathi,Monthly,SATYAVIJAY GOVIND MONDKAR,MUMBAI SUVARNKAR SAN,Maharashtra,Mumbai,View  registration details for SUWARNKAR PRABHAT (MAHMAR/2002/23846)
69513,SUYA THOZHIL,70736,21-05-1999,Tamil,Monthly,E Udayakumar,E Udayakumar,Tamil Nadu,Kancheepuram,View  registration details for SUYA THOZHIL (70736)
69514,SUYASH AANAND TIMES,70764,24-05-1999,Hindi,Fortnightly,RAMANAND SHASTRI,RAMANAND SHASTRI,Uttar Pradesh,Lucknow,View  registration details for SUYASH AANAND TIMES (70764)
69515,SUYASH DARPAN,MPHIN/2014/54856,06-03-2014,Hindi,Monthly,SANGEETA PORWAL,SANGEETA PORWAL,Madhya Pradesh,Bhopal,View  registration details for SUYASH DARPAN (MPHIN/2014/54856)
69516,SUYASH GRAM,CHHHIN/2012/44286,26-07-2012,Hindi,Monthly,BYAS MUNI DWIVEDI,BYAS MUNI DWIVEDI,Chhattisgarh,Raipur,View  registration details for SUYASH GRAM (CHHHIN/2012/44286)
69517,SUYASH SANDESH,MPHIN/2000/03727,22-03-2011,Hindi,Monthly,ANNPURNIMA RAJAK,ANNPURNIMA RAJAK,Madhya Pradesh,Bhopal,View  registration details for SUYASH SANDESH (MPHIN/2000/03727)
69518,SUYOG TIMES,MAHMAR/2021/82799,21-11-2022,Marathi,Weekly,ROHAN VASANT GAIKWAD,ROHAN VASANT GAIKWAD,Maharashtra,Pune,View  registration details for SUYOG TIMES (MAHMAR/2021/82799)
