SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
45001,NELLAI NEWS,TNTAM/2016/70465,22-02-2017,Tamil,Monthly,P. MURUGAN,P.MURUGAN,Tamil Nadu,Theni,View  registration details for NELLAI NEWS (TNTAM/2016/70465)
45002,NELLORE CITY LIGHT,APTEL/2012/42357,18-05-2012,Telugu,Monthly,ARAVA SUDHAKAR,ARAVA SUDHAKAR,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for NELLORE CITY LIGHT (APTEL/2012/42357)
45003,NELLORE EXPRESS,15776,06-04-2011,Telugu,Fortnightly,TUMMALA SUBBA REDDY,TUMMALA SUBBA REDDY,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for NELLORE EXPRESS (15776)
45004,NELLORE JANANAADI,APTEL/25/A0805,02-06-2025,Telugu,Monthly,Chamaraju A Venkata Subba Rao,Chamaraju A Venkata Subba Rao,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for NELLORE JANANAADI (APTEL/25/A0805)
45005,NELLORE LOOK,APTEL/2018/76648,04-01-2019,Telugu,Monthly,KUNIPOGU DURGA VENKATA MALLIKARJUNA RAO,KUNIPOGU DURGA VENKATA MALLIKARJUNA RAO,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for NELLORE LOOK (APTEL/2018/76648)
45006,NELLORE NESTHAM,APTEL/2021/82970,01-12-2022,Telugu,Monthly,SHAIK MAHABOOB BASHA,SHAIK MAHABOOB BASHA,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for NELLORE NESTHAM (APTEL/2021/82970)
45007,NELLORE POLITICS,52995,20-03-1995,Telugu,Fortnightly,I. NAGAMELLA REDDY,I. NAGAMELLA REDDY,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for NELLORE POLITICS (52995)
45008,NELLORE SIMHANADHAN,APTEL/2016/69583,08-12-2016,Telugu,Fortnightly,METHUKU HARIKRISHNA,METHUKU HARIKRISHNA,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for NELLORE SIMHANADHAN (APTEL/2016/69583)
45009,NELLORE VARTALU,APTEL/2017/76076,18-09-2018,Telugu,Daily,GADAMSETTY SEKHAR BABU,GADAMSETTY SEKHAR BABU,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for NELLORE VARTALU (APTEL/2017/76076)
45010,NELLORE VARTALU,APTEL/2014/55240,09-04-2014,Telugu,Monthly,GADAMSETTY SEKHAR BABU,GADAMSETTY SEKHAR BABU,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for NELLORE VARTALU (APTEL/2014/55240)
