SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
58501,SADAQAT REHBAR,65195,05-04-1995,Urdu,Daily,NISSAR AHMAD JEELANI,NISSAR AHMED JEELANI,Jammu and Kashmir,Srinagar,View  registration details for SADAQAT REHBAR (65195)
58502,Sadar manzil nazara,MPHIN/26/A1440,25-02-2026,Hindi,Quarterly,amir beg,amir beg,Madhya Pradesh,Bhopal,View  registration details for Sadar manzil nazara (MPHIN/26/A1440)
58503,Sadar manzil nazara,MPHIN/25/A3995,18-11-2025,Hindi,Monthly,amir beg,amir beg,Madhya Pradesh,Bhopal,View  registration details for Sadar manzil nazara (MPHIN/25/A3995)
58504,SADAR SAMACHAR PATRA,UPHIN/2001/05076,20-08-2001,Hindi,Weekly,SHWETA KUMARI,SHWETA KUMARI,Uttar Pradesh,Lucknow,View  registration details for SADAR SAMACHAR PATRA (UPHIN/2001/05076)
58505,SADAR TIMES,MPHIN/2016/69712,23-12-2016,Hindi,Weekly,AMIT PATEL,AMIT PATEL,Madhya Pradesh,Jabalpur,View  registration details for SADAR TIMES (MPHIN/2016/69712)
58506,SADASHAYA BULLETIN,UPHIN/2002/06869,24-06-2002,Hindi,Weekly,AKANKSHA SHARMA,AAKANSHA SHARMA,Uttar Pradesh,Lucknow,View  registration details for SADASHAYA BULLETIN (UPHIN/2002/06869)
58507,SADASHYAY,25019,26-03-1973,Hindi,Daily,DEVINDER KUMAR MITAL,DEVINDER KUMAR MITAL,Uttar Pradesh,Muzaffarnagar,View  registration details for SADASHYAY (25019)
58508,SADAY,MPHIN/2005/16988,27-07-2006,Hindi,Daily,RAJ KUMAR JAIN,RAJKUMAR JAIN,Madhya Pradesh,Tikamgarh,View  registration details for SADAY (MPHIN/2005/16988)
58509,SADBHAAVANA KI PAHAL,71337,03-08-1999,Hindi,Weekly,ABDUL IRSHAD,ABDUL IRSHAD,Uttar Pradesh,Kanpur Nagar,View  registration details for SADBHAAVANA KI PAHAL (71337)
58510,SADBHAV,19031,12-12-2005,Marathi,Monthly,V.D. RANGDALE,"BULDANA DISTT., BHAWSAR MANDAL OFFICE",Maharashtra,Buldhana,View  registration details for SADBHAV (19031)
58511,SADBHAV INDIA,UPHIN/2013/52234,25-09-2013,Hindi,Monthly,ANITA GOYAL,ANITA GOYAL,Uttar Pradesh,Meerut,View  registration details for SADBHAV INDIA (UPHIN/2013/52234)
