SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
13001,CHERUSOONAM,KERMAL/2009/33961,11-10-2010,Malayalam,Monthly,FR.SEBASTIAN THURUTHIPPILLIL,FR.SEBASTIAN THURUTHIPPILLIL,Kerala,Idukki,View  registration details for CHERUSOONAM (KERMAL/2009/33961)
13002,CHESHTA TIMES,UTTHIN/2021/85591,27-10-2023,Hindi,Weekly,PREETI SHARMA,PREETI SHARMA,Uttarakhand,Dehradun,View  registration details for CHESHTA TIMES (UTTHIN/2021/85591)
13003,CHESS INDIA,34700,13-02-1979,English,Other,B. L. KACHRU,NATIONAL CHESS TRUST OF INDIA,Delhi,New Delhi,View  registration details for CHESS INDIA (34700)
13004,CHESS LIFE,TNENG/2020/80558,28-12-2021,English,Monthly,P.ISMAIL,P.ISMAIL,Tamil Nadu,Tiruchirappalli,View  registration details for CHESS LIFE (TNENG/2020/80558)
13005,CHESS MATE,42531,06-01-1983,English,Monthly,ANAND AARON,ANAND AARON,Tamil Nadu,Chennai,View  registration details for CHESS MATE (42531)
13006,CHET BANDE,KARHIN/2009/30206,07-08-2013,Hindi,Monthly,THANARAM CHOUDHARY,CHET BANDE NYAS PARIVAR,Karnataka,Bengaluru,View  registration details for CHET BANDE (KARHIN/2009/30206)
13007,CHETABANI,ODIODI/2021/82257,03-10-2022,Oriya,Monthly,RASMITA KUMARI PANIGRAHI,RASMITA KUMARI PANIGRAHI,Odisha,Ganjam,View  registration details for CHETABANI (ODIODI/2021/82257)
13008,CHETAK KI GADGADAHAT,MPHIN/2015/69018,21-10-2016,Hindi,Weekly,GYAN SINGH MEWADA,GYAN SINGH MEWADA,Madhya Pradesh,Sehore,View  registration details for CHETAK KI GADGADAHAT (MPHIN/2015/69018)
13009,CHETAK KI GUNJ,MPHIN/2019/78004,20-09-2019,Hindi,Weekly,HUKAMSINGH REWAR,HUKAMSINGH REWAR,Madhya Pradesh,Dhar,View  registration details for CHETAK KI GUNJ (MPHIN/2019/78004)
13010,CHETAK NEWS,RJHIN/26/A4038,21-05-2026,Hindi,Fortnightly,REKHA SHARMA,REKHA SHARMA,Rajasthan,Udaipur,View  registration details for CHETAK NEWS (RJHIN/26/A4038)
13011,CHETAN ANMOL SUKH,DELHIN/2004/11877,13-08-2012,Hindi,Monthly,CHETAN GUPTA,DR.CHETAN GUPTA,Delhi,New Delhi,View  registration details for CHETAN ANMOL SUKH (DELHIN/2004/11877)
13012,CHETAN NEWS,GUJGUJ/2014/55098,27-03-2014,Gujarati,Fortnightly,CHAUDHARI ARVINDBHAI REVABHAI,CHAUDHARI ARVINDBHAI REVABHAI,Gujarat,Mahesana,View  registration details for CHETAN NEWS (GUJGUJ/2014/55098)
13013,CHETAN TIMES,DELHIN/2004/12882,05-05-2004,Hindi,Weekly,CHETAN GUPTA,CHETAN GUPTA,Delhi,New Delhi,View  registration details for CHETAN TIMES (DELHIN/2004/12882)
13014,CHETANA,14501,01-01-1957,English,Monthly,S. DIKSHIT,CHETNA LTD,Maharashtra,Mumbai,View  registration details for CHETANA (14501)
13015,CHETANA BUREAU,UPHIN/2013/50623,02-07-2013,Hindi,Weekly,RAVI KUMAR SRIVASTAVA,RAVI KUMAR SRIVASTAVA,Uttar Pradesh,Lucknow,View  registration details for CHETANA BUREAU (UPHIN/2013/50623)
13016,CHETANA EXPRESS,ODIBIL/2022/85673,09-11-2023,"English, Oriya",Weekly,SUDHIRENDRA PARIJA,SUDHIRENDRA PARIJA,Odisha,Anugul,View  registration details for CHETANA EXPRESS (ODIBIL/2022/85673)
13017,CHETANA JOURNAL OF SOCIAL SCIENCES,ODIENG/2022/83822,09-06-2023,English,Annual,BINAYA BHUSAN MOHAPATRA,JEWELS INTERNATIONAL CHETANA COLLEGE OF SPECIAL EDUCATION,Odisha,Khordha,View  registration details for CHETANA JOURNAL OF SOCIAL SCIENCES (ODIENG/2022/83822)
13018,CHETANA LAHAR,UPHIN/2002/09136,26-02-2003,Hindi,Daily,REHAN AHMED SIDDIQUI,REHAN AHMED SIDDIQUI,Uttar Pradesh,Lucknow,View  registration details for CHETANA LAHAR (UPHIN/2002/09136)
13019,CHETANA MANCH,69950,02-12-1999,Hindi,Daily,Rampal Singh Raghuvanshi,RAMPAL SINGH RAGHUVANSHI,Uttar Pradesh,Gautam Buddha Nagar,View  registration details for CHETANA MANCH (69950)
13020,CHETANA SWAR,MPHIN/2015/60771,13-03-2015,Hindi,Fortnightly,NIKAHAT ALI,NIKAHAT ALI,Madhya Pradesh,Bhopal,View  registration details for CHETANA SWAR (MPHIN/2015/60771)
13021,CHETANA VANI,KNKAN/26/A4355,27-05-2026,Kannada,Daily,Teerthalinga belagal,Teerthalinga belagal,Karnataka,Bagalkot,View  registration details for CHETANA VANI (KNKAN/26/A4355)
13022,CHETANARA ANKURA,ORORI/26/A3950,20-05-2026,Oriya,Monthly,Manoranjan Meher,Manoranjan Meher,Odisha,Bargarh,View  registration details for CHETANARA ANKURA (ORORI/26/A3950)
13023,CHETANYA BHAVNA,MPHIN/2022/85115,28-06-2023,Hindi,Monthly,JAYATI JAIN,JAYATI JAIN,Madhya Pradesh,Bhopal,View  registration details for CHETANYA BHAVNA (MPHIN/2022/85115)
13024,CHETANYA DHARA,65737,19-02-1997,Hindi,Fortnightly,KASHMIR LAL THUKRAL,KASHMIR LAL THUKRAL,Uttar Pradesh,Uttar Pradesh,View  registration details for CHETANYA DHARA (65737)
13025,CHETANYA KI CHAHAL PAHAL,MPHIN/2012/41660,19-04-2012,Hindi,Monthly,PRABHA JAIN,PRABHA JAIN,Madhya Pradesh,Bhopal,View  registration details for CHETANYA KI CHAHAL PAHAL (MPHIN/2012/41660)
13026,CHETAVNI,GUJGUJ/2005/16095,31-01-2006,Gujarati,Monthly,JAYVARDHAN R. VYAS,JAYVARDHAN R. VYAS,Gujarat,Ahmedabad,View  registration details for CHETAVNI (GUJGUJ/2005/16095)
13027,CHETAVNI AKHBAR,MPBIL/25/A3699,04-11-2025,"English, Hindi",Weekly,Abdul jakir Khan,Abdul jakir Khan,Madhya Pradesh,Mandla,View  registration details for CHETAVNI AKHBAR (MPBIL/25/A3699)
13028,CHETAWANI RA CHUNGTYA,54594,19-06-1992,Hindi,Fortnightly,NARVEER SINGH RAJAWAT,NARVEER SINGH RAJAWAT,Rajasthan,Kota,View  registration details for CHETAWANI RA CHUNGTYA (54594)
13029,CHETHANAM BHAARATH,TGBIL/25/A2598,17-09-2025,"English, Telugu",Fortnightly,GYARA RANI,GYARA RANI,Telangana,Medchal Malkajgiri,View  registration details for CHETHANAM BHAARATH (TGBIL/25/A2598)
13030,CHETI CHAND,46525,25-03-1988,Gujarati,Weekly,G.U. LAKHIANI,G.U. LAKHIANI,Gujarat,Kheda,View  registration details for CHETI CHAND (46525)
13031,CHETNA,2215,04-03-1957,Hindi,Daily,CHANDRA KANT MANDOT,KASHYAP PUBLICATION PVT. LTD.,Madhya Pradesh,Ratlam,View  registration details for CHETNA (2215)
13032,CHETNA,5954,18-12-1961,Telugu,Monthly,ARMOOR RANAPRATHAP,ARMOOR RANAPRATHAP,Telangana,Hyderabad,View  registration details for CHETNA (5954)
13033,CHETNA,70891,09-06-1999,Nepali,Weekly,DEEP PRADHAN,DEEP PRADHAN,Sikkim,East Sikkim,View  registration details for CHETNA (70891)
13034,CHETNA,MPHIN/2013/50288,14-06-2013,Hindi,Weekly,RAJEEV TELANG,RAJEEV TELANG,Madhya Pradesh,Bhopal,View  registration details for CHETNA (MPHIN/2013/50288)
13035,CHETNA AAVAJ,MAHMAR/2024/89914,04-11-2024,MARATHI,Monthly,NITIN SOMNATH VISPUTE,NITIN SOMNATH VISPUTE,Maharashtra,Jalgaon,View  registration details for CHETNA AAVAJ (MAHMAR/2024/89914)
13036,CHETNA BADHH,MPHIN/2021/80233,27-09-2021,Hindi,Quarterly,AKRAM,AKRAM,Madhya Pradesh,Bhopal,View  registration details for CHETNA BADHH (MPHIN/2021/80233)
13037,Chetna Bhoomi,UPHIN/26/A1586,17-03-2026,Hindi,Monthly,Nazia,Nazia,Uttar Pradesh,Lucknow,View  registration details for Chetna Bhoomi (UPHIN/26/A1586)
13038,CHETNA EXPRESS,UPHIN/2015/65019,01-12-2015,Hindi,Weekly,MAHENDRA PRATAP OJHA,MAHENDRA PRATAP OJHA,Uttar Pradesh,Lucknow,View  registration details for CHETNA EXPRESS (UPHIN/2015/65019)
13039,CHETNA JYOTISH,DELHIN/2002/08408,29-11-2002,Hindi,Monthly,DR. REVADHAR JOSHI,DR. REVADHAR,Delhi,New Delhi,View  registration details for CHETNA JYOTISH (DELHIN/2002/08408)
13040,CHETNA KI AWAJ,54105,16-12-1991,Hindi,Weekly,SHEKH IRSHAD USMANI,SHEKH IRSHAD USMANI,Madhya Pradesh,Shivpuri,View  registration details for CHETNA KI AWAJ (54105)
