SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
14001,CLOUD,CHHHIN/2021/80111,04-09-2021,Hindi,Monthly,DEEPENDRA KUMAR DIWAN,DEEPENDRA KUMAR DIWAN,Chhattisgarh,Raipur,View  registration details for CLOUD (CHHHIN/2021/80111)
14002,CLOWN TIMES,UPHIN/2003/10137,14-08-2012,Hindi,Monthly,ANIL KUMAR MISHRA,ANIL KUMAR MISHRA,Uttar Pradesh,Varanasi,View  registration details for CLOWN TIMES (UPHIN/2003/10137)
14003,CLUB CLASS,TNENG/2007/20172,19-06-2007,English,Monthly,MARIA BINA,MARIA BINA,Tamil Nadu,Chennai,View  registration details for CLUB CLASS (TNENG/2007/20172)
14004,CLUB ELITE,TNENG/2013/57497,29-09-2014,English,Monthly,SUMATHI SRINIVAS,SUMATHI SRINIVAS,Tamil Nadu,Chennai,View  registration details for CLUB ELITE (TNENG/2013/57497)
14005,CLUE TIMES,UPHIN/2002/08709,02-01-2003,Hindi,Weekly,SURENDRA KUMAR GUPTA,Surendra Kumar Gupta,Uttar Pradesh,Ghaziabad,View  registration details for CLUE TIMES (UPHIN/2002/08709)
14006,CLUES JUSTICE THROUGH SCIENCE,TELBIL/2016/68795,27-09-2016,"English, Telugu",Monthly,TATIRAJU VENKATA RAO,TATIRAJU VENKATA RAO,Telangana,Rangareddy,View  registration details for CLUES JUSTICE THROUGH SCIENCE (TELBIL/2016/68795)
14007,CMR UNIVERSITY JOURNAL FOR CONTEMPORARY LEGAL AFFAIRS,KARENG/2019/78155,18-11-2019,English,Annual,DR. R. PRAVEEN,CMR UNIVERSITY,Karnataka,Bengaluru,View  registration details for CMR UNIVERSITY JOURNAL FOR CONTEMPORARY LEGAL AFFAIRS (KARENG/2019/78155)
14008,CO-CHAMBER JOURNAL,TNBIL/2006/17902,14-12-2006,"English, Tamil",Monthly,D. NANDAKUMAR,"THE INDIAN CHAMBER OF COMMERCE AND INDUSTRY, COIMBATORE",Tamil Nadu,Coimbatore,View  registration details for CO-CHAMBER JOURNAL (TNBIL/2006/17902)
14009,CO-OPERATIVE,WBBEN/2005/19169,18-04-2007,Bengali,Fortnightly,MAHADEB PANJA,MAHADEB PANJA,West Bengal,Purba Bardhaman,View  registration details for CO-OPERATIVE (WBBEN/2005/19169)
14010,CO-OPERATIVE MAHARASHTRA,6435,22-11-1961,English,Annual,DINKAR MUKUND NADKARNI,MRS. LEELA DINKAR MUKUND NADKARNI,Maharashtra,Mumbai,View  registration details for CO-OPERATIVE MAHARASHTRA (6435)
14011,CO-OPERATIVE WORKER,KERMAL/2012/46879,11-12-2012,Malayalam,Monthly,P.M VAHEEDA,KERALA CO- OPERATIVE EMPLOYEES UNION (CITU) STATE COMMITTEE,Kerala,Thiruvananthapuram,View  registration details for CO-OPERATIVE WORKER (KERMAL/2012/46879)
14012,COAL & STEEL WATCH,WBENG/2017/76038,11-09-2018,English,Monthly,ANAND KUMAR DUBEY,ANAND KUMAR DUBEY,West Bengal,Kolkata,View  registration details for COAL & STEEL WATCH (WBENG/2017/76038)
