SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
69001,SUPPLEMENT,KERBIL/1998/03016,08-03-2001,"English, Malayalam",Daily,SANTHOSH GEORGE KULANGARA,SANTHOSH GEORGE KULANGARA,Kerala,Kottayam,View  registration details for SUPPLEMENT (KERBIL/1998/03016)
69002,SUPRABHA EXPRESS,UPHIN/2016/67880,15-07-2016,Hindi,Weekly,UTTAM KUMAR BARUA,UTTAM KUMAR BARUA,Uttar Pradesh,Lucknow,View  registration details for SUPRABHA EXPRESS (UPHIN/2016/67880)
69003,SUPRABHA VISHWA,MAHMAR/2016/66593,04-04-2016,Marathi,Quarterly,RUTUJA MANOJ WADEKAR,RUTUJA MANOJ WADEKAR,Maharashtra,Nagpur,View  registration details for SUPRABHA VISHWA (MAHMAR/2016/66593)
69004,SUPRABHAATHAM,KLMAL/26/A0288,13-01-2026,Malayalam,Daily,Doctor Bahauddeen Nadwi Kunnakkadan,KOZHIKODE IQRAU PUBLICATIONS,Kerala,Malappuram,View  registration details for SUPRABHAATHAM (KLMAL/26/A0288)
69005,SUPRABHAATHAM,KERMAL/2012/46092,01-11-2012,Malayalam,Daily,DR. BAHAUDDEEN MUHAMMED NADWI,KOZHIKODE IQRAU PUBLICATIONS,Kerala,Kozhikode,View  registration details for SUPRABHAATHAM (KERMAL/2012/46092)
69006,SUPRABHAATHAM,KERMAL/2014/70161,27-01-2017,Malayalam,Daily,DR. BAHAUDDEEN MUHAMMED NADWI,KOZHIKODE IQRAU PUBLICATIONS,Kerala,Ernakulam,View  registration details for SUPRABHAATHAM (KERMAL/2014/70161)
69007,SUPRABHAATHAM,KERMAL/2018/78178,25-11-2019,Malayalam,Daily,DR. BAHAUDDEEN MUHAMMED NADWI,KOZHIKODE IQRAU PUBLICATIONS,Kerala,Palakkad,View  registration details for SUPRABHAATHAM (KERMAL/2018/78178)
69008,SUPRABHAATHAM,KERMAL/2014/69917,11-01-2017,Malayalam,Daily,DR. BAHAUDDEEN MUHAMMED NADWI,KOZHIKODE IQRAU PUBLICATIONS,Kerala,Thiruvananthapuram,View  registration details for SUPRABHAATHAM (KERMAL/2014/69917)
69009,SUPRABHAATHAM,KERMAL/2014/76095,20-09-2018,Malayalam,Daily,DR. BAHAUDDEEN MUHAMMED NADWI,KOZHIKODE IQRAU PUBLICATION,Kerala,Kannur,View  registration details for SUPRABHAATHAM (KERMAL/2014/76095)
69010,SUPRABHAATHAM,KERMAL/2014/70256,31-01-2017,Malayalam,Daily,DR. BAHAUDDEEN MUHAMMED NADWI,KOZHIKODE IQRAU PUBLICATION,Kerala,Thrissur,View  registration details for SUPRABHAATHAM (KERMAL/2014/70256)
69011,SUPRABHAT,ODIODI/2014/58175,12-11-2014,Oriya,Daily,PUSPALATA SAMANTARAY,PUSPALATA SAMANTARAY,Odisha,Cuttack,View  registration details for SUPRABHAT (ODIODI/2014/58175)
69012,SUPRABHAT BOTAD,GUJGUJ/2021/80936,10-01-2022,Gujarati,Weekly,YADAV HARSHABEN VISHNUBHAI,YADAV HARSHABEN VISHNUBHAI,Gujarat,Botad,View  registration details for SUPRABHAT BOTAD (GUJGUJ/2021/80936)
69013,SUPRABHAT INDIA,GUJGUJ/2015/63401,24-07-2015,Gujarati,Weekly,MALIK AIYUBBHAI ABDULKARIMBHAI,MALIK AIYUBBHAI ABDUL KARIMBHAI,Gujarat,Bhavnagar,View  registration details for SUPRABHAT INDIA (GUJGUJ/2015/63401)
69014,SUPRABHAT JAGRAN,UPHIN/2014/58908,13-12-2014,Hindi,Daily,ANKITA KAPOOR,ANKITA KAPOOR,Uttar Pradesh,Lucknow,View  registration details for SUPRABHAT JAGRAN (UPHIN/2014/58908)
69015,SUPRABHAT JAGRAN,UPHIN/2004/13660,14-05-2014,Hindi,Weekly,ANKITA KAPOOR,ANKITA KAPOOR,Uttar Pradesh,Lucknow,View  registration details for SUPRABHAT JAGRAN (UPHIN/2004/13660)
69016,Suprabhat Malwa,MPHIN/25/A2436,08-09-2025,Hindi,Weekly,Danish Chaman Mehta,Danish Chaman Mehta,Madhya Pradesh,Ujjain,View  registration details for Suprabhat Malwa (MPHIN/25/A2436)
69017,SUPRABHAT MIRROR,GJGUJ/25/A4838,05-12-2025,Gujarati,Weekly,JAGDISHBHAI VALABHAI PADHIYAR,JAGDISHBHAI VALABHAI PADHIYAR,Gujarat,Banaskantha,View  registration details for SUPRABHAT MIRROR (GJGUJ/25/A4838)
69018,SUPRABHAT PRAGATI,DELHIN/2023/88519,19-08-2024,HINDI,Weekly,ABHINAY RAI,ABHINAY RAI,Delhi,New Delhi,View  registration details for SUPRABHAT PRAGATI (DELHIN/2023/88519)
69019,SUPRABHAT SANJEEVANI,UPBIL/2014/54432,04-02-2014,"English, HINDI",Daily,DR. JITENDRA SHUKLA,SANJEEVANI FOUNDATION NYAS,Uttar Pradesh,Lucknow,View  registration details for SUPRABHAT SANJEEVANI (UPBIL/2014/54432)
69020,SUPRABHAT SAURASHTRA,GUJGUJ/2014/58052,03-11-2014,Gujarati,Daily,YADAV VISHNUKUMAR GANESHBHAI,YADAV VISHNUKUMAR GANESHBHAI,Gujarat,Botad,View  registration details for SUPRABHAT SAURASHTRA (GUJGUJ/2014/58052)
69021,SUPRABHAT SAURASHTRA,GUJGUJ/2014/59311,29-12-2014,Gujarati,Weekly,YADAV VISHNUKUMAR GANESHBHAI,YADAV VISHNUKUMAR GANESHBHAI,Gujarat,Bhavnagar,View  registration details for SUPRABHAT SAURASHTRA (GUJGUJ/2014/59311)
69022,SUPRABHAT SAURASHTRA,GUJGUJ/2013/49364,30-04-2013,Gujarati,Daily,YADAV VISHNUKUMAR GANESHBHAI,YADAV VISHNUKUMAR GANESHBHAI,Gujarat,Bhavnagar,View  registration details for SUPRABHAT SAURASHTRA (GUJGUJ/2013/49364)
69023,SUPRABHAT TIMES,UPHIN/2012/43736,05-07-2012,Hindi,Daily,REETA SINGH,REETA SINGH,Uttar Pradesh,Lucknow,View  registration details for SUPRABHAT TIMES (UPHIN/2012/43736)
69024,SUPRABHAT TIMES,UPHIN/25/A3987,18-11-2025,Hindi,Monthly,REETA SINGH,REETA SINGH,Uttar Pradesh,Lucknow,View  registration details for SUPRABHAT TIMES (UPHIN/25/A3987)
69025,SUPRABHAT TIMES,UPHIN/2009/30833,10-02-2010,Hindi,Weekly,REETA SINGH,REETA SINGH,Uttar Pradesh,Lucknow,View  registration details for SUPRABHAT TIMES (UPHIN/2009/30833)
69026,SUPRABHAT VAIBHAV,MAHMAR/2022/86120,16-01-2024,Marathi,Weekly,SUDARSHAN KASHINATHRAO BIRADAR,SUDARSHAN KASHINATHRAO BIRADAR,Maharashtra,Latur,View  registration details for SUPRABHAT VAIBHAV (MAHMAR/2022/86120)
69027,SUPRABHATA SRAVANTHI,APTEL/2019/77289,02-05-2019,Telugu,Monthly,K. GOVINDA RAJU,KANKIPATI GOVINDA RAJU,Andhra Pradesh,Sri Potti Sriramulu Nellore,View  registration details for SUPRABHATA SRAVANTHI (APTEL/2019/77289)
69028,SUPRABHATAM SANDESH,GUJBIL/2014/57947,28-10-2014,"English, Gujarati",Weekly,NAISARG PRAKASHBHAI JOSHI,NAISARG PRAKASHBHAI JOSHI,Gujarat,Vadodara,View  registration details for SUPRABHATAM SANDESH (GUJBIL/2014/57947)
69029,SUPRABHATAM SANDESH,GUJGUJ/2014/57147,12-09-2014,Gujarati,Weekly,NAISARG PRAKASHBHAI JOSHI,NAISARG PRAKASHBHAI JOSHI,Gujarat,Vadodara,View  registration details for SUPRABHATAM SANDESH (GUJGUJ/2014/57147)
69030,SUPRAVA KHABAR,ORBIL/25/A2646,18-09-2025,"English, Oriya",Monthly,PARTHA SARATHI DAS,PARTHA SARATHI DAS,Odisha,Anugul,View  registration details for SUPRAVA KHABAR (ORBIL/25/A2646)
69031,SUPRAVAT,ODIODI/2022/86071,30-01-2024,Oriya,Weekly,SUSANT KUMAR PANDA,SUSANT KUMAR PANDA,Odisha,Ganjam,View  registration details for SUPRAVAT (ODIODI/2022/86071)
69032,SUPRAVAT BANGLA,WBBEN/25/A1519,02-07-2025,Bengali,Daily,Shrawan kumar Vishwakarma,Shrawan kumar Vishwakarma,West Bengal,Paschim Bardhaman,View  registration details for SUPRAVAT BANGLA (WBBEN/25/A1519)
69033,supreet voice,KNKAN/25/A4343,27-11-2025,Kannada,Daily,Iranna Chidanand Hadapad,Iranna Chidanand Hadapad,Karnataka,Bijapur,View  registration details for supreet voice (KNKAN/25/A4343)
69034,SUPREMACY,MPENG/2015/64555,05-11-2015,English,Daily,SANJEEV MAHESHWARI,SANJEEV PRAFULL MAHESHWARI,Madhya Pradesh,Bhopal,View  registration details for SUPREMACY (MPENG/2015/64555)
69035,SUPREMACY,MAHENG/2006/21749,18-11-2010,English,Daily,SANJEEV PRAFULL MAHESHWARI,SANJEEV PRAFULL MAHESHWARI,Maharashtra,Mumbai Suburban,View  registration details for SUPREMACY (MAHENG/2006/21749)
69036,SUPREME APPEALS REPORTER,67714,01-08-2013,English,Monthly,ANKIT KUMAR,ANKIT KUMAR,Uttar Pradesh,Meerut,View  registration details for SUPREME APPEALS REPORTER (67714)
69037,SUPREME COURT ALMANAC,37039,12-12-2005,English,Weekly,RITA KAPUR,LIPS PUBLICATIONS PVT. LTD.,Delhi,New Delhi,View  registration details for SUPREME COURT ALMANAC (37039)
69038,SUPREME COURT CASES,19272,03-07-2012,English,Weekly,VIJAY MALIK,EASTERN BOOK COMPANY,Uttar Pradesh,Lucknow,View  registration details for SUPREME COURT CASES (19272)
69039,SUPREME COURT CASES (CRIMINAL),UPENG/2000/02161,05-07-2012,English,Monthly,VIJAY MALIK,EASTERN BOOK COMPANY,Uttar Pradesh,Lucknow,View  registration details for SUPREME COURT CASES (CRIMINAL) (UPENG/2000/02161)
69040,SUPREME COURT CASES (LABOUR & SERVICES),26573,23-08-2012,English,Monthly,VIJAY MALIK,EASTERN BOOK COMPANY,Uttar Pradesh,Lucknow,View  registration details for SUPREME COURT CASES (LABOUR & SERVICES) (26573)
69041,SUPREME COURT CASES(CIVIL),UPENG/2013/52916,04-11-2013,English,Monthly,VIJAY MALIK,M/S EASTERN BOOK COMPANY,Uttar Pradesh,Lucknow,View  registration details for SUPREME COURT CASES(CIVIL) (UPENG/2013/52916)
69042,SUPREME LAWS TODAY,67464,08-04-2013,English,Daily,PRADEEP BAHL,PRADEEP BAHL,Delhi,New Delhi,View  registration details for SUPREME LAWS TODAY (67464)
69043,SUPREME MARATHA,MAHMAR/2019/79120,03-12-2020,Marathi,Monthly,KAMBLE PRASHANTKUMAR SHANKAR,KAMBLE PRASHANTKUMAR SHANKAR,Maharashtra,Mumbai,View  registration details for SUPREME MARATHA (MAHMAR/2019/79120)
69044,SUPREME NEWS,UPHIN/2010/33252,14-10-2013,Hindi,Daily,SANJAY BHATI,SANJAY BHATI,Uttar Pradesh,Gautam Buddha Nagar,View  registration details for SUPREME NEWS (UPHIN/2010/33252)
69045,SUPREME NEWS,UPHIN/2007/20368,16-08-2010,Hindi,Weekly,SANJAY BHATI,SANJAY BHATI,Uttar Pradesh,Gautam Buddha Nagar,View  registration details for SUPREME NEWS (UPHIN/2007/20368)
69046,SUPREME NEWS,DELHIN/2011/43444,02-07-2012,Hindi,Monthly,SANJAY BHATI,SANJAY BHATI,Delhi,New Delhi,View  registration details for SUPREME NEWS (DELHIN/2011/43444)
69047,SUPREME PATRIKA,RAJHIN/2021/83213,23-01-2023,Hindi,Weekly,MOHAMMED KHALID,MOHAMMED KHALID,Rajasthan,Ajmer,View  registration details for SUPREME PATRIKA (RAJHIN/2021/83213)
69048,SUPREME POWER,MPHIN/2021/80897,30-12-2021,Hindi,Monthly,MAHESH KATRE,MAHESH KATRE,Madhya Pradesh,Balaghat,View  registration details for SUPREME POWER (MPHIN/2021/80897)
69049,SUPREME TEAM,MAHBIL/2016/67281,03-06-2016,"Marathi, Hindi",Weekly,RITESH R. TIWARI,RITESH R.TIWARI,Maharashtra,Mumbai,View  registration details for SUPREME TEAM (MAHBIL/2016/67281)
69050,SUPREME TIMES,PUNPUN/2014/65964,06-02-2016,Punjabi,Daily,DEEPAK MEHTA,DEEPAK MEHTA,Punjab,Faridkot,View  registration details for SUPREME TIMES (PUNPUN/2014/65964)
69051,SUPREME TODAY,62932,06-05-1996,English,Daily,VIKAS NIJHAWAN,VIKAS NIJHAWAN,Delhi,New Delhi,View  registration details for SUPREME TODAY (62932)
69052,Supreme Vani,KNKAN/26/A6107,25-07-2026,Kannada,Monthly,Parashuram Jetteppa Bagali,Parashuram Jetteppa Bagali,Karnataka,Dharwad,View  registration details for Supreme Vani (KNKAN/26/A6107)
69053,SUPREMO TIMES,MAHENG/2016/68341,18-08-2016,English,Weekly,YOGESH SUKHDEORAO DEOKE,YOGESH SUKJDEORAO DEOKE,Maharashtra,Amravati,View  registration details for SUPREMO TIMES (MAHENG/2016/68341)
69054,SUPRIMO GUJARAT,GUJGUJ/2012/46400,15-11-2012,Gujarati,Daily,AMITBHAI UGABHAI PARMAR,AMITBHAI UGABHAI PARMAR,Gujarat,Bharuch,View  registration details for SUPRIMO GUJARAT (GUJGUJ/2012/46400)
69055,SUPRIMO GUJARAT,GUJGUJ/2009/39084,05-10-2011,Gujarati,Daily,AMITBHAI UGABHAI PARMAR,AMI BHAI UGABHAI PARMAR,Gujarat,Surat,View  registration details for SUPRIMO GUJARAT (GUJGUJ/2009/39084)
69056,SUPRIYA DARPAN,MPHIN/2010/37132,10-05-2011,Hindi,Quarterly,KIRAN GUPTA,KIRAN GUPTA,Madhya Pradesh,Bhopal,View  registration details for SUPRIYA DARPAN (MPHIN/2010/37132)
69057,SUPRIYA VICHAR,UPHIN/26/A0527,20-01-2026,Hindi,Monthly,ADITI GUPTA,ADITI GUPTA,Uttar Pradesh,Lucknow,View  registration details for SUPRIYA VICHAR (UPHIN/26/A0527)
69058,SUPURT,MAHMAR/2011/40447,24-01-2012,Marathi,Weekly,BASHIDKHAN MAHEBUBKHAN PATHAN,BASHIDKHAN MAHEBUBKHAN PATHAN,Maharashtra,Latur,View  registration details for SUPURT (MAHMAR/2011/40447)
69059,SUR BHAS,UPHIN/2022/82212,26-09-2022,Hindi,Weekly,SUDHIR SRIVASTAVA,SUDHIR SRIVASTAVA,Uttar Pradesh,Lucknow,View  registration details for SUR BHAS (UPHIN/2022/82212)
69060,SUR SAIN,15352,13-06-1968,Hindi,Monthly,BALDEV PRASAD GUPTA KAUSHIK,BALDEV PRASAD GUPTA KAUSHIK,Uttar Pradesh,Jhansi,View  registration details for SUR SAIN (15352)
