SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
66001,SHRI SAI KRANTI,CHHHIN/2011/42640,29-05-2012,Hindi,Weekly,SANJAY VERMA,SANJAY VERMA,Chhattisgarh,Raipur,View  registration details for SHRI SAI KRANTI (CHHHIN/2011/42640)
66002,SHRI SAI SAHARA,UTTHIN/2004/13220,20-09-2004,Hindi,Monthly,SURESH CHAWALA,SURESH CHAWALA,Uttarakhand,Dehradun,View  registration details for SHRI SAI SAHARA (UTTHIN/2004/13220)
66003,SHRI SAI SAMARTH,MPBIL/2019/78040,27-09-2019,"English, HINDI",Monthly,SANDEEP PANDEY,SANDEEP PANDEY,Madhya Pradesh,Satna,View  registration details for SHRI SAI SAMARTH (MPBIL/2019/78040)
66004,SHRI SARVAGNA,KARKAN/2022/86239,31-01-2024,Kannada,Monthly,NIRUPAMA GURURAJ,NIRUPAMA GURURAJ,Karnataka,Kalaburagi,View  registration details for SHRI SARVAGNA (KARKAN/2022/86239)
66005,SHRI SARVOTTAM,MPMAR/2001/11247,19-11-2003,Marathi,Quarterly,ASHWIN KHARE,ASHWIN KHARE,Madhya Pradesh,Indore,View  registration details for SHRI SARVOTTAM (MPMAR/2001/11247)
66006,SHRI SEN AWAZ,GUJGUJ/2010/34717,14-12-2010,Gujarati,Monthly,SURANI SUNIL BHAILABHAI,SURANI SUNIL BHAILABHAI,Gujarat,Rajkot,View  registration details for SHRI SEN AWAZ (GUJGUJ/2010/34717)
66007,SHRI SHRI VISHNU PRIYA GOURANG,UPHIN/2014/73951,23-11-2017,Hindi,Bimonthly (Once in two months),DEEN LAXMI NARAYAN DASS,DEEN LAKSHMI NARAIN DAS,Uttar Pradesh,Mathura,View  registration details for SHRI SHRI VISHNU PRIYA GOURANG (UPHIN/2014/73951)
66008,SHRI SHRIGOUD NAVCHETNA SAMWAD,MPHIN/2014/61002,30-03-2015,Hindi,Quarterly,RAMGOPAL JOSHI,SHRI SHRIGOUD SAMWAD NAVCHETNA SAMITI,Madhya Pradesh,Indore,View  registration details for SHRI SHRIGOUD NAVCHETNA SAMWAD (MPHIN/2014/61002)
66009,SHRI SHYAM ASHRIWAD,RAJHIN/2015/62179,26-05-2015,Hindi,Monthly,SANJAY PAREEK,SANJAY PAREEK,Rajasthan,Churu,View  registration details for SHRI SHYAM ASHRIWAD (RAJHIN/2015/62179)
66010,SHRI SIDDHARUDHA TATVMRUTA,KARKAN/2015/63413,24-07-2015,Kannada,Monthly,BASAVRAJ C KALYANSHETTAR,SHRI SIDDHAROODHA SWAMI MATH TRUST COMMITTEE,Karnataka,Dharwad,View  registration details for SHRI SIDDHARUDHA TATVMRUTA (KARKAN/2015/63413)
66011,SHRI SWAMI NARAIAN GYAN RASHAMI,16094,26-07-1967,Hindi,Monthly,KAILASH NARAYAN BARGOTI,KAILASH NARAYAN BARGOTI,Rajasthan,Jaipur,View  registration details for SHRI SWAMI NARAIAN GYAN RASHAMI (16094)
66012,SHRI SWAMI SAMARTH SEVA,MAHENG/2013/51218,01-08-2013,English,Quarterly,NITIN SHRIRAM MORE,SHRI SWAMI SEVA PRAKASHAN,Maharashtra,Nashik,View  registration details for SHRI SWAMI SAMARTH SEVA (MAHENG/2013/51218)
66013,SHRI SWAMI SAMARTH SEVA,MAHKAN/2013/53210,09-04-2014,Kannada,Quarterly,NITIN SHRIRAM MORE,SHRI SWAMI SEVA PRAKASHAN,Maharashtra,Nashik,View  registration details for SHRI SWAMI SAMARTH SEVA (MAHKAN/2013/53210)
66014,SHRI SWAMI SAMARTH SEVA,MAHMAR/2012/45212,17-09-2012,Marathi,Monthly,MORE NITIN SHRIRAM,SHRI SWAMI SEVA PRAKASHAN,Maharashtra,Nashik,View  registration details for SHRI SWAMI SAMARTH SEVA (MAHMAR/2012/45212)
