SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
25501,HURFON KI TAAKAT,UPHIN/2021/86040,11-01-2024,Hindi,Weekly,AFSAR ALI,AFSAR ALI,Uttar Pradesh,Ghaziabad,View  registration details for HURFON KI TAAKAT (UPHIN/2021/86040)
25502,HURMAT,UPURD/2012/47031,17-12-2012,Urdu,Daily,MOHAMMED SAID RIZVI,MOHAMMED SAID RIZVI,Uttar Pradesh,Lucknow,View  registration details for HURMAT (UPURD/2012/47031)
25503,HURRICANE,GUJMUL/2015/60435,24-02-2015,"English, Gujarati, Hindi",Weekly,NIKITA M. TOMAR,SARASWATI EDUCATIONAL TRUST,Gujarat,Ahmedabad,View  registration details for HURRICANE (GUJMUL/2015/60435)
25504,HUSAINI TIMES,UPURD/2007/21494,23-10-2007,Urdu,Daily,NAZAR MEHANDI RIZVI,NAZAR MEHANDI,Uttar Pradesh,Lucknow,View  registration details for HUSAINI TIMES (UPURD/2007/21494)
25505,HUSAINI TIMES,56814,12-12-2005,Urdu,Weekly,NAZAR MEHANDI,NAZAR MEHANDI,Uttar Pradesh,Lucknow,View  registration details for HUSAINI TIMES (56814)
25506,HUSAINI TIMES,55904,12-12-2005,Hindi,Fortnightly,NAZAR MEHNDI,NAZAR MEHANDI,Uttar Pradesh,Lucknow,View  registration details for HUSAINI TIMES (55904)
25507,HUSAINI TIMES,UPHIN/2007/21478,23-10-2007,Hindi,Daily,NAZAR MEHDI RIZVI,NAZAR MEHANDI,Uttar Pradesh,Lucknow,View  registration details for HUSAINI TIMES (UPHIN/2007/21478)
25508,HUSAINI TIMES,56062,19-01-1993,Hindi,Weekly,NAZAR MEHDI,NAZAR MEHANDI,Uttar Pradesh,Lucknow,View  registration details for HUSAINI TIMES (56062)
25509,HUSAN-UL-KHAT,38929,01-12-1981,Urdu,Fortnightly,,,,,View  registration details for HUSAN-UL-KHAT (38929)
25510,HUSN-E-MILLATH,APURD/2008/25192,14-08-2008,Urdu,Weekly,MOHD. YOUSUFUDDIN,MOHD. YOUSUFUDDIN,Andhra Pradesh,Hyderabad,View  registration details for HUSN-E-MILLATH (APURD/2008/25192)
25511,HUSN-UL-KHAT,TELURD/2008/29305,28-10-2009,Urdu,Fortnightly,SYED MOHAMMED IBRAHIM SAMDANI,MOHD. IBRAHIM,Telangana,Hyderabad,View  registration details for HUSN-UL-KHAT (TELURD/2008/29305)
25512,HUTATMA DARSHAN,MAHMAR/2005/15729,08-12-2005,Marathi,Weekly,AKIL ISMAIL PINJARI,AKIL ISMAIL PINJARI,Maharashtra,Nandurbar,View  registration details for HUTATMA DARSHAN (MAHMAR/2005/15729)
25513,HUZEFA TIMES,MPHIN/26/A2755,23-04-2026,Hindi,Bimonthly (Once in two months),mohd imran khan,mohd imran khan,Madhya Pradesh,Sehore,View  registration details for HUZEFA TIMES (MPHIN/26/A2755)
25514,HUZEFA TIMES,MPHIN/26/A2754,23-04-2026,Hindi,Bimonthly (Once in two months),mohd imran khan,mohd imran khan,Madhya Pradesh,Raisen,View  registration details for HUZEFA TIMES (MPHIN/26/A2754)
25515,HUZEFA TIMES,MPHIN/2021/85788,17-11-2023,Hindi,Bimonthly (Once in two months),MOHD IMRAN KHAN,MOHD IMRAN KHAN,Madhya Pradesh,Bhopal,View  registration details for HUZEFA TIMES (MPHIN/2021/85788)
25516,HUZEFA TIMES,MPHIN/25/A1225,12-06-2025,Hindi,Bimonthly (Once in two months),mohd imran khan,mohd imran khan,Madhya Pradesh,Hoshangabad,View  registration details for HUZEFA TIMES (MPHIN/25/A1225)
25517,HYAT TIMES,MPURD/2016/66833,04-05-2016,Urdu,Daily,NAZMI BANO,NAZMI BANO,Madhya Pradesh,Bhopal,View  registration details for HYAT TIMES (MPURD/2016/66833)
25518,HYDAR HRIDAI,38581,16-08-1989,Hindi,Weekly,KHALID MEHMOOD,KHALID MEHMOOD,Madhya Pradesh,Bhopal,View  registration details for HYDAR HRIDAI (38581)
25519,HYDEL BULLET,KERENG/2013/48628,15-03-2013,English,Monthly,MURALY. P.,K S E B ENGINEERS ASSOCIATION,Kerala,Thiruvananthapuram,View  registration details for HYDEL BULLET (KERENG/2013/48628)
25520,HYDERABAD BEATS,TELENG/2014/56528,13-08-2014,English,Fortnightly,ARAVIND,ARAVIND,Telangana,Rangareddy,View  registration details for HYDERABAD BEATS (TELENG/2014/56528)
25521,HYDERABAD CIRCUIT,APENG/2012/49672,14-05-2013,English,Monthly,C. PRASAD RAO,HYDERABAD CHAPTER OF COST ACCOUNTANTS,Andhra Pradesh,Hyderabad,View  registration details for HYDERABAD CIRCUIT (APENG/2012/49672)
