SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
63501,SAURASHTRA BHARAT,MAHHIN/2010/38384,18-09-2013,Hindi,Weekly,KAMATA PRASAD TIWARI,KAMATA PRASAD TIWARI,Maharashtra,Mumbai,View  registration details for SAURASHTRA BHARAT (MAHHIN/2010/38384)
63502,SAURASHTRA BHARAT EXPRESS,MAHHIN/2017/71402,03-05-2017,Hindi,Weekly,PARMENDRA M. YADAV,PARMENDRA M. YADAV,Maharashtra,Mumbai,View  registration details for SAURASHTRA BHARAT EXPRESS (MAHHIN/2017/71402)
63503,SAURASHTRA BHOOMI,69936,02-08-1999,Gujarati,Daily,ABHIJEET K.UPADHYAY,ABHIJEET K. UPADHYAY,Gujarat,Gandhinagar,View  registration details for SAURASHTRA BHOOMI (69936)
63504,SAURASHTRA BHOOMI,27509,13-07-1989,Gujarati,Daily,ABHIJEET K.UPADHYAY,ABHIJEET K. UPADHYAY,Gujarat,Junagadh,View  registration details for SAURASHTRA BHOOMI (27509)
63505,SAURASHTRA CITY NEWS,GUJGUJ/2023/84789,05-06-2023,Gujarati,Weekly,NITIN SURESHBHAI NATHWANI,NITIN SURESHBHAI NATHWANI,Gujarat,Rajkot,View  registration details for SAURASHTRA CITY NEWS (GUJGUJ/2023/84789)
63506,SAURASHTRA DARPAN,GUJGUJ/2015/69909,16-01-2017,Gujarati,Daily,MAKWANA KRUPALIBEN DHIRENBHAI,MAKWANA KRUPALIBEN DHIRENBHAI,Gujarat,Rajkot,View  registration details for SAURASHTRA DARPAN (GUJGUJ/2015/69909)
63507,SAURASHTRA DEKHREKH,GUJGUJ/2023/86622,29-02-2024,Gujarati,Weekly,SIRAJ IBRAHIMBHAI TINWALA,SIRAJ IBRAHIMBHAI TINWALA,Gujarat,Rajkot,View  registration details for SAURASHTRA DEKHREKH (GUJGUJ/2023/86622)
63508,SAURASHTRA DEVIPUJAK PRAGATI SANDESH,GUJGUJ/2015/72780,28-07-2017,Gujarati,Monthly,SOLANKI HASUBHAI SURABHAI,SOLANKI HASUBHAI SURABHAI,Gujarat,Bhavnagar,View  registration details for SAURASHTRA DEVIPUJAK PRAGATI SANDESH (GUJGUJ/2015/72780)
63509,SAURASHTRA DHABKAR,GUJGUJ/2002/14340,13-04-2005,Gujarati,Fortnightly,BAGDA BHARATKUMAR MULJIBHAI,BAGDA BHARAT KUMAR MULJIBHAI,Gujarat,Rajkot,View  registration details for SAURASHTRA DHABKAR (GUJGUJ/2002/14340)
63510,SAURASHTRA EXPRESS,GUJGUJ/2011/39216,11-10-2011,Gujarati,Fortnightly,UNADKAT MEHULBHAI RAMESHBHAI,UNADKAT MEHULBHAI RAMESHBHAI,Gujarat,Rajkot,View  registration details for SAURASHTRA EXPRESS (GUJGUJ/2011/39216)
