SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
53501,PUDHARI,MAHMAR/2021/79931,29-06-2021,Marathi,Daily,YOGESH PRATAPSINH JADHAV,PUDHARI PUBLICATIONS PRIVATE LIMITED,Maharashtra,Jalna,View  registration details for PUDHARI (MAHMAR/2021/79931)
53502,PUDHARI,MAHMAR/2021/79921,29-06-2021,Marathi,Daily,YOGESH PRATAPSINH JADHAV,PUDHARI PUBLICATIONS PRIVATE LIMITED,Maharashtra,Beed,View  registration details for PUDHARI (MAHMAR/2021/79921)
53503,PUDHARI,1575,04-03-1957,Marathi,Daily,YOGESH PRATAPSINH JADHAV,PUDHARI PUBLICATIONS PRIVATE LIMITED,Maharashtra,Kolhapur,View  registration details for PUDHARI (1575)
53504,PUDHARI,MAHMAR/2021/79920,29-06-2021,Marathi,Daily,YOGESH PRATAPSINH JADHAV,PUDHARI PUBLICATIONS PRIVATE LIMITED,Maharashtra,Nanded,View  registration details for PUDHARI (MAHMAR/2021/79920)
53505,PUDHARI,GOAMAR/2019/80096,24-08-2021,Marathi,Daily,YOGESH PRATAPSINH JADHAV,PUDHARI PUBLICATIONS PRIVATE LIMITED,Goa,North Goa,View  registration details for PUDHARI (GOAMAR/2019/80096)
53506,PUDHARI,MAHMAR/2021/79917,29-06-2021,Marathi,Daily,YOGESH PRATAPSINH JADHAV,PUDHARI PUBLICATIONS PRIVATE LIMITED,Maharashtra,Mumbai,View  registration details for PUDHARI (MAHMAR/2021/79917)
53507,PUDHARI,MAHMAR/2021/79918,29-06-2021,Marathi,Daily,YOGESH PRATAPSINH JADHAV,PUDHARI PUBLICATIONS PRIVATE LIMITED,Maharashtra,Solapur,View  registration details for PUDHARI (MAHMAR/2021/79918)
53508,PUDHIYA INDIA,TNTAM/2022/86078,11-01-2024,Tamil,Monthly,P S PRABHU,P S PRABHU,Tamil Nadu,Namakkal,View  registration details for PUDHIYA INDIA (TNTAM/2022/86078)
53509,PUDHIYA INDIA,TNTAM/25/A0701,30-05-2025,Tamil,Daily,P S Prabhu,P S Prabhu,Tamil Nadu,Namakkal,View  registration details for PUDHIYA INDIA (TNTAM/25/A0701)
53510,PUDHIYA MATRAM,TNTAM/2014/55619,15-05-2014,Tamil,Monthly,S. MANIKANDAN,S. MANIKANDAN,Tamil Nadu,Tiruchirappalli,View  registration details for PUDHIYA MATRAM (TNTAM/2014/55619)
53511,PUDHIYA PAATHAI,TNTAM/25/A2454,09-09-2025,Tamil,Monthly,GOPALAKRISHNAN M,GOPALAKRISHNAN M,Tamil Nadu,Erode,View  registration details for PUDHIYA PAATHAI (TNTAM/25/A2454)
53512,PUDHIYA PULANOIVU VISARANAI,TNTAM/2012/45776,,Tamil,Fortnightly,A. DHANAPAL,A. DHANAPAL,Tamil Nadu,Chennai,View  registration details for PUDHIYA PULANOIVU VISARANAI (TNTAM/2012/45776)
53513,PUDHIYA ROUTHRAM MAATHA ITHAZH,TNTAM/26/A1861,23-03-2026,Tamil,Monthly,ELANGO,ELANGO,Tamil Nadu,Virudhunagar,View  registration details for PUDHIYA ROUTHRAM MAATHA ITHAZH (TNTAM/26/A1861)
53514,PUDHIYA ULAGHU,TNTAM/2013/49604,13-05-2013,Tamil,Monthly,V. KALIAPERUMAL,V. KALIAPERUMAL,Tamil Nadu,Thiruvallur,View  registration details for PUDHIYA ULAGHU (TNTAM/2013/49604)
53515,PUDHIYA VELICHATHIN PAATHAI,TNTAM/25/A3430,24-10-2025,Tamil,Monthly,RATHANAMALA S,RATHANAMALA S,Tamil Nadu,Kancheepuram,View  registration details for PUDHIYA VELICHATHIN PAATHAI (TNTAM/25/A3430)
53516,Pudhiyavaralaaru,TNTAM/26/A4952,11-06-2026,Tamil,Monthly,G Pitchaimani,G Pitchaimani,Tamil Nadu,Theni,View  registration details for Pudhiyavaralaaru (TNTAM/26/A4952)
53517,PUDHU VASANTHAM,TNTAM/2009/29044,07-10-2009,Tamil,Monthly,P. MURUGIAH,P. MURUGIAH,Tamil Nadu,Chennai,View  registration details for PUDHU VASANTHAM (TNTAM/2009/29044)
53518,PUDHU YUGA SEITHY,TNTAM/2005/16174,17-02-2006,Tamil,Daily,K. SUNDAR RAJ,K. SUNDAR RAJ,Tamil Nadu,Chennai,View  registration details for PUDHU YUGA SEITHY (TNTAM/2005/16174)
53519,PUDHUVAI BHARATHY,PONTAM/2008/24728,23-07-2008,Tamil,Monthly,OVIYAR BHARATHIVANAR SIVA,OVIYAR BHARATHIVANAR SIVA,Puducherry,Puducherry,View  registration details for PUDHUVAI BHARATHY (PONTAM/2008/24728)
