SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
28001,JAN AAKROSH,RAJHIN/2004/13767,30-12-2004,Hindi,Fortnightly,NANDLAL JATHLIYA,NANDLAL JATHLIYA,Rajasthan,Chittorgarh,View  registration details for JAN AAKROSH (RAJHIN/2004/13767)
28002,JAN AAKROSH,MAHMAR/2019/78223,29-11-2019,Marathi,Weekly,MAYUR CHANDRAKANTRAO DESHMUKH,MAYUR CHANDRAKANTRAO DESHMUKH,Maharashtra,Parbhani,View  registration details for JAN AAKROSH (MAHMAR/2019/78223)
28003,JAN AAS TIMES,RAJHIN/2013/54039,20-01-2014,Hindi,Weekly,VIJAY SHARMA,VIJAY SHARMA,Rajasthan,Jaipur,View  registration details for JAN AAS TIMES (RAJHIN/2013/54039)
28004,JAN AAWAJ,UPENG/2018/77550,17-06-2019,English,Daily,MANJU TIWARI,MANJU TIWARI,Uttar Pradesh,Ambedkar Nagar,View  registration details for JAN AAWAJ (UPENG/2018/77550)
28005,JAN AAWAZ,GUJGUJ/2013/53630,18-12-2013,Gujarati,Daily,NAVINKUMAR GOPALBHAI DABGAR,NAVINKUMAR GOPALBHAI DABGAR,Gujarat,Ahmedabad,View  registration details for JAN AAWAZ (GUJGUJ/2013/53630)
28006,JAN AAWAZ,GUJGUJ/2002/08589,09-07-2012,Gujarati,Weekly,NAVINKUMAR GOPALBHAI DABGAR,NAVIN KUMAR GOPALBHAI DABGAR,Gujarat,Ahmedabad,View  registration details for JAN AAWAZ (GUJGUJ/2002/08589)
28007,JAN ABHIYAN,GUJGUJ/2015/64957,01-12-2015,Gujarati,Weekly,BHAGWAN BHIKHABHAI SOLANKI,AMIN MOHAMADBHAI SIDA,Gujarat,Gir Somnath,View  registration details for JAN ABHIYAN (GUJGUJ/2015/64957)
28008,JAN ABHIYAN,GUJGUJ1999/04123,09-07-2012,Gujarati,Weekly,AMIN MOHAMADBHAI SIDA,AMIN MOHAMADBHAI SIDA,Gujarat,Junagadh,View  registration details for JAN ABHIYAN (GUJGUJ1999/04123)
28009,JAN ABHYUDAYA,CHHHIN/2021/86088,12-01-2024,Hindi,Weekly,SAKET GOYAL,SAKET GOYAL,Chhattisgarh,Surguja,View  registration details for JAN ABHYUDAYA (CHHHIN/2021/86088)
28010,JAN ADHAR EXPRESS,DELHIN/2010/34523,08-01-2013,Hindi,Daily,ANIL KUMAR,ANIL KUMAR,Delhi,New Delhi,View  registration details for JAN ADHAR EXPRESS (DELHIN/2010/34523)
