SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
71501,TELECOM,16279,04-06-1968,Hindi,Monthly,OM P GUPTA,"ALL INDIA TELEGRAPH ENGINEERS EMPLOYEES UNION, CLASS VIII",Delhi,New Delhi,View  registration details for TELECOM (16279)
71502,TELECOM LIVE,DELENG/2004/13148,05-02-2014,English,Monthly,ANIL KUMAR,ANIL KUMAR,Delhi,New Delhi,View  registration details for TELECOM LIVE (DELENG/2004/13148)
71503,TELECOM ROYALS,RAJHIN/2014/57366,19-09-2014,Hindi,Fortnightly,SURYAPRAKASH JOSHI,SURYA PRAKASH JOSHI,Rajasthan,Bhilwara,View  registration details for TELECOM ROYALS (RAJHIN/2014/57366)
71504,TELECOM WORLD,UPBIL/2011/40055,19-12-2011,"English, HINDI",Fortnightly,REKHA TIWARI,REKHA TIWARI,Uttar Pradesh,Lucknow,View  registration details for TELECOM WORLD (UPBIL/2011/40055)
71505,TELECOMMUNICATIONS,13109,01-01-1957,English,Half Yearly,C.A. CORNOLIUS,GOVT. OF INDIA,Madhya Pradesh,Jabalpur,View  registration details for TELECOMMUNICATIONS (13109)
71506,TELEGRAM SAMVAD,UPHIN/2023/90999,26-06-2025,Hindi,Daily,R B LAL,R B LAL,Uttar Pradesh,Bareilly,View  registration details for TELEGRAM SAMVAD (UPHIN/2023/90999)
71507,TELEGRAM SANDESH,UPBIL/2021/89732,18-10-2024,BILINGUAL,Weekly,RAMENDRA BHATT,RAMENDRA BHATT,Uttar Pradesh,Lucknow,View  registration details for TELEGRAM SANDESH (UPBIL/2021/89732)
71508,TELEGRAPH,5676,25-11-1960,Malayalam,Daily,K.V. DANIEL,K.V. DANIEL,Kerala,Thrissur,View  registration details for TELEGRAPH (5676)
71509,TELEGRAPH INDIA,40246,08-10-1982,Hindi,Weekly,NARESH CHANDRA PRADHAN,NARESH CHANDRA PRADHAN,Uttar Pradesh,Lucknow,View  registration details for TELEGRAPH INDIA (40246)
71510,TELEGRAPH INDIA,UPURD/2009/32725,24-06-2010,Urdu,Daily,NARESH PRADHAN,NARESH PRADHAN,Uttar Pradesh,Lucknow,View  registration details for TELEGRAPH INDIA (UPURD/2009/32725)
71511,TELEGRAPH INDIA,UPHIN/2008/32726,24-06-2010,Hindi,Monthly,NARESH PRADHAN,NARESH PRADHAAN,Uttar Pradesh,Lucknow,View  registration details for TELEGRAPH INDIA (UPHIN/2008/32726)
71512,TELEGRAPH INDIA,UPHIN/2008/32744,24-08-2010,Hindi,Daily,NARESH PRADHAN,NARESH PRADHAAN,Uttar Pradesh,Lucknow,View  registration details for TELEGRAPH INDIA (UPHIN/2008/32744)
71513,TELEKIDS,WBENG/2012/42655,30-05-2012,English,Weekly,ZAHRA BASRAI,ABP PVT.LTD.,West Bengal,Kolkata,View  registration details for TELEKIDS (WBENG/2012/42655)
71514,TELESCOPE,28410,01-01-1974,,,,,,,View  registration details for TELESCOPE (28410)
71515,TELESCOPE TODAY,UPHIN/26/A4882,10-06-2026,Hindi,Daily,Bhaskar Singh,Bhaskar Singh,Uttar Pradesh,Lucknow,View  registration details for TELESCOPE TODAY (UPHIN/26/A4882)
71516,TELESCOPE TODAY,UPHIN/2010/31335,09-03-2010,Hindi,Weekly,BHASKAR SINGH,BHASKAR SINGH,Uttar Pradesh,Lucknow,View  registration details for TELESCOPE TODAY (UPHIN/2010/31335)
71517,TELESCOPE TODAY,UPENG/26/A5184,16-06-2026,English,Monthly,Bhaskar Singh,Bhaskar Singh,Uttar Pradesh,Lucknow,View  registration details for TELESCOPE TODAY (UPENG/26/A5184)
71518,TELEX INDIA,53164,01-01-1991,,,,,,,View  registration details for TELEX INDIA (53164)
71519,TELGAON PARISAR,70317,24-03-1999,Marathi,Weekly,KISAN SAKHARAM MANE,KISAN SAKHARAM MANE,Maharashtra,Beed,View  registration details for TELGAON PARISAR (70317)
71520,TELI MAT,MAHMAR/1993/12323,26-04-2004,Marathi,Monthly,KADIDAS DUMAN CHAUDHARI,KADIDAS DUMAN CHAUDHARI,Maharashtra,Jalgaon,View  registration details for TELI MAT (MAHMAR/1993/12323)
71521,TELI SAMAJ SEVAK,37662,26-12-1980,Marathi,Monthly,RAJENDRA RAMDAS GAVALI,"SANTAJI MANDAL, NASHIK",Maharashtra,Nashik,View  registration details for TELI SAMAJ SEVAK (37662)
71522,TELINAMA,MAHBIL/2013/52666,22-10-2013,"Marathi, Hindi",Weekly,AKRAMKHAN ABDULMAJEEDKHAN PATHAN,AKRAMKHAN ABDULMAJEEDKHAN PATHAN,Maharashtra,Jalna,View  registration details for TELINAMA (MAHBIL/2013/52666)
71523,TELL ME MORE,KERENG/2021/81510,27-05-2022,English,Monthly,JAYARAJ.J,JAYARAJ. J,Kerala,Kozhikode,View  registration details for TELL ME MORE (KERENG/2021/81510)
71524,TELL TAIL,MAHENG/2014/56593,16-08-2014,English,Quarterly,UMA KARVE,UMA KARVE,Maharashtra,Pune,View  registration details for TELL TAIL (MAHENG/2014/56593)
71525,TELLING INDIA NEWS,HARHIN/2017/75423,07-06-2018,Hindi,Annual,VIPIN,VIPIN,Haryana,Bhiwani,View  registration details for TELLING INDIA NEWS (HARHIN/2017/75423)
71526,TELLSTAR,RAJHIN/2002/11694,19-01-2004,HINDI,Fortnightly,BHANWAR LAL THAKUR,BHANWAR LAL THAKUR,Rajasthan,Jhalawar,View  registration details for TELLSTAR (RAJHIN/2002/11694)
71527,Telugodi Dhammu,APTEL/26/A4440,01-06-2026,Telugu,Weekly,SHANKAR RAO MEESALA,SHANKAR RAO MEESALA,Andhra Pradesh,Visakhapatnam,View  registration details for Telugodi Dhammu (APTEL/26/A4440)
71528,TELUGU BAVUTA,APTEL/2006/17546,30-10-2006,Telugu,Daily,P. SATYAM,P. SATYAM,Telangana,Hyderabad,View  registration details for TELUGU BAVUTA (APTEL/2006/17546)
71529,TELUGU BHASYAM,APTEL/2017/73574,20-10-2017,Telugu,Monthly,IPPILI GHANA PRAKASA RAO,IPPILI GHANA PRAKASA RAO,Andhra Pradesh,Srikakulam,View  registration details for TELUGU BHASYAM (APTEL/2017/73574)
