SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
50501,POWER POINT,APTEL/2015/64562,06-11-2015,Telugu,Monthly,CHEEMALA RAVI KUMAR,CHEEMALA RAVI KUMAR,Andhra Pradesh,Anantapur,View  registration details for POWER POINT (APTEL/2015/64562)
50502,POWER POLITICS,DELENG/2008/24595,09-12-2009,English,Monthly,HARI JAISINGH,M/S. POWER PUBLISHER PRIVATE LIMITED,Delhi,New Delhi,View  registration details for POWER POLITICS (DELENG/2008/24595)
50503,POWER POST,MPHIN/2016/70112,25-01-2017,Hindi,Weekly,PAN SINGH ARGAL,PAN SINGH ARGAL,Madhya Pradesh,Bhopal,View  registration details for POWER POST (MPHIN/2016/70112)
50504,POWER PUBLIC POLITICS,RJHIN/25/A3646,30-10-2025,Hindi,Thrice a week,BABU LAL JAT,BABU LAL JAT,Rajasthan,Jaipur,View  registration details for POWER PUBLIC POLITICS (RJHIN/25/A3646)
50505,POWER PUNCH,TELTEL/2016/69869,06-01-2017,Telugu,Monthly,NAMPALLY SRINIVAS,NAMPALLY SRINIVAS,Telangana,Hyderabad,View  registration details for POWER PUNCH (TELTEL/2016/69869)
50506,POWER PUNCH,TGENG/26/A2061,27-03-2026,English,Daily,NAMPALLY SRINIVAS,NAMPALLY SRINIVAS,Telangana,Hyderabad,View  registration details for POWER PUNCH (TGENG/26/A2061)
50507,POWER READER,APTEL/2017/72955,14-08-2017,Telugu,Weekly,SRIHARI MEESALA,SRIHARI MEESALA,Andhra Pradesh,Visakhapatnam,View  registration details for POWER READER (APTEL/2017/72955)
50508,POWER RESEARCH AND DEVELOPMENT CONSULTANTS NEWSLETTER,KARENG/2013/51589,23-08-2013,English,Quarterly,R. NAGARAJA,R. NAGARAJA,Karnataka,Bengaluru,View  registration details for POWER RESEARCH AND DEVELOPMENT CONSULTANTS NEWSLETTER (KARENG/2013/51589)
50509,POWER SANDESH,UPHIN/2024/90899,17-06-2025,Hindi,Monthly,SWATI TIWARI,SWATI TIWARI,Uttar Pradesh,Lucknow,View  registration details for POWER SANDESH (UPHIN/2024/90899)
50510,POWER SANDESH,UPHIN/2023/88757,30-08-2024,HINDI,Daily,SWATI TIWARI,SWATI TIWARI,Uttar Pradesh,Lucknow,View  registration details for POWER SANDESH (UPHIN/2023/88757)
50511,POWER SOURCE,RAJHIN/2013/50646,03-07-2013,Hindi,Monthly,PRABHU SINGH BARETH,PRABHU SINGH BARETH,Rajasthan,Jaipur,View  registration details for POWER SOURCE (RAJHIN/2013/50646)
50512,POWER STORY,KARKAN/2021/82029,08-09-2022,Kannada,Weekly,SURESH .H,SURESH .H,Karnataka,Davanagere,View  registration details for POWER STORY (KARKAN/2021/82029)
50513,POWER STROKE,KARKAN/2021/81156,24-02-2022,Kannada,Daily,MAHAMMADFIROZ JAMADAR,MAHAMMADFIROZ JAMADAR,Karnataka,Bagalkot,View  registration details for POWER STROKE (KARKAN/2021/81156)
50514,Power Struggle News,MHMAR/26/A2906,29-04-2026,Marathi,Weekly,Gutte Nagnath Haribhau,Gutte Nagnath Haribhau,Maharashtra,Latur,View  registration details for Power Struggle News (MHMAR/26/A2906)
