SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
15001,DAINIK AJAY UJALA,CHHHIN/2021/81016,24-01-2022,Hindi,Daily,AJAY KUMAR DEVANGAN,AJAY KUMAR DEVANGAN,Chhattisgarh,Gariyaband,View  registration details for DAINIK AJAY UJALA (CHHHIN/2021/81016)
15002,DAINIK AKASH UJALA,MPHIN/25/A0937,03-06-2025,Hindi,Daily,AYAAN KHAN,AYAAN KHAN,Madhya Pradesh,Ujjain,View  registration details for DAINIK AKASH UJALA (MPHIN/25/A0937)
15003,DAINIK ALOK,38043,12-12-2005,Hindi,Daily,MOHD HAMID KHAN,MOHD. HAMEED KHAN,Madhya Pradesh,Bhopal,View  registration details for DAINIK ALOK (38043)
15004,DAINIK AMAN,67248,16-04-1997,Hindi,Daily,ARTI LAMBA,ARTI LAMBA,Delhi,New Delhi,View  registration details for DAINIK AMAN (67248)
15005,Dainik amarkantak bhumi,CTHIN/26/A2169,02-04-2026,Hindi,Daily,Munendra yadav,Munendra yadav,Chhattisgarh,Koriya,View  registration details for Dainik amarkantak bhumi (CTHIN/26/A2169)
15006,DAINIK AMRAI SAMACHAR,MPHIN/2023/88140,29-07-2024,HINDI,Daily,MOHAMMAD KASIM KHAN,MOHAMMAD KASIM KHAN,Madhya Pradesh,Vidisha,View  registration details for DAINIK AMRAI SAMACHAR (MPHIN/2023/88140)
15007,Dainik Anurag Vani,CTHIN/26/A6646,11-08-2026,Hindi,Daily,Purushottam Rathore,Purushottam Rathore,Chhattisgarh,Janjgir - Champa,View  registration details for Dainik Anurag Vani (CTHIN/26/A6646)
15008,DAINIK ASAM,ASSASS/2010/37535,06-08-2012,Assamese,Daily,SHRI CHANDAN KUMAR CHOUHAN,DAINIK ASAM PVT.LTD,Assam,Assam,View  registration details for DAINIK ASAM (ASSASS/2010/37535)
15009,DAINIK ASAM,11989,09-06-2010,Assamese,Daily,CHANDAN KUMAR CHOUHAN,DAINIK ASAM PVT.LTD,Assam,Kamrup Metropolitan,View  registration details for DAINIK ASAM (11989)
15010,DAINIK ASHA,42004,21-08-2013,Oriya,Daily,PRAMOD KUMAR PANDA,DAINIK ASHA PUBLICATIONS PVT. LTD.,Odisha,Ganjam,View  registration details for DAINIK ASHA (42004)
15011,DAINIK ATAL CHETNA,MPHIN/2015/60173,12-02-2015,Hindi,Daily,JITENDRA SINGH PARIHAR,JITENDRA SINGH PARIHAR,Madhya Pradesh,Damoh,View  registration details for DAINIK ATAL CHETNA (MPHIN/2015/60173)
15012,DAINIK AVANTIKA,MPHIN/2006/17011,01-08-2006,Hindi,Daily,ANIL MEHTA,AVANTIKA PRAKASHAN,Madhya Pradesh,Bhopal,View  registration details for DAINIK AVANTIKA (MPHIN/2006/17011)
15013,DAINIK AVANTIKA,13178,12-07-1968,Hindi,Daily,SURENDRA MEHTA,AVANTIKA PRAKASHAN,Madhya Pradesh,Ujjain,View  registration details for DAINIK AVANTIKA (13178)
15014,DAINIK AWADH MILAP,UPHIN/2022/84000,27-04-2023,Hindi,Daily,DEEPAK SHUKLA,DEEPAK SHUKLA,Uttar Pradesh,Lucknow,View  registration details for DAINIK AWADH MILAP (UPHIN/2022/84000)
15015,DAINIK AWADH MILAP,UPHIN/2023/89781,22-10-2024,HINDI,Monthly,DEEPAK SHUKLA,DEEPAK SHUKLA,Uttar Pradesh,Lucknow,View  registration details for DAINIK AWADH MILAP (UPHIN/2023/89781)
15016,DAINIK BAATMI,MAHMAR/2021/81464,09-05-2022,Marathi,Weekly,SAMEER AHEMAD FAROOQUI IFTEKHAR FAROOQUI,SAMEER AHEMAD FAROOQUI IFTEKHAR FAROOQUI,Maharashtra,Beed,View  registration details for DAINIK BAATMI (MAHMAR/2021/81464)
15017,DAINIK BANDUK,65349,03-03-1992,Hindi,Daily,PRASAM JAIN,PRASAM JAIN,Madhya Pradesh,Bhopal,View  registration details for DAINIK BANDUK (65349)
15018,DAINIK BARKAT SHAHAR,MPHIN/26/A3957,20-05-2026,Hindi,Daily,ZUBIYA AHMAD,ZUBIYA AHMAD,Madhya Pradesh,Bhopal,View  registration details for DAINIK BARKAT SHAHAR (MPHIN/26/A3957)
15019,DAINIK BHAGYAANSH,MPHIN/2023/89006,25-09-2024,HINDI,Daily,Surendra Sharma,BHAGYANSH PUBLICATION PRIVET LIMITED,Madhya Pradesh,Bhopal,View  registration details for DAINIK BHAGYAANSH (MPHIN/2023/89006)
15020,DAINIK BHANU PRABHAT,UPHIN/2022/87056,29-04-2024,Hindi,Daily,BHANU PRATAP,BHANU PRATAP,Uttar Pradesh,Chitrakoot,View  registration details for DAINIK BHANU PRABHAT (UPHIN/2022/87056)
15021,DAINIK BHARAT SAMACHAR PATRA,UPBIL/2022/84261,12-05-2023,"English, HINDI",Weekly,ROHIT KUMAR,ROHIT KUMAR,Uttar Pradesh,Meerut,View  registration details for DAINIK BHARAT SAMACHAR PATRA (UPBIL/2022/84261)
15022,DAINIK BHARATI,17326,30-11-2012,HINDI,Daily,SANTOSH KUMAR AGRAWAL,SANTOSH KUMAR AGRAWAL,Madhya Pradesh,Katni,View  registration details for DAINIK BHARATI (17326)
15023,DAINIK BHARATI,38312,30-07-1996,Hindi,Daily,CHANDRA SHEKHAR AGRAWAL,SANTOSH KUMAR AGARWAL,Madhya Pradesh,Shahdol,View  registration details for DAINIK BHARATI (38312)
15024,DAINIK BHASKAR,RAJHIN/2017/71977,01-06-2017,Hindi,Daily,MUKESH GOPALKRISHAN MANGAL,D.B. CORP.LTD,Rajasthan,Barmer,View  registration details for DAINIK BHASKAR (RAJHIN/2017/71977)
15025,DAINIK BHASKAR,CHHHIN/2008/28623,10-08-2009,Hindi,Daily,ANEIL MAHAJAN,D.B. CORP.LTD,Chhattisgarh,Bastar,View  registration details for DAINIK BHASKAR (CHHHIN/2008/28623)
15026,DAINIK BHASKAR,RAJHIN/2011/36185,16-03-2011,Hindi,Daily,MUKESH GOPALKRISHAN MANGAL,D.B. CORP.LTD,Rajasthan,Alwar,View  registration details for DAINIK BHASKAR (RAJHIN/2011/36185)
15027,DAINIK BHASKAR,67150,12-03-1997,Hindi,Daily,MUKESH GOPALKRISHAN MANGAL,D.B. CORP.LTD,Rajasthan,Bikaner,View  registration details for DAINIK BHASKAR (67150)
15028,DAINIK BHASKAR,MAHHIN/2002/09133,26-02-2003,Hindi,Daily,Satish Ratanchand Ranka,BHASKAR PRAKASHAN PVT. LTD.,Maharashtra,Nagpur,View  registration details for DAINIK BHASKAR (MAHHIN/2002/09133)
15029,DAINIK BHASKAR,JHAHIN/2010/33083,13-10-2010,Hindi,Daily,KEDAR PRASAD SINGHAL,D.B. CORP.LTD,Jharkhand,Purbi Singhbhum,View  registration details for DAINIK BHASKAR (JHAHIN/2010/33083)
15030,DAINIK BHASKAR,56474,20-12-1993,Hindi,Daily,KEDAR PRASAD SINGHAL,D.B. CORP.LTD,Chhattisgarh,Bilaspur,View  registration details for DAINIK BHASKAR (56474)
15031,DAINIK BHASKAR,DELHIN/2007/22001,30-11-2007,Hindi,Daily,BHARAT BHUSHAN,D.B. CORP.LTD,Delhi,New Delhi,View  registration details for DAINIK BHASKAR (DELHIN/2007/22001)
15032,DAINIK BHASKAR,CHHHIN/2008/28545,30-07-2009,Hindi,Daily,ANEIL MAHAJAN,D.B. CORP.LTD,Chhattisgarh,Durg,View  registration details for DAINIK BHASKAR (CHHHIN/2008/28545)
15033,DAINIK BHASKAR,HPHIN/2008/25611,12-09-2008,Hindi,Daily,SANJAY GUPTA,D.B. CORP.LTD,Himachal Pradesh,Shimla,View  registration details for DAINIK BHASKAR (HPHIN/2008/25611)
15034,DAINIK BHASKAR,66413,01-01-1997,Hindi,Daily,MUKESH GOPALKRISHAN MANGAL,D.B. CORP.LTD,Rajasthan,Jodhpur,View  registration details for DAINIK BHASKAR (66413)
15035,DAINIK BHASKAR,68960,28-08-1998,Hindi,Daily,MUKESH GOPALKRISHAN MANGAL,M/S D.B. CORP. LIMITED,Rajasthan,Udaipur,View  registration details for DAINIK BHASKAR (68960)
15036,DAINIK BHASKAR,66403,24-01-2012,Hindi,Daily,MUKESH GOPALKRISHAN MANGAL,D.B. CORP.LTD,Rajasthan,Jaipur,View  registration details for DAINIK BHASKAR (66403)
15037,DAINIK BHASKAR,1946,04-03-1957,Hindi,Daily,KEDAR PRASAD SINGHAL,D B CORPORATION LTD,Madhya Pradesh,Indore,View  registration details for DAINIK BHASKAR (1946)
