SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
62001,SAPTAH KA SAFAR,UPHIN/2012/50292,14-06-2013,Hindi,Daily,DEEPAK RAJAWAT,DEEPAK RAJAWAT,Uttar Pradesh,Jalaun,View  registration details for SAPTAH KA SAFAR (UPHIN/2012/50292)
62002,SAPTAH KA SAFAR,65547,26-04-2012,HINDI,Weekly,DEEPAK RAJAWAT,DEEPAK RAJAWAT,Uttar Pradesh,Lucknow,View  registration details for SAPTAH KA SAFAR (65547)
62003,SAPTAH KA SAFAR,UPHIN/2024/90807,04-06-2025,Hindi,Daily,DEEPAK RAJAWAT,DEEPAK RAJAWAT,Uttar Pradesh,Lucknow,View  registration details for SAPTAH KA SAFAR (UPHIN/2024/90807)
62004,SAPTAH KA SAFAR,UPHIN/2020/90452,06-02-2025,Hindi,Daily,DEEPAK RAJAWAT,DEEPAK RAJAWAT,Uttar Pradesh,Jhansi,View  registration details for SAPTAH KA SAFAR (UPHIN/2020/90452)
62005,SAPTAH KE SAPTARANG,MPHIN/2023/89008,25-09-2024,HINDI,Monthly,REHAN,REHAN,Madhya Pradesh,Bhopal,View  registration details for SAPTAH KE SAPTARANG (MPHIN/2023/89008)
62006,SAPTAH KE SAPTARANG,MPHIN/25/A3671,03-11-2025,HINDI,Quarterly,REHAN,REHAN,Madhya Pradesh,Bhopal,View  registration details for SAPTAH KE SAPTARANG (MPHIN/25/A3671)
62007,SAPTAH KI HULCHAL,DELHIN/2008/24418,24-06-2008,Hindi,Weekly,SHWETA GUPTA,SHWETA GUPTA,Delhi,New Delhi,View  registration details for SAPTAH KI HULCHAL (DELHIN/2008/24418)
62008,SAPTAH KI KHABAR,UPHIN/2011/39698,22-11-2011,Hindi,Weekly,ANJU TIWARI,ANJU TIWARI,Uttar Pradesh,Lucknow,View  registration details for SAPTAH KI KHABAR (UPHIN/2011/39698)
62009,SAPTAH KI KHOJ,MPHIN/2015/64642,09-11-2015,Hindi,Weekly,FARHAN KHAN,FARHAN KHAN,Madhya Pradesh,Bhopal,View  registration details for SAPTAH KI KHOJ (MPHIN/2015/64642)
62010,SAPTAH NA SOOR,GUJGUJ/2013/59015,17-12-2014,Gujarati,Weekly,Christian Julius Manilal,Christian Julius Manilal,Gujarat,Amreli,View  registration details for SAPTAH NA SOOR (GUJGUJ/2013/59015)
62011,SAPTAHIK VIJAY WARTA,MHMAR/26/A5530,25-06-2026,Marathi,Weekly,Bhaskar pundlikrao ingle,Bhaskar pundlikrao ingle,Maharashtra,Gadchiroli,View  registration details for SAPTAHIK VIJAY WARTA (MHMAR/26/A5530)
62012,SAPTAHIK AKSHAR VARTA,MAHMAR/2021/83381,23-02-2023,MARATHI,Daily,SANJAY RAGHUNATH HANGE,SANJAY RAGHUNATH HANGE,Maharashtra,Beed,View  registration details for SAPTAHIK AKSHAR VARTA (MAHMAR/2021/83381)
62013,SAPTAHIK ASHT PARIKRAMA,56478,28-02-1994,Hindi,Weekly,BANSHI LAL KUSHWAHA,BANSHI LAL KUSHWAHA,Madhya Pradesh,Sehore,View  registration details for SAPTAHIK ASHT PARIKRAMA (56478)
62014,SAPTAHIK AWROHI,69876,02-02-1999,Hindi,Weekly,SUNIL SAXENA,SUNIL SAXENA,Madhya Pradesh,Bhopal,View  registration details for SAPTAHIK AWROHI (69876)
62015,Saptahik Banglar Kotha,WBBEN/25/A2264,25-08-2025,Bengali,Weekly,Prasanta singha,Prasanta singha,West Bengal,South 24 Parganas,View  registration details for Saptahik Banglar Kotha (WBBEN/25/A2264)
62016,SAPTAHIK BARSHI SHIVPRABHAT,70751,19-05-1999,MARATHI,Weekly,VAIJAYANTI SHANKARRAO BHISE,VAIJAYANTI SHANKARRAO BHISE,Maharashtra,Solapur,View  registration details for SAPTAHIK BARSHI SHIVPRABHAT (70751)
62017,SAPTAHIK BARSI ZAPATA,70609,29-04-1999,Marathi,Weekly,GOVINDA SHANKARRAO BHISE,GOVINDA SHANKARRAO BHISE,Maharashtra,Solapur,View  registration details for SAPTAHIK BARSI ZAPATA (70609)
62018,SAPTAHIK BARTMAN,48049,31-07-2014,Bengali,Weekly,JIBANANDA BOSE,BARTAMAN PRIVATE LTD.,West Bengal,Kolkata,View  registration details for SAPTAHIK BARTMAN (48049)
62019,SAPTAHIK BEENA GARJAN,31298,03-01-1978,Hindi,Weekly,,,Madhya Pradesh,Sagar,View  registration details for SAPTAHIK BEENA GARJAN (31298)
62020,SAPTAHIK BHAGWE WADHAL,MHMAR/26/A1580,16-03-2026,Marathi,Weekly,DATTA SHRAVAN KHANDARE,DATTA SHRAVAN KHANDARE,Maharashtra,Mumbai,View  registration details for SAPTAHIK BHAGWE WADHAL (MHMAR/26/A1580)
62021,SAPTAHIK BULDANA SATYAMEV,MAHMAR/2023/84327,18-05-2023,Marathi,Weekly,NITESH EKNATH THIGLE,NITESH EKNATH THIGLE,Maharashtra,Buldhana,View  registration details for SAPTAHIK BULDANA SATYAMEV (MAHMAR/2023/84327)
62022,SAPTAHIK DALIT ASOM,66454,01-01-1997,Assamese,Weekly,GIRINDRA KUMAR KARJEE,"GIRINDRA KR.KARJEE,",Assam,Kamrup Metropolitan,View  registration details for SAPTAHIK DALIT ASOM (66454)
62023,SAPTAHIK DISHASHODH,MHMAR/25/A2284,25-08-2025,Marathi,Weekly,mohd taher mohd rasul shaikh,mohd taher mohd rasul shaikh,Maharashtra,Latur,View  registration details for SAPTAHIK DISHASHODH (MHMAR/25/A2284)
62024,Saptahik Jagat Nirala,MPHIN/26/A1745,20-03-2026,Hindi,Weekly,Kailash Gupta,Kailash Gupta,Madhya Pradesh,Dhar,View  registration details for Saptahik Jagat Nirala (MPHIN/26/A1745)
62025,SAPTAHIK KARAD SUPERFAST,MAHMAR/2022/85638,31-10-2023,Marathi,Weekly,SANTOSH HANMANT WAYDANDE,SANTOSH HANMANT WAYDANDE,Maharashtra,Satara,View  registration details for SAPTAHIK KARAD SUPERFAST (MAHMAR/2022/85638)
62026,SAPTAHIK KICHU KATHA,53872,04-10-1994,Bengali,Weekly,SWAPAN CHAKRABORTY,SWAPAN CHAKRABORTY,Tripura,West Tripura,View  registration details for SAPTAHIK KICHU KATHA (53872)
62027,SAPTAHIK KRISHAK BANDHU,53853,28-03-1994,Assamese,Weekly,PADMESWAR CHITRAKAR,PADMESWAR CHITRAKAR,Assam,Kamrup Metropolitan,View  registration details for SAPTAHIK KRISHAK BANDHU (53853)
62028,SAPTAHIK MADHYA PRADESH AAJKAL,56599,23-12-1993,Hindi,Weekly,KAMLESH PRADHAN,KAMLESH PARDHAN,Madhya Pradesh,Bhopal,View  registration details for SAPTAHIK MADHYA PRADESH AAJKAL (56599)
62029,SAPTAHIK MANBHUM SAMBAD,WBBEN/2010/34580,02-12-2010,Bengali,Weekly,VIVEKANANDA TRIPATHY,MANBHUM SAMBAD PUBLICATION PVT. LTD.,West Bengal,Puruliya,View  registration details for SAPTAHIK MANBHUM SAMBAD (WBBEN/2010/34580)
62030,SAPTAHIK MANYAD DARPAN,MHMAR/26/A3669,13-05-2026,Marathi,Weekly,Maske Vinod Raghunathrao,Maske Vinod Raghunathrao,Maharashtra,Nanded,View  registration details for SAPTAHIK MANYAD DARPAN (MHMAR/26/A3669)
62031,SAPTAHIK MEGHNA SAMACHAR,UTTHIN/2010/36386,24-03-2011,Hindi,Weekly,SATYAPAL MALIK,SHRI GAYATRI ANATHALAYA AVAM GAUSHALA PRABANDHAN NYAS,Uttarakhand,Haridwar,View  registration details for SAPTAHIK MEGHNA SAMACHAR (UTTHIN/2010/36386)
62032,SAPTAHIK MORIGAON,67320,11-03-2013,Assamese,Weekly,DAMAYANTI DEVI,DAMAYANTI DEVI,Assam,Morigaon,View  registration details for SAPTAHIK MORIGAON (67320)
62033,SAPTAHIK MUKTA BANGLA,43911,05-09-2012,Bengali,Weekly,SHYAMALI SAMANTA,SHYAMALI SAMANTA,West Bengal,Purba Bardhaman,View  registration details for SAPTAHIK MUKTA BANGLA (43911)
62034,SAPTAHIK NANDIGRAM NEWS,MAHMAR/2022/82581,28-10-2022,Marathi,Daily,SANJAY NAMDEVRAO KANDHARKAR,SANJAY NAMDEVRAO KANDHARKAR,Maharashtra,Nanded,View  registration details for SAPTAHIK NANDIGRAM NEWS (MAHMAR/2022/82581)
62035,SAPTAHIK NAVABARTA,ASSASS/2015/65377,30-12-2015,Assamese,Weekly,ANJALI MAHANTA,ANJALI MAHANTA,Assam,Kamrup Metropolitan,View  registration details for SAPTAHIK NAVABARTA (ASSASS/2015/65377)
62036,SAPTAHIK NEW BHARAT CHHINDWARA,MPHIN/2021/82125,12-09-2022,Hindi,Weekly,RAKESH VISHWAKARMA,RAKESH VISHWAKARMA,Madhya Pradesh,Chhindwara,View  registration details for SAPTAHIK NEW BHARAT CHHINDWARA (MPHIN/2021/82125)
62037,SAPTAHIK PANDHARI SANDESH,MAHMAR/2021/85897,26-12-2023,Marathi,Weekly,RAMKRISHNA GAJANAN BIDKAR,RAMKRISHNA GAJANAN BIDKAR,Maharashtra,Solapur,View  registration details for SAPTAHIK PANDHARI SANDESH (MAHMAR/2021/85897)
62038,SAPTAHIK PRAMAN,23450,03-09-1991,Hindi,Weekly,RAJNI TANGDI,RAJNI TANGARI,Uttar Pradesh,Kanpur Nagar,View  registration details for SAPTAHIK PRAMAN (23450)
62039,SAPTAHIK SAKAL,46884,07-07-2000,Marathi,Weekly,SHRIRAM JAYSINGRAO PAWAR,SAKAL MEDIA PVT. LTD.,Maharashtra,Pune,View  registration details for SAPTAHIK SAKAL (46884)
62040,SAPTAHIK SAMATA EXPRESS,MHMAR/26/A3894,19-05-2026,Marathi,Weekly,Santosh Purushottam Waghamare,SANTOSH PURUSHOTTAM WAGHAMARE,Maharashtra,Washim,View  registration details for SAPTAHIK SAMATA EXPRESS (MHMAR/26/A3894)
62041,SAPTAHIK SAMAY,66725,01-01-1997,Oriya,Weekly,PATI TAPABAN MOHAPATRA,ASHIRWAD PRAKASHAN PVT. LTD.,Odisha,Khordha,View  registration details for SAPTAHIK SAMAY (66725)
62042,SAPTAHIK SANMANPTRA,MAHMAR/2023/88680,27-08-2024,MARATHI,Weekly,SHIVNATH NAMDEV MOTKAR,SHIVNATH NAMDEV MOTKAR,Maharashtra,Chhatrapati Sambhaji Nagar,View  registration details for SAPTAHIK SANMANPTRA (MAHMAR/2023/88680)
62043,SAPTAHIK SARTH LOKNITI,MAHMAR/2021/80900,10-01-2022,MARATHI,Weekly,SANTOSH BHAUSAHEB WAVHAL,SANTOSH BHAUSAHEB WAVHAL,Maharashtra,Raigad,View  registration details for SAPTAHIK SARTH LOKNITI (MAHMAR/2021/80900)
62044,SAPTAHIK SASAN NITI,65631,10-10-1995,Hindi,Weekly,VIJAY RAJJU PRASAD MISHRA,VIJAY RAJJU PRASAD MISHRA,Maharashtra,Chhatrapati Sambhaji Nagar,View  registration details for SAPTAHIK SASAN NITI (65631)
62045,SAPTAHIK SHIKRAPUR VARTAPATRA,MAHMAR/2021/81530,02-06-2022,Marathi,Weekly,NANDKUMAR PANDURANG SHAHANE,NANDKUMAR PANDURANG SHAHANE,Maharashtra,Pune,View  registration details for SAPTAHIK SHIKRAPUR VARTAPATRA (MAHMAR/2021/81530)
62046,Saptahik Siddhi Jagran,UPHIN/25/A2155,08-08-2025,Hindi,Weekly,Alok Jain,Alok Jain,Uttar Pradesh,Lalitpur,View  registration details for Saptahik Siddhi Jagran (UPHIN/25/A2155)
62047,SAPTAHIK SIKKIM,SIKNEP/2006/17633,06-11-2006,Nepali,Weekly,C.B. CHETTRI,C.B. CHETTRI,Sikkim,East Sikkim,View  registration details for SAPTAHIK SIKKIM (SIKNEP/2006/17633)
62048,SAPTAHIK SIRHIND NIDHI,42474,24-12-1986,Punjabi,Weekly,SAROJ SIRHINDI,,,,View  registration details for SAPTAHIK SIRHIND NIDHI (42474)
62049,SAPTAHIK TARPAN,MAHMAR/2023/88104,25-07-2024,MARATHI,Weekly,MANURKAR SANTOSH PRABHAKARRAO,MANURKAR SANTOSH PRABHAKARRAO,Maharashtra,Beed,View  registration details for SAPTAHIK TARPAN (MAHMAR/2023/88104)
62050,SAPTAHIK UPGRAH,45259,14-08-1987,Hindi,Weekly,SUSHIL CHHAJED,SUSHIL CHHAJED,Madhya Pradesh,Ratlam,View  registration details for SAPTAHIK UPGRAH (45259)
62051,SAPTAHIK VANIJYA DOOT,17295,01-01-1969,Hindi,Weekly,KRISHNA KHANDELWAL,KRISHNA KHANDELWAL,Madhya Pradesh,Indore,View  registration details for SAPTAHIK VANIJYA DOOT (17295)
62052,SAPTAHIK VEER CHANAKYA,MHMAR/26/A2204,06-04-2026,Marathi,Weekly,GAUTAMRAO TULSIRAMJI KHANDARE,GAUTAMRAO TULSIRAMJI KHANDARE,Maharashtra,Amravati,View  registration details for SAPTAHIK VEER CHANAKYA (MHMAR/26/A2204)
62053,SAPTAHIK VYAPAR SAMACHAR,38697,30-03-1996,Hindi,Weekly,SURESH CHAND,SURESH CHAND,Uttar Pradesh,Hapur,View  registration details for SAPTAHIK VYAPAR SAMACHAR (38697)
62054,Saptak Times,WBBEN/26/A6115,25-07-2026,Bengali,Weekly,SAJAL MUKHERJEE,SAJAL MUKHERJEE,West Bengal,Bankura,View  registration details for Saptak Times (WBBEN/26/A6115)
62055,SAPTARISHI SAMACHAR,UPHIN/2017/72200,13-06-2017,Hindi,Fortnightly,SUSHIL KUMAR DWIVEDI,SUSHIL KUMAR DWIVEDI,Uttar Pradesh,Etawah,View  registration details for SAPTARISHI SAMACHAR (UPHIN/2017/72200)
62056,SAPTARSHI NEWS,GUJGUJ/2021/90251,02-12-2024,GUJARATI,Weekly,NARESHKUMAR JAGDISHCHANDRA GUPTA,NARESHKUMAR JAGDISHCHANDRA GUPTA,Gujarat,Banaskantha,View  registration details for SAPTARSHI NEWS (GUJGUJ/2021/90251)
62057,SAPTAVAHINI,KARKAN/2019/78894,22-09-2020,Kannada,Weekly,SADANANDA S. BHAT,SADANANDA S BHAT,Karnataka,Uttara Kannada,View  registration details for SAPTAVAHINI (KARKAN/2019/78894)
62058,SAPTGRAH,MPHIN/2011/39989,13-12-2011,Hindi,Weekly,NAUSHAD QURESHI,NAUSHAD QURESHI,Madhya Pradesh,Bhopal,View  registration details for SAPTGRAH (MPHIN/2011/39989)
62059,SAPTGRAH,MPHIN/2018/76714,25-01-2019,Hindi,Daily,NAUSHAD QURESHI,NAUSHAD QURESHI,Madhya Pradesh,Bhopal,View  registration details for SAPTGRAH (MPHIN/2018/76714)
62060,SAPTHA SWARA,KARKAN/2020/85668,09-11-2023,Kannada,Fortnightly,RAJESH.H.S,RAJESH HS,Karnataka,Tumkur,View  registration details for SAPTHA SWARA (KARKAN/2020/85668)
62061,SAPTHAGIRI,APKAN/2021/80589,29-10-2021,Kannada,Monthly,DR. K. RADHARAMANA,TIRUMALA TIRUPATI DEVASTHANAMS,Andhra Pradesh,Chittoor,View  registration details for SAPTHAGIRI (APKAN/2021/80589)
