SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
54001,PUSHPAK MITHRA VAHINI,KARKAN/2006/19244,19-04-2007,Kannada,Daily,A L SHEKARA,A.L. SHEKARA,Karnataka,Mandya,View  registration details for PUSHPAK MITHRA VAHINI (KARKAN/2006/19244)
54002,PUSHPAK SAHITYIKI,TELHIN/2017/74301,29-12-2017,Hindi,Quarterly,DR. AHILYA MISHRA,DR. AHILYA MISHRA,Telangana,Hyderabad,View  registration details for PUSHPAK SAHITYIKI (TELHIN/2017/74301)
54003,PUSHPAK SAMACHAR,GUJGUJ/2015/65773,22-01-2016,Gujarati,Weekly,PARSOTAM GANDALAL DHOLARIYA,PARSOTAM GANDALAL DHOLARIYA,Gujarat,Junagadh,View  registration details for PUSHPAK SAMACHAR (GUJGUJ/2015/65773)
54004,PUSHPAK TIMES,42339,23-05-1984,Hindi,Monthly,VIRENDER KUMAR,VIRENDRA KUMAR,Haryana,Gurugram,View  registration details for PUSHPAK TIMES (42339)
54005,PUSHPAKA DWANI,55209,05-02-2013,Malayalam,Monthly,K.M DEVAKI KUTTY,SREE PUSHPAKA BRAHMANA SEVA SANGHAM,Kerala,Thiruvananthapuram,View  registration details for PUSHPAKA DWANI (55209)
54006,PUSHPANJALI PATH,MPHIN/2017/76252,17-10-2018,Hindi,Monthly,PUSHPA SHUKLA,PUSHPA SHUKLA,Madhya Pradesh,Bhopal,View  registration details for PUSHPANJALI PATH (MPHIN/2017/76252)
54007,PUSHPANJALI TODAY,MPHIN/2015/62199,27-05-2015,Hindi,Monthly,BHARAT SINGH CHAUHAN,BHARAT SINGH CHAUHAN,Madhya Pradesh,Gwalior,View  registration details for PUSHPANJALI TODAY (MPHIN/2015/62199)
54008,PUSHPANJALI TODAY,MPHIN/2021/83938,21-04-2023,Hindi,Daily,BHARAT SINGH CHAUHAN,BHARAT SINGH CHAUHAN,Madhya Pradesh,Gwalior,View  registration details for PUSHPANJALI TODAY (MPHIN/2021/83938)
54009,PUSHPAWANTI NAGARI,MAHMAR/2008/28444,20-07-2009,Marathi,Weekly,GANESH CHIMANSING RATHOD,GANESH CHIMANSING RATHOD,Maharashtra,Yavatmal,View  registration details for PUSHPAWANTI NAGARI (MAHMAR/2008/28444)
54010,PUSHPCHAKRA,32989,27-03-1978,Hindi,Weekly,OM PRAKASH TRIPATHI,OMPRAKASH TRIPATHI,Uttar Pradesh,Deoria,View  registration details for PUSHPCHAKRA (32989)
54011,PUSHPGANDHA,HARHIN/2010/34474,26-11-2010,Hindi,Quarterly,VIKESH NIJHAWAN,VIKESH NIJHAWAN,Haryana,Ambala,View  registration details for PUSHPGANDHA (HARHIN/2010/34474)
54012,PUSHPI,2344,20-02-1957,Hindi,Monthly,SHRI SURENDRA KUMAR AGRAWAL,SHRI SURENDRA KUMAR AGRAWAL,Uttar Pradesh,Prayagraj,View  registration details for PUSHPI (2344)
54013,PUSHPIT,UPHIN/2011/36974,02-05-2011,Hindi,Weekly,KARAN SINGH PARIHAR,KARAN SINGH PARIHAR,Uttar Pradesh,Kanpur Nagar,View  registration details for PUSHPIT (UPHIN/2011/36974)
54014,PUSHPIT TULIKA,MPBIL/2023/87185,06-05-2024,"English, HINDI",Quarterly,NAMITA DUBEY,NAMITA DUBEY,Madhya Pradesh,Indore,View  registration details for PUSHPIT TULIKA (MPBIL/2023/87185)
54015,Pushplata mangalam,UPHIN/26/A0525,20-01-2026,Hindi,Monthly,Deepti Tiwari,Deepti Tiwari,Uttar Pradesh,Lucknow,View  registration details for Pushplata mangalam (UPHIN/26/A0525)
54016,PUSHPVATIKA,BIHHIN/2010/38551,12-08-2011,Hindi,Monthly,DEEPAK KUMAR,DEEPAK KUMAR,Bihar,Jehanabad,View  registration details for PUSHPVATIKA (BIHHIN/2010/38551)
54017,PUSHTABHOOMI,MAHMAR/2017/74848,21-02-2018,Marathi,Daily,SAYYAD KARIM SAYYAD RAHIM,SAYYAD KARIM SAYYAD RAHIM,Maharashtra,Jalna,View  registration details for PUSHTABHOOMI (MAHMAR/2017/74848)
54018,PUSHTI PARAG,GUJGUJ/1999/08044,24-10-2002,Gujarati,Weekly,SHAH NEETABEN PARESHKUMAR,SHAH NEETABEN PARESHKUMAR,Gujarat,Ahmedabad,View  registration details for PUSHTI PARAG (GUJGUJ/1999/08044)
54019,PUSHTI SAMACHAR,PBMUL/26/A4707,04-06-2026,"Punjabi, Hindi, English",Monthly,Kush Chawla,Kush Chawla,Punjab,Jalandhar,View  registration details for PUSHTI SAMACHAR (PBMUL/26/A4707)
54020,PUSHTI SANSKAR,GUJGUJ/2010/34004,28-07-2014,Gujarati,Monthly,JAYENDRAKUMAR B. TANNA,SHREE PUSHTI SANSKAR SANSTHAN,Gujarat,Junagadh,View  registration details for PUSHTI SANSKAR (GUJGUJ/2010/34004)
54021,PUSHTI VARDHANAM,RAJHIN/2012/49152,11-04-2013,Hindi,Daily,DASHRATH SHARMA,DASHRATH SHARMA,Rajasthan,Bhilwara,View  registration details for PUSHTI VARDHANAM (RAJHIN/2012/49152)
54022,PUSHTIDHWAJA,MPHIN/2007/20376,14-02-2012,Hindi,Monthly,GWALDAS AGARWAL,PUSHTIMARGIYA BALLABH SEWA KENDRA SAMITI,Madhya Pradesh,Gwalior,View  registration details for PUSHTIDHWAJA (MPHIN/2007/20376)
54023,PUSHTIRAS CHAKRA,RAJBIL/2016/67762,05-07-2016,"English, HINDI",Fortnightly,SWATI JOSHI,SWATI JOSHI,Rajasthan,Jodhpur,View  registration details for PUSHTIRAS CHAKRA (RAJBIL/2016/67762)
54024,PUSHYA,MAHMAR/2004/22172,13-12-2007,Marathi,Weekly,K.D.VARMA,K.D.VARMA,Maharashtra,Parbhani,View  registration details for PUSHYA (MAHMAR/2004/22172)
54025,puskara godari,APTEL/26/A3567,13-05-2026,Telugu,Daily,BOLLA SRINU,BOLLA SRINU,Andhra Pradesh,Eluru,View  registration details for puskara godari (APTEL/26/A3567)
54026,PUSTAK BHANDAR,26885,12-12-2005,"English, HINDI",Monthly,RAM AVTAR GUPTA,M/S HIND PUSTAK BHANDAR,Delhi,New Delhi,View  registration details for PUSTAK BHANDAR (26885)
54027,pustak sameekshaen,UPHIN/26/A0521,20-01-2026,Hindi,Monthly,Nirmla Shukla,Nirmla Shukla,Uttar Pradesh,Lucknow,View  registration details for pustak sameekshaen (UPHIN/26/A0521)
54028,PUSTAK SANSKRITI,DELHIN/2016/68219,11-08-2016,Hindi,Bimonthly (Once in two months),ANUJ KUMAR BHARTI,NATIONAL BOOK TRUST,Delhi,New Delhi,View  registration details for PUSTAK SANSKRITI (DELHIN/2016/68219)
54029,PUSTAKALAYA,14950,19-08-1967,Gujarati,Monthly,JAYENDRA S. BHAVSAR,GUJARAT PUSTAKALAYA S.S. MANDAL,Gujarat,Vadodara,View  registration details for PUSTAKALAYA (14950)
54030,PUSTAKALAYA SANDESH,13160,01-01-1968,Hindi,Quarterly,VASUDEO SHIVRAM MOGHE,INDORE SAMBHAG PUSTAKALAYA SANGH,Madhya Pradesh,Indore,View  registration details for PUSTAKALAYA SANDESH (13160)
54031,PUSTAKANCHI DUNIYA,MAHMAR/2008/23130,04-03-2008,Marathi,Monthly,DILIP B. LATHI,DILIP B. LATHI,Maharashtra,Pune,View  registration details for PUSTAKANCHI DUNIYA (MAHMAR/2008/23130)
54032,Pustakwari,MHMAR/26/A4728,05-06-2026,Marathi,Monthly,Bhalchandra Vasant Kulkarni,Bhalchandra Vasant Kulkarni,Maharashtra,Pune,View  registration details for Pustakwari (MHMAR/26/A4728)
54033,PUSTHAKAVICHARAM,KERBIL/2004/12627,03-06-2004,"English, Malayalam",Monthly,R. VALSAN,R. VALSAN,Kerala,Thrissur,View  registration details for PUSTHAKAVICHARAM (KERBIL/2004/12627)
54034,PUSTKALAYA BHARATI,DELHIN/2018/78132,06-11-2019,Hindi,Quarterly,SUDHA MUKHERJEE,DELHI PUBLIC LIBRARY,Delhi,New Delhi,View  registration details for PUSTKALAYA BHARATI (DELHIN/2018/78132)
54035,PUTANI VIGNANA,67485,06-12-1997,Kannada,Quarterly,YERRISWAMY,YERRISWAMY,Karnataka,Chitradurga,View  registration details for PUTANI VIGNANA (67485)
54036,PUTHIA KODANGI,TNTAM/2001/04926,28-06-2001,Tamil,Monthly,AUDREY JANNET JOSEPH,AUDREY J.JOSEPH,Tamil Nadu,Kancheepuram,View  registration details for PUTHIA KODANGI (TNTAM/2001/04926)
54037,PUTHIYA PARIMANAM,TNTAM/2015/63158,09-07-2015,Tamil,Monthly,NAGENDRA KUMAR D,NAGENDRA KUMAR D,Tamil Nadu,Chennai,View  registration details for PUTHIYA PARIMANAM (TNTAM/2015/63158)
54038,PUTHIYA ASIRIYAN,TNTAM/2000/03592,23-01-2000,Tamil,Monthly,K. RAJU,K.RAJU,Tamil Nadu,Madurai,View  registration details for PUTHIYA ASIRIYAN (TNTAM/2000/03592)
54039,PUTHIYA CHATTAM,TNTAM/25/A0281,20-05-2025,Tamil,Monthly,VELLAISAMY,VELLAISAMY,Tamil Nadu,Theni,View  registration details for PUTHIYA CHATTAM (TNTAM/25/A0281)
54040,PUTHIYA JANANAYAGAM,42648,03-08-1995,Tamil,Monthly,R SHANMUGARAJ,R SHANMUGARAJ,Tamil Nadu,Thiruvallur,View  registration details for PUTHIYA JANANAYAGAM (42648)
54041,PUTHIYA KARUDA,TNTAM/25/A5450,30-12-2025,Tamil,Monthly,PRAVEEN,PRAVEEN,Tamil Nadu,Chennai,View  registration details for PUTHIYA KARUDA (TNTAM/25/A5450)
54042,PUTHIYA MELNILAIKKURAL,TNTAM/2016/69403,06-12-2016,Tamil,Monthly,V. MANIVASAGAN,V.MANIVASAGAN,Tamil Nadu,Cuddalore,View  registration details for PUTHIYA MELNILAIKKURAL (TNTAM/2016/69403)
54043,PUTHIYA NAGARAM,TNTAM/2015/67625,27-06-2016,Tamil,Monthly,P. DHANDAPANI,P.DHANDAPANI,Tamil Nadu,Chennai,View  registration details for PUTHIYA NAGARAM (TNTAM/2015/67625)
54044,PUTHIYA NALITHAZH,TNBIL/2015/63230,14-07-2015,"English, Tamil",Daily,N. RAMESH KUMAR,N. RAMESH KUMAR,Tamil Nadu,Chennai,View  registration details for PUTHIYA NALITHAZH (TNBIL/2015/63230)
54045,PUTHIYA OTTRAN,TNTAM/26/A5595,29-06-2026,Tamil,Weekly,REVATHI,REVATHI,Tamil Nadu,Cuddalore,View  registration details for PUTHIYA OTTRAN (TNTAM/26/A5595)
