SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
82001,YUG PARIVARTAK,KNKAN/26/A5507,25-06-2026,Kannada,Daily,Rajesh Sangvikar,Rajesh Sangvikar,Karnataka,Kalaburagi,View  registration details for YUG PARIVARTAK (KNKAN/26/A5507)
82002,YUG PARIVARTAN,12305,22-11-1966,Punjabi,Fortnightly,SANDILPANANDA AVADHUTA,PROGRESSIVE FEDERATION OF INDIA,Punjab,Ludhiana,View  registration details for YUG PARIVARTAN (12305)
82003,YUG PARVESH,42473,01-05-1987,Hindi,Fortnightly,AJAY PALTA,AJAY PALTA,Punjab,Jalandhar,View  registration details for YUG PARVESH (42473)
82004,YUG PEEDA,38545,30-10-1992,Hindi,Weekly,DEEPAK CHAUHAN,DEEPAK CHAUHAN,Madhya Pradesh,Bhopal,View  registration details for YUG PEEDA (38545)
82005,YUG PEEDA,MPHIN/2020/79619,10-03-2021,Hindi,Daily,DEEPAK CHAUHAN,DEEPAK CHAUHAN,Madhya Pradesh,Bhopal,View  registration details for YUG PEEDA (MPHIN/2020/79619)
82006,YUG PRABHAT,38189,16-08-1989,HINDI,Weekly,ABHISHEK SAHU,ABHISHEK SAHU,Madhya Pradesh,Indore,View  registration details for YUG PRABHAT (38189)
82007,YUG PRABHAT,47653,03-01-1989,Hindi,Weekly,,JEEWAN SAHU,,,View  registration details for YUG PRABHAT (47653)
82008,YUG PRABHAV,38403,11-02-1994,Gujarati,Daily,BHARAT SHIVPRASAD VYAS,BHARAT S VYAS,Gujarat,Vadodara,View  registration details for YUG PRABHAV (38403)
82009,YUG PRABHAV,UPHIN/2011/37014,03-05-2011,Hindi,Weekly,RAJESH KUMAR GUPTA,RAJESH KUMAR GUPTA,Uttar Pradesh,Etawah,View  registration details for YUG PRABHAV (UPHIN/2011/37014)
82010,YUG PRABODHAN,UPHIN/2023/84192,16-05-2023,Hindi,Daily,SANJEEDA KHATOON,SANJEEDA KHATOON,Uttar Pradesh,Lucknow,View  registration details for YUG PRABODHAN (UPHIN/2023/84192)
82011,YUG PRADESH,MPHIN/2013/50124,03-06-2013,Hindi,Daily,BHARAT MENGHANI,BHARAT MENGHANI,Madhya Pradesh,Bhopal,View  registration details for YUG PRADESH (MPHIN/2013/50124)
82012,YUG PRADESH,MPHIN/2019/78867,21-08-2020,Hindi,Daily,BHARAT MENGHANI,BHARAT MENGHANI,Madhya Pradesh,Hoshangabad,View  registration details for YUG PRADESH (MPHIN/2019/78867)
82013,YUG PRADESH,MPHIN/2019/79864,09-06-2021,Hindi,Daily,BHARAT MENGHANI,BHARAT MENGHANI,Madhya Pradesh,Sagar,View  registration details for YUG PRADESH (MPHIN/2019/79864)
82014,YUG PRANETA,MPHIN/2011/40262,03-01-2012,Hindi,Monthly,SUNIL TRIPATHI,SUNIL TRIPATHI,Madhya Pradesh,Bhopal,View  registration details for YUG PRANETA (MPHIN/2011/40262)
82015,YUG PRAVARTAK,69731,15-01-1999,Marathi,Weekly,JAVERI GIRISH GOPALSING,JAVERI GIRISH GOPALSING,Maharashtra,Dharashiv,View  registration details for YUG PRAVARTAK (69731)
82016,YUG PRAVARTAK TIMES,UPHIN/26/A2146,02-04-2026,Hindi,Monthly,JWALA PRASAD MISHRA,JWALA PRASAD MISHRA,Uttar Pradesh,Lucknow,View  registration details for YUG PRAVARTAK TIMES (UPHIN/26/A2146)
82017,YUG PRAVARTAK TIMES,UPHIN/2020/80807,21-12-2021,Hindi,Daily,JWALA PRASAD MISHRA,JWALA PRASAD MISHRA,Uttar Pradesh,Lucknow,View  registration details for YUG PRAVARTAK TIMES (UPHIN/2020/80807)
82018,YUG PRAVARTAK TIMES,UPHIN/2012/47556,23-01-2013,Hindi,Daily,JWALA PRASAD MISHRA,JWALA PRASAD MISHRA,Uttar Pradesh,Hardoi,View  registration details for YUG PRAVARTAK TIMES (UPHIN/2012/47556)
82019,YUG PRAVASI,MAHMAR/2014/57642,10-10-2014,Marathi,Weekly,SHIVAM SANTOSH MISHRA,SHIVAM SANTOSH MISHRA,Maharashtra,Thane,View  registration details for YUG PRAVASI (MAHMAR/2014/57642)
82020,YUG PRAYAN,15269,06-10-1967,Hindi,Weekly,CHANDRA BHAN SINGH AZAD,CHANDAR BHAN SINGH AZAD,Uttar Pradesh,Rae Bareli,View  registration details for YUG PRAYAN (15269)
82021,YUG PRERNA TIMES,UTTHIN/2010/34857,22-12-2010,Hindi,Fortnightly,JAYA MISHRA,JAYA MISHRA,Uttarakhand,Udham Singh Nagar,View  registration details for YUG PRERNA TIMES (UTTHIN/2010/34857)
82022,YUG PUKAR VARTA,50190,02-04-1990,Hindi,Weekly,RAMESH SHARMA,RAMESH SHARMA,Madhya Pradesh,Tikamgarh,View  registration details for YUG PUKAR VARTA (50190)
82023,YUG RACHNA,MPHIN/2009/31141,26-02-2010,Hindi,Daily,SYED IRSHAD ALI,SYED IRSHAD ALI,Madhya Pradesh,Bhopal,View  registration details for YUG RACHNA (MPHIN/2009/31141)
82024,YUG RASHTRAHIT,MAHMAR/2005/16088,30-01-2006,Marathi,Fortnightly,DNYANESHWAR RAMKISAN THOMBARE,DNYANESHWAR RAMKISAN THOMBARE,Maharashtra,Mumbai,View  registration details for YUG RASHTRAHIT (MAHMAR/2005/16088)
82025,YUG REPORTER,UPHIN/2011/38962,22-09-2011,Hindi,Daily,ARIF ANSARI,ARIF ANSARI,Uttar Pradesh,Saharanpur,View  registration details for YUG REPORTER (UPHIN/2011/38962)
82026,YUG REPORTER,UPHIN/2015/63566,03-08-2015,Hindi,Weekly,ARIF ANSARI,ARIF ANSARI,Uttar Pradesh,Saharanpur,View  registration details for YUG REPORTER (UPHIN/2015/63566)
