SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
60001,SAMAJWAD SAMAJ,UPHIN/2016/67363,06-06-2016,Hindi,Monthly,VINOD KUMAR YADAV,VINOD KUMAR YADAV,Uttar Pradesh,Lucknow,View  registration details for SAMAJWAD SAMAJ (UPHIN/2016/67363)
60002,SAMAJWAD SANGRAM,MAHHIN/2013/52883,31-10-2013,Hindi,Weekly,UNMESH RAJARAM PAWAR,UNMESH RAJARAM PAWAR,Maharashtra,Nagpur,View  registration details for SAMAJWAD SANGRAM (MAHHIN/2013/52883)
60003,SAMAJWAD SANGRAM,27814,01-01-1975,,Weekly,KUNDAN LAL SUNDAR DAS,KUNDAN LAL SUNDAR DAS,Maharashtra,Nagpur,View  registration details for SAMAJWAD SANGRAM (27814)
60004,SAMAJWADACHA JANSANCHAR,MAHMAR/2012/42264,18-05-2012,Marathi,Weekly,KAKASAHEB MARUTI GHUTE,KAKASAHEB MARUTI GHUTE,Maharashtra,Latur,View  registration details for SAMAJWADACHA JANSANCHAR (MAHMAR/2012/42264)
60005,SAMAJWADACHA JANSANCHAR,MAHMAR/2023/89660,16-10-2024,MARATHI,Weekly,KAKASAHEB MARUTIROA GHUTE,KAKASAHEB MARUTI GHUTE,Maharashtra,Dharashiv,View  registration details for SAMAJWADACHA JANSANCHAR (MAHMAR/2023/89660)
60006,SAMAJWADI BULLETIN,68832,06-08-1998,Hindi,Monthly,KAPIL DEV SINGH,SAMAJWADI PARTY,Delhi,New Delhi,View  registration details for SAMAJWADI BULLETIN (68832)
60007,SAMAJWADI EKMAT,MAHMAR/2015/60499,02-03-2015,Marathi,Daily,PATHAN MOIN AHMED KHAN,PATHAN MOIN AHMED KHAN,Maharashtra,Parbhani,View  registration details for SAMAJWADI EKMAT (MAHMAR/2015/60499)
60008,SAMAJWADI LALKAR,UPHIN/2008/24673,23-07-2008,Hindi,Daily,ABDUL WAHEED QURESHI,ABDUL WAHEED QURESHI,Uttar Pradesh,Lucknow,View  registration details for SAMAJWADI LALKAR (UPHIN/2008/24673)
60009,SAMAJWADI SAINIK ABHIYAN,UPHIN/2016/66796,02-05-2016,Hindi,Monthly,COLONEL SATYAVIR SINGH YADAV,COLONEL SATYAVIR SINGH YADAV,Uttar Pradesh,Lucknow,View  registration details for SAMAJWADI SAINIK ABHIYAN (UPHIN/2016/66796)
60010,SAMAJWADI SAMACHAR,TELHIN/2015/63679,07-08-2015,Hindi,Daily,SYED MOOSA ADNAN,SYED MOOSA ADNAN,Telangana,Hyderabad,View  registration details for SAMAJWADI SAMACHAR (TELHIN/2015/63679)
60011,SAMAJWADI SHAKTI,UPHIN/2014/60627,05-03-2015,Hindi,Daily,Vijay Vardhan,Vijay Vardhan,Uttar Pradesh,Lucknow,View  registration details for SAMAJWADI SHAKTI (UPHIN/2014/60627)
