SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
30001,JIMS JOURNAL OF EDUCATION,DELENG/2018/75361,30-05-2018,English,Half Yearly,DR. AMIT GUPTA,JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL,Delhi,New Delhi,View  registration details for JIMS JOURNAL OF EDUCATION (DELENG/2018/75361)
30002,JIMS JOURNAL OF LAW,DELENG/2018/75362,29-05-2018,English,Half Yearly,DR. AMIT GUPTA,JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL,Delhi,New Delhi,View  registration details for JIMS JOURNAL OF LAW (DELENG/2018/75362)
30003,JIMS JOURNAL OF SCIENCE & TECHNOLOGY,DELENG/2018/75363,30-05-2018,English,Half Yearly,DR. AMIT GUPTA,JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL,Delhi,New Delhi,View  registration details for JIMS JOURNAL OF SCIENCE & TECHNOLOGY (DELENG/2018/75363)
30004,JIMS JOURNAL ON AYUSHYAM,TELTEL/2018/77468,17-06-2019,Telugu,Monthly,VYAGRASWARA LAKSHMI NARASIMHA PRASAD CHERUKURI,JEEYAR INTEGRATIVE MEDICAL SERVICES (JIMS) HOSPITAL,Telangana,Rangareddy,View  registration details for JIMS JOURNAL ON AYUSHYAM (TELTEL/2018/77468)
30005,JIN SUTRA,48729,10-12-1990,Hindi,Fortnightly,MOHAN RATNESH,MOHAN RATNESH,Rajasthan,Jodhpur,View  registration details for JIN SUTRA (48729)
30006,JIN VAYANE,RAJHIN/2011/38676,15-03-2013,Hindi,Monthly,SAMPAT RAJ KOTHARI,SAMPAT RAJ KOTHARI,Rajasthan,Pali,View  registration details for JIN VAYANE (RAJHIN/2011/38676)
30007,JINAGAM,MAHHIN/2006/19598,29-01-2014,Hindi,Monthly,BIJAY KUMAR JAIN,GAYLORD PUBLICATION PVT LTD,Maharashtra,Mumbai,View  registration details for JINAGAM (MAHHIN/2006/19598)
30008,JIND BHASKAR,HARHIN/2016/69995,17-01-2017,Hindi,Daily,MANDEEP SHARMA,D.B. CORP.LTD,Haryana,Panipat,View  registration details for JIND BHASKAR (HARHIN/2016/69995)
30009,JIND KESARI,PUNHIN/2010/34821,16-12-2010,Hindi,Daily,AMIT CHOPRA,PUNJAB KESARI PUBLISHING HOUSE PVT. LTD,Punjab,Jalandhar,View  registration details for JIND KESARI (PUNHIN/2010/34821)
30010,JINDAGI EK PHOOL,MPHIN/2022/82165,19-09-2022,Hindi,Monthly,PRABHA PANDEY,PRABHA PANDEY,Madhya Pradesh,Bhopal,View  registration details for JINDAGI EK PHOOL (MPHIN/2022/82165)
