SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
8501,BARNA BIBHA,ORORI/25/A0102,08-04-2025,Oriya,Other,SARASWATI BEHERA,SARASWATI BEHERA,Odisha,Khordha,View  registration details for BARNA BIBHA (ORORI/25/A0102)
8502,BARNAGAR SAMEEKSHA,69168,08-10-1998,Hindi,Weekly,SHAILENDRA SINGH RATHOR,SHAILENDRA SINGH RATHOR,Uttar Pradesh,Ujjain,View  registration details for BARNAGAR SAMEEKSHA (69168)
8503,BARNAGAR TIMES,MPHIN/2016/70777,28-03-2017,Hindi,Weekly,DIPAK DASEDA,DIPAK DASEDA,Madhya Pradesh,Ujjain,View  registration details for BARNAGAR TIMES (MPHIN/2016/70777)
8504,Baroda Article,GJBIL/26/A4197,25-05-2026,"Gujarati, English",Fortnightly,DAVE JYOTI DEEPAK,DAVE JYOTI DEEPAK,Gujarat,Vadodara,View  registration details for Baroda Article (GJBIL/26/A4197)
8505,BARODA DIGDARSHAN,71823,04-10-1999,Hindi,Fortnightly,JUGAL KISHORE AGARWAL,JUGAL KISHORE AGARWAL,Rajasthan,Bharatpur,View  registration details for BARODA DIGDARSHAN (71823)
8506,BARODA EXPRESS,GJGUJ/25/A1673,04-07-2025,Gujarati,Weekly,MEMON HAFSHA,MEMON HAFSHA,Gujarat,Vadodara,View  registration details for BARODA EXPRESS (GJGUJ/25/A1673)
8507,BARODA HALCHAL,GUJGUJ/2020/81211,08-03-2022,GUJARATI,Weekly,VORA SUMAIYABEN AHMEDBHAI,VORA SUMAIYABEN AHMEDBHAI,Gujarat,Vadodara,View  registration details for BARODA HALCHAL (GUJGUJ/2020/81211)
8508,BARODA TIMES OF INDIA,GUJENG/2001/05697,12-02-2010,English,Daily,Montoo Prakash Jain,"BENNETT, COLEMAN & CO.LTD",Gujarat,Ahmedabad,View  registration details for BARODA TIMES OF INDIA (GUJENG/2001/05697)
8509,BARODA TODAY,GJGUJ/26/A2888,29-04-2026,Gujarati,Weekly,MANSURI MOHAMMAD SOHEL MOHAMMAD SHABBIR,MANSURI MOHAMMAD SOHEL MOHAMMAD SHABBIR,Gujarat,Vadodara,View  registration details for BARODA TODAY (GJGUJ/26/A2888)
8510,BARODEKAR BANDHU,GUJGUJ/2020/88438,13-08-2024,GUJARATI,Weekly,SACHINKUMAR MAHENDARKUMAR DEVRE,SACHINKUMAR MAHENDARKUMAR DEVRE,Gujarat,Vadodara,View  registration details for BARODEKAR BANDHU (GUJGUJ/2020/88438)
8511,Baroh Pratishakha,PBHIN/25/A4295,21-11-2025,Hindi,Quarterly,Meenakshi kala,Meenakshi kala,Punjab,Amritsar,View  registration details for Baroh Pratishakha (PBHIN/25/A4295)
8512,BAROOD BANI KALAM,UPHIN/2009/29534,17-11-2009,Hindi,Weekly,SANJEEV SINGHAL,SANJEEV SINGHAL,Uttar Pradesh,Muzaffarnagar,View  registration details for BAROOD BANI KALAM (UPHIN/2009/29534)
8513,BAROOD BANI KALAM,UPHIN/2014/57181,12-09-2014,Hindi,Fortnightly,SANJEEV SINGHAL,SANJEEV SINGHAL,Uttar Pradesh,Gautam Buddha Nagar,View  registration details for BAROOD BANI KALAM (UPHIN/2014/57181)
8514,BAROOD BANI KALAM,UAHIN/26/A2308,08-04-2026,Hindi,Weekly,Sanjeev Singhal,Sanjeev Singhal,Uttarakhand,Almora,View  registration details for BAROOD BANI KALAM (UAHIN/26/A2308)
8515,BAROOD BANI KALAM,DLHIN/26/A4649,04-06-2026,Hindi,Daily,Sanjeev Singhal,Sanjeev Singhal,Delhi,South Delhi,View  registration details for BAROOD BANI KALAM (DLHIN/26/A4649)
8516,BARPETAR KHABAR,ASSASS/2015/61027,01-04-2015,Assamese,Weekly,MASHIDA AHMED,MASHIDA AHMED,Assam,Barpeta,View  registration details for BARPETAR KHABAR (ASSASS/2015/61027)
8517,BARQI DUNIYA,52387,27-09-1991,Urdu,Daily,TARA TARGOTRA,TARA TARGOTRA,Jammu and Kashmir,Jammu,View  registration details for BARQI DUNIYA (52387)
8518,Barrah times,MPHIN/26/A6045,25-07-2026,Hindi,Monthly,Mo. Shadab Khan,Mo. Shadab Khan,Madhya Pradesh,Bhopal,View  registration details for Barrah times (MPHIN/26/A6045)
8519,BARSALI TIMES,UTTHIN/2019/77092,29-03-2019,Hindi,Weekly,DIGBEER SINGH BISHT,DIGBEER SINGH BISHT,Uttarakhand,Uttarkashi,View  registration details for BARSALI TIMES (UTTHIN/2019/77092)
8520,BARSANA EXPRESS,51565,15-02-1994,Hindi,Weekly,SAT PAUL,SAT PAUL,Haryana,Kaithal,View  registration details for BARSANA EXPRESS (51565)
8521,BARSHI JANATA TIMES,70980,23-06-1999,Marathi,Weekly,SANTOSH ARVIND SURYAWANSHI,SANTOSH ARVIND SURYAWANSHI,Maharashtra,Solapur,View  registration details for BARSHI JANATA TIMES (70980)
8522,BARSHI JANSEVA,MAHMAR/2009/30917,11-02-2010,Marathi,Weekly,VIJAY BHIKAJI SHINGADE,VIJAY BHIKAJI SHINGADE,Maharashtra,Solapur,View  registration details for BARSHI JANSEVA (MAHMAR/2009/30917)
8523,BARSHI PARIVARTAN,MAHMAR/2017/73199,12-09-2017,Marathi,Weekly,LOKHANDE BALBHIM UTTAM,LOKHANDE BALBHIM UTTAM,Maharashtra,Solapur,View  registration details for BARSHI PARIVARTAN (MAHMAR/2017/73199)
