SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
68001,STAR MEDIA,MPHIN/2012/58208,11-11-2014,Hindi,Daily,DHANENDRA PRATAP SINGH,SHRIVATRE AASTHA MEDIA PRIVATE LIMITED,Madhya Pradesh,Rewa,View  registration details for STAR MEDIA (MPHIN/2012/58208)
68002,STAR MEGA CITY,GUJGUJ/2014/58525,28-11-2014,Gujarati,Weekly,SANJAY MANUBHAI PARDESHI,SANJAY MANUBHAI PARDESHI,Gujarat,Ahmedabad,View  registration details for STAR MEGA CITY (GUJGUJ/2014/58525)
68003,STAR NEWS INDIA,PUNPUN/2024/88147,26-07-2024,PUNJABI,Monthly,KOMAL SINGLA,KOMAL SINGLA,Punjab,Patiala,View  registration details for STAR NEWS INDIA (PUNPUN/2024/88147)
68004,STAR NEWS OF THAR,RAJHIN/2023/89810,23-10-2024,HINDI,Fortnightly,ANIL KUMAR DAYAMA,ANIL KUMAR DAYAMA,Rajasthan,Churu,View  registration details for STAR NEWS OF THAR (RAJHIN/2023/89810)
68005,STAR OF BANGALORE,KARKAN/2002/05836,12-02-2002,Kannada,Weekly,R. RAJAGIRI PRADEEP,R. RAJAGIRI PRADEEP,Karnataka,Bengaluru,View  registration details for STAR OF BANGALORE (KARKAN/2002/05836)
68006,STAR OF BELLARY,KARKAN/2001/05719,18-01-2002,Kannada,Fortnightly,B MALLIKARJUNA,B MALLIKARJUNA,Karnataka,Bellary,View  registration details for STAR OF BELLARY (KARKAN/2001/05719)
68007,STAR OF BELLARY,KNKAN/26/A3468,12-05-2026,Kannada,Monthly,Mallikarjuna B,Mallikarjuna B,Karnataka,Bengaluru,View  registration details for STAR OF BELLARY (KNKAN/26/A3468)
68008,STAR OF BIJAPUR,KARKAN/2009/27242,19-03-2009,Kannada,Fortnightly,PARASHURAM VITTAL KATTI,PARASHURAM VITHAL KATTI,Chhattisgarh,Bijapur,View  registration details for STAR OF BIJAPUR (KARKAN/2009/27242)
68009,STAR OF CHIKKAMAGALURU,KARKAN/2021/81109,09-02-2022,Kannada,Monthly,MOHAMMED HANEEF,MOHAMMED HANEEF,Karnataka,Bengaluru,View  registration details for STAR OF CHIKKAMAGALURU (KARKAN/2021/81109)
68010,Star of Dasanapura,KNKAN/26/A4276,26-05-2026,Kannada,Monthly,N Manjula,N Manjula,Karnataka,Bengaluru,View  registration details for Star of Dasanapura (KNKAN/26/A4276)
68011,STAR OF DAVANGERE,KARKAN/2008/25089,14-08-2008,Kannada,Weekly,N. ESHWARAPPA,N. ESHWARAPPA,Karnataka,Davanagere,View  registration details for STAR OF DAVANGERE (KARKAN/2008/25089)
68012,STAR OF DOBASPETE,KARKAN/2023/88432,12-08-2024,KANNADA,Monthly,THEERTHA PRASAD,THEERTHA PRASAD,Karnataka,Bengaluru Rural,View  registration details for STAR OF DOBASPETE (KARKAN/2023/88432)
68013,STAR OF GADAG,KARKAN/2017/73936,22-11-2017,Kannada,Daily,KUMAR B LAMANI,KUMAR B LAMANI,Karnataka,Gadag,View  registration details for STAR OF GADAG (KARKAN/2017/73936)
68014,Star of Gujarat,GJGUJ/26/A2428,10-04-2026,Gujarati,Weekly,Doriya Hetalben,Doriya Hetalben,Gujarat,Ahmedabad,View  registration details for Star of Gujarat (GJGUJ/26/A2428)
68015,Star Of Gundlupete,KNKAN/26/A4497,01-06-2026,Kannada,Daily,Rajagopala H R,Rajagopala H R,Karnataka,Chamarajanagar,View  registration details for Star Of Gundlupete (KNKAN/26/A4497)
68016,STAR OF INDIA,KARKAN/2023/88993,25-09-2024,KANNADA,Fortnightly,RAGHUNATH. T. J,RAGHUNATH T J,Karnataka,Bengaluru,View  registration details for STAR OF INDIA (KARKAN/2023/88993)
68017,Star Of Kalaburagi,KNKAN/26/A5327,19-06-2026,Kannada,Daily,Nandakumar Malipatil,Nandakumar Malipatil,Karnataka,Kalaburagi,View  registration details for Star Of Kalaburagi (KNKAN/26/A5327)
68018,STAR OF KALYANA,KNKAN/26/A0344,14-01-2026,Kannada,Daily,Yallamma,Yallamma,Karnataka,Yadgir,View  registration details for STAR OF KALYANA (KNKAN/26/A0344)
68019,STAR OF KOPPAL,KARKAN/2015/63832,17-08-2015,Kannada,Monthly,SHIVARAJ NUGADONI,SHIVARAJ NUGADONI,Karnataka,Koppal,View  registration details for STAR OF KOPPAL (KARKAN/2015/63832)
68020,star of kudla,KNBIL/25/A2493,11-09-2025,"Kannada, Tulu",Monthly,vignesh chandra vs,vignesh chandra vs,Karnataka,Dakshina Kannada,View  registration details for star of kudla (KNBIL/25/A2493)
68021,STAR OF MANDYA,KARKAN/2006/18079,18-12-2006,KANNADA,Daily,R. SUMA PURUSHOTHAMA,R. SUMA PURUSHOTHAMA,Karnataka,Mandya,View  registration details for STAR OF MANDYA (KARKAN/2006/18079)
68022,STAR OF MYSORE,29894,24-08-2011,English,Daily,M. GOVINDE GOWDA,ACADEMY NEWSPAPERS PVT.LTD,Karnataka,Mysore,View  registration details for STAR OF MYSORE (29894)
68023,STAR OF NORTH,UTTHIN/2011/41433,04-04-2012,Hindi,Weekly,PRATIMA,PRATIMA,Uttarakhand,Dehradun,View  registration details for STAR OF NORTH (UTTHIN/2011/41433)
68024,STAR OF RAICHUR,KARKAN/2013/52759,24-10-2013,Kannada,Daily,MAHANANDA,MAHANANDA,Karnataka,Raichur,View  registration details for STAR OF RAICHUR (KARKAN/2013/52759)
68025,STAR OF SHIMOGA,KARKAN/2013/52077,17-09-2013,Kannada,Weekly,H.S. VISHNU PRASAD,H.S. VISHNU PRASAD,Karnataka,Bengaluru,View  registration details for STAR OF SHIMOGA (KARKAN/2013/52077)
68026,STAR PANVEL,MAHMAR/2015/61974,19-05-2015,Marathi,Weekly,ANIL SUDAMA RAI,ANIL SUDAMA RAI,Maharashtra,Raigad,View  registration details for STAR PANVEL (MAHMAR/2015/61974)
68027,STAR PRABHA,APTEL/25/A3047,07-10-2025,Telugu,Daily,SHABOLU NARASIMHULU,SHABOLU NARASIMHULU,Andhra Pradesh,Kurnool,View  registration details for STAR PRABHA (APTEL/25/A3047)
68028,STAR PRAHAR,MAHMAR/2013/51377,12-08-2013,Marathi,Fortnightly,PRASHANT DATTARAM KHANOLKAR,PRASHANT DATTARAM KHANOLKAR,Maharashtra,Mumbai,View  registration details for STAR PRAHAR (MAHMAR/2013/51377)
68029,STAR PUNJAB NEWS,PUNHIN/2014/60407,25-02-2015,Hindi,Weekly,SANJEEV KANDHARI,SANJEEV KANDHARI,Punjab,Fazilka,View  registration details for STAR PUNJAB NEWS (PUNHIN/2014/60407)
68030,STAR REPORT,MAHGUJ/2006/18378,02-02-2007,Gujarati,Annual,HARDIK S. HUNDIYA,HARDIK S. HUNDIYA,Maharashtra,Mumbai,View  registration details for STAR REPORT (MAHGUJ/2006/18378)
68031,STAR REPORT,MAHHIN/2008/25059,13-08-2008,Hindi,Monthly,HARDIK S. HUNDIYA,HARDIK S. HUNDIYA,Maharashtra,Mumbai,View  registration details for STAR REPORT (MAHHIN/2008/25059)
68032,STAR REPORTER,DELHIN/2004/14456,29-04-2005,HINDI,Fortnightly,VANDANA SAHAYOGI,PRESS-N-MEDIA INTERNATIONAL,Delhi,North East Delhi,View  registration details for STAR REPORTER (DELHIN/2004/14456)
68033,STAR SAMACHAR,MPHIN/2015/66461,23-03-2016,Hindi,Daily,Manish Kumar Agrawal,STARMEDIA COMMUNICATION LTD.,Madhya Pradesh,Rewa,View  registration details for STAR SAMACHAR (MPHIN/2015/66461)
68034,STAR SAMACHAR,MPHIN/2010/36178,31-03-2011,Hindi,Daily,Manish Kumar Agrawal,STARMEDIA COMMUNICATION LTD.,Madhya Pradesh,Satna,View  registration details for STAR SAMACHAR (MPHIN/2010/36178)
68035,STAR SAMACHAR,MPHIN/2014/56835,02-09-2014,Hindi,Daily,Manish Kumar Agrawal,STARMEDIA COMMUNICATION LTD.,Madhya Pradesh,Bhopal,View  registration details for STAR SAMACHAR (MPHIN/2014/56835)
68036,STAR SAVERA,RAJHIN/2014/57499,29-09-2014,Hindi,Daily,BALWAN SINGH BABIYAN,BALWAN SINGH BABIYAN,Rajasthan,Jodhpur,View  registration details for STAR SAVERA (RAJHIN/2014/57499)
68037,STAR SAVERA,HRHIN/26/A2798,27-04-2026,Hindi,Daily,BALWAN SINGH BABYIAN,BALWAN SINGH BABYIAN,Haryana,Rohtak,View  registration details for STAR SAVERA (HRHIN/26/A2798)
68038,STAR SAVERA,UPHIN/2013/53170,22-11-2013,Hindi,Daily,BALWAN SINGH BABYIAN,BALWAN SINGH BABYIAN,Uttar Pradesh,Ghaziabad,View  registration details for STAR SAVERA (UPHIN/2013/53170)
68039,STAR SAVERA,UPURD/2014/55302,11-04-2014,Urdu,Daily,BALWAN SINGH BABYIAN,BALWAN SINGH BABYIAN,Uttar Pradesh,Gautam Buddha Nagar,View  registration details for STAR SAVERA (UPURD/2014/55302)
68040,STAR SAVERA,DELENG/2015/61834,06-05-2015,English,Daily,BALWAN SINGH BABIYAN,BALWAN SINGH BABIYAN,Delhi,New Delhi,View  registration details for STAR SAVERA (DELENG/2015/61834)
68041,STAR SAVERA,HARURD/2013/56197,14-07-2014,Urdu,Daily,BALWAN SINGH BABYIAN,BALWAN SINGH BABYIAN,Haryana,Faridabad,View  registration details for STAR SAVERA (HARURD/2013/56197)
68042,STAR SAVERA,CHAHIN/2014/59251,26-12-2014,Hindi,Daily,BALWAN SINGH BABIYAN,BALWAN SINGH BABIYAN,Chandigarh,Chandigarh,View  registration details for STAR SAVERA (CHAHIN/2014/59251)
