SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
43001,NAIRUTYA PATRIKE,KARKAN/2015/64556,05-11-2015,Kannada,Monthly,DR. ARUN HOSAKOPPA,DR. ARUN HOSAKOPPA,Karnataka,Bengaluru,View  registration details for NAIRUTYA PATRIKE (KARKAN/2015/64556)
43002,NAITAL SAMACHAR,MAHMAR/2007/19437,26-04-2007,Marathi,Weekly,VIKASKUMAR BAGDI,VIKASKUMAR BAGDI,Maharashtra,Jalna,View  registration details for NAITAL SAMACHAR (MAHMAR/2007/19437)
43003,NAITHANI TIMES,UTTHIN/2011/38428,02-08-2011,Hindi,Weekly,NARESH MOHAN,NARESH MOHAN,Uttarakhand,Dehradun,View  registration details for NAITHANI TIMES (UTTHIN/2011/38428)
43004,NAITIK JYOTI,MPHIN/2014/56868,02-09-2014,Hindi,Daily,PIYUSH SHRIVASTAV,PIYUSH SHRIVASTAV,Madhya Pradesh,Bhopal,View  registration details for NAITIK JYOTI (MPHIN/2014/56868)
43005,NAITIK AAWAZ,UPHIN/2014/58951,13-12-2014,HINDI,Daily,ANUBHAW DIXIT,ANUBHAW DIXIT,Uttar Pradesh,Lucknow,View  registration details for NAITIK AAWAZ (UPHIN/2014/58951)
43006,NAITIK AAWAZ,UPHIN/26/A2274,08-04-2026,Hindi,Daily,anubhaw dixit,anubhaw dixit,Uttar Pradesh,Ayodhya,View  registration details for NAITIK AAWAZ (UPHIN/26/A2274)
43007,NAITIK AAWAZ,UPHIN/2015/62577,15-06-2015,Hindi,Monthly,ANUBHAW DIXIT,ANUBHAW DIXIT,Uttar Pradesh,Lucknow,View  registration details for NAITIK AAWAZ (UPHIN/2015/62577)
43008,NAITIK AAWAZ,UPHIN/2013/53644,18-12-2013,Hindi,Weekly,ANUBHAW DIXIT,ANUBHAW DIXIT,Uttar Pradesh,Lucknow,View  registration details for NAITIK AAWAZ (UPHIN/2013/53644)
43009,NAITIK ADHIKAR,71590,08-09-1999,Hindi,Weekly,RAMESH VIRAKT,RAMESH VIRAKT,Madhya Pradesh,Bhopal,View  registration details for NAITIK ADHIKAR (71590)
43010,Naitik anaitik,MHMAR/25/A1865,17-07-2025,Marathi,Weekly,Haroon Karim Mulani,Haroon Karim Mulani,Maharashtra,Pune,View  registration details for Naitik anaitik (MHMAR/25/A1865)
43011,NAITIK AWAJ,UTTHIN/2012/47964,12-02-2013,Hindi,Weekly,SUMIT SINGH,SUMIT SINGH,Uttarakhand,Dehradun,View  registration details for NAITIK AWAJ (UTTHIN/2012/47964)
43012,NAITIK BHARAT,UPHIN/2014/58103,08-11-2014,Hindi,Weekly,ANKIT ANAND VERMA,ANKIT ANAND VERMA,Uttar Pradesh,Lucknow,View  registration details for NAITIK BHARAT (UPHIN/2014/58103)
43013,NAITIK CHAKRAVARTI TIMES,UPHIN/2016/72982,16-08-2017,Hindi,Weekly,DEENANATH,DEENA NATH,Uttar Pradesh,Fatehpur,View  registration details for NAITIK CHAKRAVARTI TIMES (UPHIN/2016/72982)
43014,Naitik Drshtikon,CTHIN/26/A5616,30-06-2026,Hindi,Monthly,Jyoti Pradhan,Jyoti Pradhan,Chhattisgarh,Korba,View  registration details for Naitik Drshtikon (CTHIN/26/A5616)
43015,NAITIK JAVABDARI VARTA,MHMAR/26/A6715,12-08-2026,Marathi,Weekly,MANOJ DAGDU JADHAV,MANOJ DAGDU JADHAV,Maharashtra,Dharashiv,View  registration details for NAITIK JAVABDARI VARTA (MHMAR/26/A6715)
43016,NAITIK JUNG,UPHIN/2016/68755,19-09-2016,Hindi,Weekly,SYED ATHAR ALI,SYED ATHAR ALI,Uttar Pradesh,Rampur,View  registration details for NAITIK JUNG (UPHIN/2016/68755)
43017,NAITIK KRANTI,MPHIN/25/A0567,28-05-2025,Hindi,Weekly,SHIVENDRA KUMAR TIWARI,SHIVENDRA KUMAR TIWARI,Madhya Pradesh,Sidhi,View  registration details for NAITIK KRANTI (MPHIN/25/A0567)
43018,Naitik Mitra,GJGUJ/25/A1762,07-07-2025,Gujarati,Weekly,Sain Bhaveshkumar,Sain Bhaveshkumar,Gujarat,Ahmedabad,View  registration details for Naitik Mitra (GJGUJ/25/A1762)
43019,naitik path,UPHIN/26/A2231,06-04-2026,Hindi,Monthly,VANDANA SRIVASTAVA,VANDANA SRIVASTAVA,Uttar Pradesh,Prayagraj,View  registration details for naitik path (UPHIN/26/A2231)
43020,NAITIK PRAJATANTRA,MPHIN/2019/78669,22-05-2020,Hindi,Weekly,DEEPAK VIJORE,DEEPAK VIJORE,Madhya Pradesh,Ujjain,View  registration details for NAITIK PRAJATANTRA (MPHIN/2019/78669)
43021,NAITIK SAMACHAR,GUJGUJ/2015/63978,04-09-2015,Gujarati,Weekly,GIRISH KUMAR S.BAROT,GIRISH KUMAR S.BAROT,Gujarat,Ahmedabad,View  registration details for NAITIK SAMACHAR (GUJGUJ/2015/63978)
43022,NAITIK SAMACHAR,GUJGUJ/2023/88168,02-08-2024,GUJARATI,Daily,GIRISHKUMAR S. BAROT,GIRISH KUMAR S.BAROT,Gujarat,Ahmedabad,View  registration details for NAITIK SAMACHAR (GUJGUJ/2023/88168)
43023,NAITIK SAMWAD,UPHIN/2018/88245,01-08-2024,HINDI,Monthly,PRATIK MEHROTRA,PRATIK MEHROTRA,Uttar Pradesh,Ghaziabad,View  registration details for NAITIK SAMWAD (UPHIN/2018/88245)
43024,NAITIK SANDESH,UPHIN/2012/47890,07-02-2013,Hindi,Daily,ARTI SHUKLA PREMI,ARTI SHUKLA PREMI,Uttar Pradesh,Lucknow,View  registration details for NAITIK SANDESH (UPHIN/2012/47890)
43025,NAITIK SANGRAH,UPHIN/2013/55853,06-06-2014,Hindi,Weekly,SANDHYA SHARMA,SANDHYA SHARMA,Uttar Pradesh,Ghaziabad,View  registration details for NAITIK SANGRAH (UPHIN/2013/55853)
43026,NAITIK SATTA,UPHIN/2000/06821,17-06-2002,Hindi,Monthly,VEENA DEVI SINGH,VEENA DEVI SINGH,Uttar Pradesh,Gonda,View  registration details for NAITIK SATTA (UPHIN/2000/06821)
