SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
35001,KRUSHI KRANTI,MAHMAR/2023/89984,01-11-2024,MARATHI,Weekly,ASHWINI RAJENDRA THORAT,ASHWINI RAJENDRA THORAT,Maharashtra,Satara,View  registration details for KRUSHI KRANTI (MAHMAR/2023/89984)
35002,KRUSHI NIRNAY,MAHMAR/2015/64003,04-09-2015,Marathi,Monthly,BALASAHEB KASHINATH BHOSALE,BALASAHEB KASHINATH BHOSALE,Maharashtra,Ahilyanagar,View  registration details for KRUSHI NIRNAY (MAHMAR/2015/64003)
35003,KRUSHI O KRUSHAKA,ODIODI/2016/72250,16-06-2017,Oriya,Fortnightly,ARCHANA REKHA BEHERA,ARCHANA REKHA BEHERA,Odisha,Khordha,View  registration details for KRUSHI O KRUSHAKA (ODIODI/2016/72250)
35004,KRUSHI PANAN MITRA,MAHMAR/2008/28025,07-01-2014,Marathi,Monthly,ANIMESH PATIL,MAHARASHTRA STATE AGRICULTURAL MARKETING BOARD,Maharashtra,Pune,View  registration details for KRUSHI PANAN MITRA (MAHMAR/2008/28025)
35005,KRUSHI PRABHAT,GUJGUJ/2006/18948,02-04-2007,Gujarati,Weekly,MAYUR DHIRAJLAL MEHTA,MAYUR DHIRAJLAL MEHTA,Gujarat,Ahmedabad,View  registration details for KRUSHI PRABHAT (GUJGUJ/2006/18948)
35006,KRUSHI RAKSHAK,MAHMAR/2015/64093,11-09-2015,Marathi,Weekly,KALE GOVARDHAN NILKANTHRAO,KALE GOVARDHAN NILKANTHRAO,Maharashtra,Parbhani,View  registration details for KRUSHI RAKSHAK (MAHMAR/2015/64093)
35007,KRUSHI SAHAKARI,MAHMAR/2007/20662,23-03-2011,Marathi,Weekly,CHAVAN BHAGWAT NIVRUTI,CHAVAN BHAGWAT NIVRUTI,Maharashtra,Chhatrapati Sambhaji Nagar,View  registration details for KRUSHI SAHAKARI (MAHMAR/2007/20662)
35008,KRUSHI SALLA,MAHBIL/2024/89932,04-11-2024,BILINGUAL,Weekly,BUJARUK JAMEER SHABBIR SHAH,BUJARUK JAMEER SHABBIR SHAH,Maharashtra,Buldhana,View  registration details for KRUSHI SALLA (MAHBIL/2024/89932)
35009,KRUSHI SAMAYA,KARKAN/2012/47565,21-01-2013,Kannada,Monthly,NAGESH K.N.,NAGESH .K.N,Karnataka,Bengaluru,View  registration details for KRUSHI SAMAYA (KARKAN/2012/47565)
35010,KRUSHI SANCHARA,ODIODI/2020/90374,20-12-2024,Oriya,Monthly,PRADEEPTA KUMAR DUTTA,PRADEEPTA KUMAR DUTTA,Odisha,Khordha,View  registration details for KRUSHI SANCHARA (ODIODI/2020/90374)
35011,KRUSHI SEVA,MAHMAR/2011/41447,10-04-2012,Marathi,Monthly,PRASHANT SOPANRAO TELGAD,PRASHANT SOPANRAO TELGAD,Maharashtra,Jalna,View  registration details for KRUSHI SEVA (MAHMAR/2011/41447)
35012,KRUSHI TIMES,GUJGUJ/2011/38535,11-08-2011,Gujarati,Weekly,RAJESHKUMAR SUBHASHCHANDRA CHAUDHARI,RAJESHKUMAR SUBHASHCHANDRA CHAUDHARI,Gujarat,Mahesana,View  registration details for KRUSHI TIMES (GUJGUJ/2011/38535)
35013,KRUSHI TIRTH,MAHMAR/2018/76944,01-03-2019,Marathi,Monthly,MANISH AMRUTLAL SHAH,JAIN IRRIGATION SYSTEMS LIMITED,Maharashtra,Jalgaon,View  registration details for KRUSHI TIRTH (MAHMAR/2018/76944)
35014,KRUSHI VICHAR,MAHMAR/2014/65198,09-12-2015,Marathi,Monthly,NANASAHEB SOPANRAO PATIL,NANASAHEB SOPANRAO PATIL,Maharashtra,Kolhapur,View  registration details for KRUSHI VICHAR (MAHMAR/2014/65198)
35015,KRUSHI VIGYAN,46346,18-03-1987,Gujarati,Monthly,MITA PRAVIN KUMAR PATEL,MITA PRAVIN KUMAR PATEL,Gujarat,Rajkot,View  registration details for KRUSHI VIGYAN (46346)
35016,KRUSHI VYAPAR,GUJGUJ/2015/70955,26-04-2017,Gujarati,Monthly,RAGHUVIR KANTILAL VYAS,RAGHUVIR KANTILAL VYAS,Gujarat,Rajkot,View  registration details for KRUSHI VYAPAR (GUJGUJ/2015/70955)
35017,KRUSHIDHAN,MAHMAR/2019/78577,,Marathi,Weekly,PARAG VASANTRAO SHENOLKAR,PARAG VASANTRAO SHENOLKAR,Maharashtra,Satara,View  registration details for KRUSHIDHAN (MAHMAR/2019/78577)
35018,KRUSHIGOVIDYA,14957,01-01-1960,Gujarati,Monthly,M.D. PATEL,INSTITUTE OF AGRICULTURE,Gujarat,Anand,View  registration details for KRUSHIGOVIDYA (14957)
35019,KRUSHIJAL SWARAJYA,MAHMAR/2010/36613,05-04-2011,Marathi,Weekly,VIJAY SAHEBRAO OHOL,VIJAY SAHEBRAO OHOL,Maharashtra,Solapur,View  registration details for KRUSHIJAL SWARAJYA (MAHMAR/2010/36613)
35020,KRUSHIKA,KARKAN/2010/36475,25-03-2011,Kannada,Bimonthly (Once in two months),M.J. DINESH,M.J. DINESH,Karnataka,Chikmagalur,View  registration details for KRUSHIKA (KARKAN/2010/36475)
35021,KRUSHIPRAGATI,MAHMAR/2017/76013,11-09-2018,Marathi,Weekly,SAMBHAJI SHIVAJI NAGANE,SAMBHAJI SHIVAJI NAGANE,Maharashtra,Solapur,View  registration details for KRUSHIPRAGATI (MAHMAR/2017/76013)
35022,KRUSHIRANG,MAHMAR/2017/73906,22-11-2017,Marathi,Weekly,MADHURI SACHIN CHOBHE,MADHURI SACHIN CHOBHE,Maharashtra,Ahilyanagar,View  registration details for KRUSHIRANG (MAHMAR/2017/73906)
35023,KRUSHISAMRAT,MAHMAR/2021/81414,21-04-2022,Marathi,Monthly,LAXMIKANT JAYRAM SURYAWANSHI,LAXMI AGRO CHEMICALS,Maharashtra,Jalgaon,View  registration details for KRUSHISAMRAT (MAHMAR/2021/81414)
35024,KRUSHISATTA,MAHMAR/2022/82482,21-10-2022,Marathi,Weekly,LAXMAN CHHAGANRAO SOLUNKE,LAXMAN CHHAGANRAO SOLUNKE,Maharashtra,Jalna,View  registration details for KRUSHISATTA (MAHMAR/2022/82482)
35025,KRUSHISEVAK,MAHMAR/2015/68350,17-08-2016,Marathi,Weekly,KRUSHNA BAJIRAO PATIL,KRUSHNA BAJIRAO PATIL,Maharashtra,Jalgaon,View  registration details for KRUSHISEVAK (MAHMAR/2015/68350)
35026,KRUSHISOBATI,MHMAR/25/A1109,06-06-2025,Marathi,Monthly,Rajiv Karbhari Sathe,Rajiv Karbhari Sathe,Maharashtra,Chhatrapati Sambhaji Nagar,View  registration details for KRUSHISOBATI (MHMAR/25/A1109)
35027,KRUSHISTAVAN,MAHMAR/2016/68486,02-09-2016,Marathi,Monthly,SACHIN MAHADEV TODKAR,SACHIN MAHADEV TODKAR,Maharashtra,Pune,View  registration details for KRUSHISTAVAN (MAHMAR/2016/68486)
35028,KRUSHIVAL,49963,06-09-1991,Marathi,Daily,CHITRALEKHA NRUPAL PATIL,NAGESH PUBLISHERS PVT. LTD.,Maharashtra,Raigad,View  registration details for KRUSHIVAL (49963)
35029,KRUSHNA LILA,MAHMAR/2010/35622,04-02-2011,Marathi,Weekly,CHANDRASHEKHAR LALAPPA GAIKWAD,SHAM JAGDISH KHANDELWAL,Maharashtra,Solapur,View  registration details for KRUSHNA LILA (MAHMAR/2010/35622)
