SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
73501,THE SHER-I-PUNJAB,565,04-03-1957,Urdu,Weekly,SWADESH BAHADUR SINGH,SHER-I-PUNJAB PUBLICATIONS,Delhi,New Delhi,View  registration details for THE SHER-I-PUNJAB (565)
73502,The Shikshan Times,RJBIL/26/A4332,27-05-2026,"Hindi, English",Weekly,DHIRENDRA KUMAR GUPTA,DHIRENDRA KUMAR GUPTA,Rajasthan,Udaipur,View  registration details for The Shikshan Times (RJBIL/26/A4332)
73503,THE SHILLONG TIMES,13759,12-11-2009,English,Daily,SHOBHA CHAUDHURI,SHILLONG TIMES PRIVATE LIMITED,Meghalaya,East Khasi Hills,View  registration details for THE SHILLONG TIMES (13759)
73504,THE SHIPPING OBSERVER,MAHENG/2013/54920,11-03-2014,English,Weekly,CAPT. NADIRSHAH N. DHOLAKIA,CAPT. NADIRSHAH N. DHOLAKIA,Maharashtra,Mumbai,View  registration details for THE SHIPPING OBSERVER (MAHENG/2013/54920)
73505,THE SHIRALA NEWS,MAHMAR/2013/57215,12-09-2014,Marathi,Weekly,NAVNATH HANMANT GURAV PATIL,NAVNATH HANAMANT GURAV PATIL,Maharashtra,Sangli,View  registration details for THE SHIRALA NEWS (MAHMAR/2013/57215)
73506,THE SHIRGUL TIMES,HPBIL/2022/83736,12-04-2023,"English, HINDI",Weekly,KAVI RAJ,KAVI RAJ,Himachal Pradesh,Solan,View  registration details for THE SHIRGUL TIMES (HPBIL/2022/83736)
73507,THE SHIVAJI TIMES,MAHMAR/2016/69391,17-11-2016,Marathi,Weekly,KAILASH NIVRUTTI JOGDAND,KAILASHNIVRUTTIJOGDAND,Maharashtra,Pune,View  registration details for THE SHIVAJI TIMES (MAHMAR/2016/69391)
73508,THE SHOCKING TRUTH,JKENG/2018/75086,07-05-2018,English,Weekly,NITISH GUPTA,NITISH GUPTA,Jammu and Kashmir,Jammu,View  registration details for THE SHOCKING TRUTH (JKENG/2018/75086)
73509,THE SHOOTER,CHHHIN/2013/49327,25-04-2013,Hindi,Daily,RUPESH DUBEY,RUPESH DUBEY,Chhattisgarh,Surajpur,View  registration details for THE SHOOTER (CHHHIN/2013/49327)
73510,THE SHOURYA VARTA,UPHIN/26/A3840,18-05-2026,Hindi,Monthly,SHANKAR PRASAD,SHANKAR PRASAD,Uttar Pradesh,Lucknow,View  registration details for THE SHOURYA VARTA (UPHIN/26/A3840)
73511,THE SIASAT,3127,30-07-1993,Urdu,Daily,ZAHID ALI KHAN,SIASAT DAILY,Telangana,Hyderabad,View  registration details for THE SIASAT (3127)
73512,THE SIASAT DAILY,1141,15-08-1949,Urdu,Daily,ABID ALI KHAN,ABID ALI KHAN,Telangana,Hyderabad,View  registration details for THE SIASAT DAILY (1141)
73513,THE SIDDHARTH TIMES,GUJENG/2017/75330,30-05-2018,English,Fortnightly,RAVI AJABLAL PANCHOLI,RAVI AJABLAL PANCHOLI,Gujarat,Dahod,View  registration details for THE SIDDHARTH TIMES (GUJENG/2017/75330)
73514,THE SIDDIPET TIMES,APTEL/2012/52025,16-09-2013,Telugu,Daily,L.RAVICHANDRA,L.RAVI CHANDRA,Andhra Pradesh,Medak,View  registration details for THE SIDDIPET TIMES (APTEL/2012/52025)
73515,THE SIKH DESIRE,RAJHIN/2006/17128,30-08-2006,Hindi,Fortnightly,KULDIP SINGH BARAR,KULDIP SINGH BARAR,Rajasthan,Hanumangarh,View  registration details for THE SIKH DESIRE (RAJHIN/2006/17128)
73516,THE SIKH REVIEW,2782,04-03-1957,English,Monthly,NARINDER PAL SINGH,THE SIKH CULTURAL CENTRE,West Bengal,Kolkata,View  registration details for THE SIKH REVIEW (2782)
73517,THE SIKH TIMES,DELPUN/2005/15078,04-08-2005,Punjabi,Weekly,GURCHARAN SINGH BABBAR,GURCHARAN SINGH BABBAR,Delhi,New Delhi,View  registration details for THE SIKH TIMES (DELPUN/2005/15078)
73518,THE SIKH TIMES,DELENG/2008/25465,02-09-2008,English,Daily,SIMMI BABBAR,SIMMI BABBAR,Delhi,New Delhi,View  registration details for THE SIKH TIMES (DELENG/2008/25465)
73519,THE SIKKIM TIMES,SIKBIL/2018/76791,30-01-2019,English,Monthly,POOJA SHARMA,POOJA SHARMA,Sikkim,East Sikkim,View  registration details for THE SIKKIM TIMES (SIKBIL/2018/76791)
73520,THE SILCHAR TIMES,ASSBEN/2008/24297,13-06-2008,Bengali,Weekly,SUNALI NATH,SUNALI NATH,Assam,Cachar,View  registration details for THE SILCHAR TIMES (ASSBEN/2008/24297)
73521,THE SILENT LOGOS,42983,05-03-1985,English,Quarterly,,,,,View  registration details for THE SILENT LOGOS (42983)
73522,THE SILICON REVIEW,KARENG/2017/75691,18-07-2018,English,Monthly,MANISH KUMAR PANDEY,MANISH KUMAR PANDEY,Karnataka,Bengaluru,View  registration details for THE SILICON REVIEW (KARENG/2017/75691)
73523,THE SILVER CROP,UPHIN/2008/24312,05-06-2008,Hindi,Weekly,SHRADDHA SINGH,SHRADDHA SINGH,Uttar Pradesh,Kanpur Nagar,View  registration details for THE SILVER CROP (UPHIN/2008/24312)
73524,THE SIMPLE TIMES OF PUBLIC,MAHENG/2008/26049,07-11-2008,English,Weekly,BADDY HEMANTKUMAR GANGARAM,BADDY HEMANTKUMAR GANGARAM,Maharashtra,Thane,View  registration details for THE SIMPLE TIMES OF PUBLIC (MAHENG/2008/26049)
73525,THE SIMPLE TRUTH,DELENG/2007/22652,21-01-2008,English,Monthly,KHAWAJA MD. QUTBUDDIN,MARKAZI JAMIAT AHLE HADEES HIND,Delhi,New Delhi,View  registration details for THE SIMPLE TRUTH (DELENG/2007/22652)
73526,THE SINDHIAN,MAHENG/2018/76122,26-09-2018,English,Quarterly,RAJ LALCHANDANI,RAJ LALCHANDANI,Maharashtra,Mumbai,View  registration details for THE SINDHIAN (MAHENG/2018/76122)
73527,THE SMART CAREERS,GUJGUJ/2008/23345,19-03-2008,Gujarati,Monthly,BHARATRAY KANJIBHAI HIRPARA,BHARATRAY KANJIBHAI HIRPARA,Gujarat,Junagadh,View  registration details for THE SMART CAREERS (GUJGUJ/2008/23345)
