SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
80501,VOICE OF NEW DEMOCRACY,TELTEL/2014/60510,02-03-2015,Telugu,Fortnightly,POTU RANGA RAO,POTU RANGA RAO,Telangana,Khammam,View  registration details for VOICE OF NEW DEMOCRACY (TELTEL/2014/60510)
80502,VOICE OF NEWS,APENG/2009/29025,29-09-2009,English,Daily,BHUPATHI RAVINDRANATH,B. RAVINDRANATH,Telangana,Rangareddy,View  registration details for VOICE OF NEWS (APENG/2009/29025)
80503,VOICE OF NIGOHA,UPHIN/2016/67342,03-06-2016,Hindi,Weekly,UMESH KUMAR SHARMA,UMESH KUMAR SHARMA,Uttar Pradesh,Lucknow,View  registration details for VOICE OF NIGOHA (UPHIN/2016/67342)
80504,VOICE OF OBCS,TNBIL/2003/10256,16-07-2003,"English, Tamil",Monthly,J. PARTHASARATHY,J.PARTHASARATHY,Tamil Nadu,Chennai,View  registration details for VOICE OF OBCS (TNBIL/2003/10256)
80505,VOICE OF ODISHA,ODIODI/2012/48626,15-03-2013,Oriya,Weekly,SRI KALIPRASAD SAMANTARAY,KALIPRASAD SAMANTARAY,Odisha,Khordha,View  registration details for VOICE OF ODISHA (ODIODI/2012/48626)
80506,VOICE OF OPPRESSED,36686,26-03-1987,English,Weekly,KESHAVA N,KESHAVA N,Karnataka,Bengaluru,View  registration details for VOICE OF OPPRESSED (36686)
80507,VOICE OF PANCHAYATI,APTEL/2017/72968,16-08-2017,Telugu,Monthly,Y. VENKATESWARA RAO,Y VENKATESWARA RAO,Andhra Pradesh,Visakhapatnam,View  registration details for VOICE OF PANCHAYATI (APTEL/2017/72968)
80508,VOICE OF PANCHMAHAL,GJGUJ/26/A6101,25-07-2026,Gujarati,Weekly,SIRAJ ABDULSATTAR JARGAL,SIRAJ ABDULSATTAR JARGAL,Gujarat,Panchmahal,View  registration details for VOICE OF PANCHMAHAL (GJGUJ/26/A6101)
80509,VOICE OF PANCHYAT,GUJGUJ/2022/83713,11-04-2023,Gujarati,Weekly,DESAI DILIPKUMAR LAXMANBHAI,DESAI DILIPKUMAR LAXMANBHAI,Gujarat,Mahesana,View  registration details for VOICE OF PANCHYAT (GUJGUJ/2022/83713)
80510,VOICE OF PENTECOST,30306,03-12-1976,English,Monthly,PASTOR MAYALIL THOMAS THOMAS,PENTACOST PRESS TRUST,Tamil Nadu,Chennai,View  registration details for VOICE OF PENTECOST (30306)
80511,Voice of People,KNKAN/26/A0801,28-01-2026,Kannada,Weekly,Vasanth Rao Chavan A,Vasanth Rao Chavan A,Karnataka,Mysore,View  registration details for Voice of People (KNKAN/26/A0801)
80512,VOICE OF PEOPLE,GUJGUJ/2015/65708,21-01-2016,Gujarati,Weekly,PATEL HARSHADKUMAR JASHVANTLAL,PATEL HARSHADKUMAR JASHVANTLAL,Gujarat,Panchmahal,View  registration details for VOICE OF PEOPLE (GUJGUJ/2015/65708)
80513,VOICE OF PETROLEUM HAWKERS,UPBIL/2021/86337,27-03-2024,"English, HINDI",Monthly,ANAND SWAROOP TRIPATHI,PETROLEUM HAWKER'S ASSOCIATION,Uttar Pradesh,Etawah,View  registration details for VOICE OF PETROLEUM HAWKERS (UPBIL/2021/86337)
80514,Voice of Pir Panjal,JKENG/25/A0718,30-05-2025,English,Weekly,Shivani Gupta,Shivani Gupta,Jammu and Kashmir,Jammu,View  registration details for Voice of Pir Panjal (JKENG/25/A0718)
80515,VOICE OF POLITICS,61960,16-05-1995,Hindi,Weekly,MOHMMED ANAS SIDDIQUI,MOHMMED ANAS SIDDIQUI,Delhi,New Delhi,View  registration details for VOICE OF POLITICS (61960)
80516,VOICE OF POORVANCHAL,UPHIN/2010/35540,01-02-2011,Hindi,Daily,PRAMOD PANDEY,PRAMOD KUMAR PANDEY,Uttar Pradesh,Mahrajganj,View  registration details for VOICE OF POORVANCHAL (UPHIN/2010/35540)
80517,VOICE OF POWAI,MAHENG/2022/82326,19-10-2022,English,Monthly,RAJANI RAMSING PATIL,RAJANI RAMSING PATIL,Maharashtra,Mumbai,View  registration details for VOICE OF POWAI (MAHENG/2022/82326)
80518,VOICE OF PRADESH,MPHIN/2010/35886,25-02-2011,Hindi,Monthly,Mukesh Shandilya,Mukesh Shandilya,Madhya Pradesh,Bhopal,View  registration details for VOICE OF PRADESH (MPHIN/2010/35886)
80519,VOICE OF PRADESH,MPHIN/2018/76577,21-12-2018,Hindi,Daily,Mukesh Shandilya,Mukesh Shandilya,Madhya Pradesh,Bhopal,View  registration details for VOICE OF PRADESH (MPHIN/2018/76577)
80520,VOICE OF PRAJALU,TGTEL/25/A2649,18-09-2025,Telugu,Daily,Kotha Laxman,Kotha Laxman,Telangana,Karimnagar,View  registration details for VOICE OF PRAJALU (TGTEL/25/A2649)
80521,Voice of Pratapgarh,UPHIN/25/A5234,17-12-2025,Hindi,Weekly,Aiman Irfan,Aiman Irfan,Uttar Pradesh,Pratapgarh,View  registration details for Voice of Pratapgarh (UPHIN/25/A5234)
80522,VOICE OF PRATIGYA,RAJHIN/2021/82156,19-09-2022,Hindi,Daily,SANDEEP KUMAR,SANDEEP KUMAR,Rajasthan,Alwar,View  registration details for VOICE OF PRATIGYA (RAJHIN/2021/82156)
80523,VOICE OF PRAYAGRAJ,UPHIN/2021/81034,21-01-2022,Hindi,Daily,SANDEEP KUMAR TIWARI,SANDEEP KUMAR TIWARI,Uttar Pradesh,Prayagraj,View  registration details for VOICE OF PRAYAGRAJ (UPHIN/2021/81034)
80524,VOICE OF PRESS,UPHIN/2010/35515,31-01-2011,Hindi,Weekly,GYAN PRAKASH SINGH,GYAN PRAKASH SINGH,Uttar Pradesh,Bahraich,View  registration details for VOICE OF PRESS (UPHIN/2010/35515)
80525,VOICE OF PRESS,UPHIN/2016/70522,01-03-2017,Hindi,Daily,GYAN PRAKASH SINGH,GYAN PRAKASH SINGH,Uttar Pradesh,Lucknow,View  registration details for VOICE OF PRESS (UPHIN/2016/70522)
80526,VOICE OF PUBLIC RAJASTHAN,RJHIN/26/A6589,10-08-2026,Hindi,Weekly,LALIT KUMAR BANSAL,LALIT KUMAR BANSAL,Rajasthan,Kota,View  registration details for VOICE OF PUBLIC RAJASTHAN (RJHIN/26/A6589)
