SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District,Action
38001,MAHARAJAGANJ TIMES,54308,26-12-1991,Hindi,Weekly,DEVENDER SHUKLA,DEVENDER SHUKLA,Uttar Pradesh,Mahrajganj,View  registration details for MAHARAJAGANJ TIMES (54308)
38002,MAHARAJAYAM,KERMAL/2022/85752,12-12-2023,Malayalam,Bimonthly (Once in two months),SREEKUMARAN P.S,ALL KERALA JOURNALIST AND MEDIA WORKERS ASSOCIATION MAKJAW,Kerala,Thiruvananthapuram,View  registration details for MAHARAJAYAM (KERMAL/2022/85752)
38003,MAHARAJGANJ EXPRESS,62904,22-12-1995,Hindi,Weekly,VINOD KUMAR,ASHOK KUMAR,Uttar Pradesh,Mahrajganj,View  registration details for MAHARAJGANJ EXPRESS (62904)
38004,MAHARAJGANJ KESHRI SAMACHAR,62532,03-11-1995,Hindi,Weekly,BABU LAL GUPTA,BABU LAL GUPTA,Uttar Pradesh,Gorakhpur,View  registration details for MAHARAJGANJ KESHRI SAMACHAR (62532)
38005,MAHARAJGANJ KESHRI SAMACHAR,64254,01-10-1996,Hindi,Weekly,BABULAL GUPTA,BABU LAL GUPTA,Uttar Pradesh,Deoria,View  registration details for MAHARAJGANJ KESHRI SAMACHAR (64254)
38006,MAHARAJGANJ KESHRI SAMACHAR,55810,07-07-1992,Hindi,Weekly,BABULAL GUPTA,BABU LAL GUPTA,Uttar Pradesh,Mahrajganj,View  registration details for MAHARAJGANJ KESHRI SAMACHAR (55810)
38007,MAHARAJGANJ KESHRI SAMACHAR,UPHIN/2010/32763,25-06-2010,Hindi,Daily,BABU LAL GUPTA,BABU LAL GUPTA,Uttar Pradesh,Mahrajganj,View  registration details for MAHARAJGANJ KESHRI SAMACHAR (UPHIN/2010/32763)
38008,MAHARAJGANJ KI YAD,66452,05-07-1997,Hindi,Weekly,PRAMOD GUPTA,PRAMOD GUPAT,Uttar Pradesh,Mahrajganj,View  registration details for MAHARAJGANJ KI YAD (66452)
38009,MAHARAJGANJ SAMAYIK,UPHIN/2015/75696,18-07-2018,Hindi,Monthly,BAL GOVIND VARMA,BALGOVIND VARMA,Uttar Pradesh,Mahrajganj,View  registration details for MAHARAJGANJ SAMAYIK (UPHIN/2015/75696)
38010,MAHARAJYA TIMES,MAHMAR/2015/62088,25-05-2015,Marathi,Weekly,ANAND NARAYAN DHONGADE,ANAND NARAYAN DHONGADE,Maharashtra,Pune,View  registration details for MAHARAJYA TIMES (MAHMAR/2015/62088)
38011,MAHARAJYA VARTA,MAHMAR/2023/90090,12-11-2024,MARATHI,Weekly,JAMEEL HAMEED DESHMUKH,JAMEEL HAMEED DESHMUKH,Maharashtra,Chhatrapati Sambhaji Nagar,View  registration details for MAHARAJYA VARTA (MAHMAR/2023/90090)
38012,MAHARANA RAJPUT,MAHMAR/2015/62781,22-06-2015,Marathi,Weekly,YOGENDRA DEVISING PATIL,YOGENDRA DEVISING PATIL,Maharashtra,Dhule,View  registration details for MAHARANA RAJPUT (MAHMAR/2015/62781)
38013,MAHARANA TIMES,MAHBIL/1994/09847,14-05-2003,"Marathi, Hindi",Weekly,THAKUR LALITKUMAR J.BACHHIL,THAKUR LALITKUMAR J.BACHHIL,Maharashtra,Bhandara,View  registration details for MAHARANA TIMES (MAHBIL/1994/09847)
38014,MAHARANI LAXMI BAI,20335,18-12-1969,Hindi,Weekly,ANAND KUMAR SHARMA,ANAND KUMAR SHARMA,Uttar Pradesh,Jhansi,View  registration details for MAHARANI LAXMI BAI (20335)
38015,MAHARASHTRA AARAMBH,MAHMAR/2023/83965,24-04-2023,Marathi,Daily,DIPAK INDAR THORAT,DIPAK INDAR THORAT,Maharashtra,Beed,View  registration details for MAHARASHTRA AARAMBH (MAHMAR/2023/83965)
38016,MAHARASHTRA ABHIMAN,MAHMAR/2012/42479,25-05-2012,Marathi,Weekly,PATIL SHALIK VITTHAL,PATIL SHALIK VITTHAIL,Maharashtra,Thane,View  registration details for MAHARASHTRA ABHIMAN (MAHMAR/2012/42479)
38017,MAHARASHTRA AGE,MAHMAR/2008/26728,05-01-2009,Marathi,Weekly,VENKATESH LAKSHMANRAO PATIL,PATIL VENKATESH LAKSHMANRAO,Maharashtra,Chhatrapati Sambhaji Nagar,View  registration details for MAHARASHTRA AGE (MAHMAR/2008/26728)
38018,MAHARASHTRA AHEAD,MAHENG/2011/75502,08-06-2018,English,Monthly,MEENAL SHASHIKANT JOGLEKAR,"DIRECTORATE GENERAL OF INFORMATION & PUBLIC RELATIONS, GOVT. OF MAHARASHTRA",Maharashtra,Mumbai,View  registration details for MAHARASHTRA AHEAD (MAHENG/2011/75502)
38019,MAHARASHTRA AROGYA PATRIKA,MAHMAR/2000/01736,25-08-2000,MARATHI,Monthly,KAILAS BUTA BAVISKAR,GOVERNMENT OF MAHARASHTRA PUBLIC HEALTH DEPARTMENT,Maharashtra,Pune,View  registration details for MAHARASHTRA AROGYA PATRIKA (MAHMAR/2000/01736)
38020,MAHARASHTRA BANDHU,MAHHIN/2019/78510,26-02-2020,Hindi,Monthly,ILYAS AZIZ KHAN,ILYAS A KHAN,Maharashtra,Mumbai,View  registration details for MAHARASHTRA BANDHU (MAHHIN/2019/78510)
38021,Maharashtra Bar Bench,MHBIL/26/A5129,15-06-2026,"English, Marathi",Weekly,Vijay Prabhakar Chavan,Vijay Prabhakar Chavan,Maharashtra,Pune,View  registration details for Maharashtra Bar Bench (MHBIL/26/A5129)
38022,MAHARASHTRA BHUMIPUTRA,MHMAR/26/A4946,11-06-2026,Marathi,Weekly,ATMARAM KHANDUJI SUTAR,ATMARAM KHANDUJI SUTAR,Maharashtra,Washim,View  registration details for MAHARASHTRA BHUMIPUTRA (MHMAR/26/A4946)
38023,MAHARASHTRA BULAND TIMES,MAHMAR/2003/16954,30-08-2010,Marathi,Daily,ASHOK SONI,SONI ASHOK,Maharashtra,Thane,View  registration details for MAHARASHTRA BULAND TIMES (MAHMAR/2003/16954)
38024,MAHARASHTRA CHALLENGE,MAHMAR/2015/62544,12-06-2015,Marathi,Weekly,MAHENDRA SAMBHAJI CHAVHAN,MAHENDRA SAMBHAJI CHAVHAN,Maharashtra,Nandurbar,View  registration details for MAHARASHTRA CHALLENGE (MAHMAR/2015/62544)
38025,Maharashtra Chaufher,MHMAR/25/A2032,31-07-2025,Marathi,Weekly,Abarar beg saravar beg mirza,Abarar beg saravar beg mirza,Maharashtra,Jalgaon,View  registration details for Maharashtra Chaufher (MHMAR/25/A2032)
38026,MAHARASHTRA CHEMIST,MAHMUL/2016/71138,21-04-2017,"English, Marathi, Hindi",Monthly,JAGANNATH SAKHARAM SHINDE,THE MAHARASHTRA STATE CHEMISTS & DRUGGISTS ASSOCIATION,Maharashtra,Mumbai,View  registration details for MAHARASHTRA CHEMIST (MAHMUL/2016/71138)
38027,MAHARASHTRA CHOUPHER,MAHMAR/2021/82127,12-09-2022,Marathi,Daily,DEVRAJ PRALHAD YAADAV,DEVRAJ PRALHAD YAADAV,Maharashtra,Thane,View  registration details for MAHARASHTRA CHOUPHER (MAHMAR/2021/82127)
38028,MAHARASHTRA CHOUPHER,MAHMAR/2010/35173,10-01-2011,Marathi,Weekly,DEVRAJ PRALHAD YAADAV,DEVRAJ PRALHAD YAADAV,Maharashtra,Mumbai,View  registration details for MAHARASHTRA CHOUPHER (MAHMAR/2010/35173)
38029,MAHARASHTRA CITY HOTLINE,MHMAR/25/A2557,16-09-2025,Marathi,Weekly,AKSHAY DHIRAJ WANJARI,AKSHAY DHIRAJ WANJARI,Maharashtra,Amravati,View  registration details for MAHARASHTRA CITY HOTLINE (MHMAR/25/A2557)
38030,MAHARASHTRA CO-OPERATIVE HOUSING SOCIETY TIMES,MAHENG/2006/19473,26-04-2007,ENGLISH,Monthly,SANJAY MURARI CHATURVEDI,SAPTAKALA MEDIA PVT. LTD.,Maharashtra,Mumbai,View  registration details for MAHARASHTRA CO-OPERATIVE HOUSING SOCIETY TIMES (MAHENG/2006/19473)
38031,MAHARASHTRA CO.OP CREDIT NEWS,MAHMAR/2010/31493,19-03-2010,Marathi,Monthly,SUREKHA VIJAY LAWANDE,MAHARASHTRA RAJYA SAHAKARI PATSANSTHA FEDERATION LTD.,Maharashtra,Pune,View  registration details for MAHARASHTRA CO.OP CREDIT NEWS (MAHMAR/2010/31493)
